idx,TLS13_AES_128_GCM_SHA256,TLS13_AES_256_GCM_SHA384,TLS13_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256
151,0.001104019,0.001149743,0.001089844,0.001116844,0.001222874,0.001117608
152,0.00109454,0.00113588,0.001200485,0.001116012,0.00112321,0.001117323
153,0.001123287,0.001130281,0.001090646,0.001115667,0.00112633,0.00113599
154,0.001123226,0.001125808,0.001079528,0.00111311,0.001167288,0.001102827
155,0.001083667,0.001140261,0.001080663,0.001098964,0.001127225,0.001504254
156,0.001094218,0.001129074,0.002976187,0.001746214,0.001230168,0.001148956
157,0.001136958,0.001156571,0.001155848,0.001276736,0.001127474,0.001099821
158,0.001094901,0.00113651,0.001112368,0.001356888,0.001261307,0.001139772
159,0.001156492,0.001143128,0.001089906,0.001218727,0.001125097,0.001114104
160,0.001116896,0.001122249,0.001354272,0.002892017,0.001319427,0.002993702
161,0.001761447,0.001657885,0.003391735,0.002444017,0.00354908,0.002106562
162,0.002231205,0.004068199,0.00276476,0.002432323,0.002717945,0.002308554
163,0.00202648,0.002112372,0.001632935,0.001544011,0.001312794,0.001109407
164,0.001317768,0.001310604,0.001118807,0.00120042,0.001186291,0.001146413
165,0.001133205,0.001164136,0.001110086,0.001187191,0.001159903,0.001126752
166,0.001110192,0.001119362,0.001104239,0.001126302,0.001148785,0.001090865
167,0.001110406,0.001518591,0.001328981,0.001420775,0.001652073,0.001421086
168,0.001273754,0.00158264,0.001257869,0.001473228,0.001534952,0.00135641
169,0.001309246,0.001585718,0.001329534,0.001396156,0.00152373,0.001430304
170,0.001259975,0.001542428,0.001300642,0.001364865,0.001579936,0.001395235
171,0.00125614,0.00158683,0.001254724,0.001363547,0.001596945,0.001359207
172,0.001306348,0.001751322,0.0012746,0.001618431,0.001629891,0.001531526
173,0.001304624,0.001538054,0.001298799,0.001493448,0.001578319,0.001493748
174,0.001257065,0.003321456,0.001850444,0.001496193,0.001512125,0.001448801
175,0.001259665,0.001571908,0.001296857,0.001545949,0.002956481,0.002906254
176,0.001489367,0.003496434,0.002006139,0.003601698,0.002360347,0.00216533
177,0.001959323,0.003413951,0.002065164,0.003498962,0.002144338,0.002233289
178,0.001914266,0.003391437,0.001941657,0.003479642,0.001779527,0.0021697
179,0.001916394,0.001737469,0.001600193,0.001435516,0.001327995,0.001222418
180,0.001165914,0.001269705,0.001121698,0.001113417,0.001284047,0.001216361
181,0.001119167,0.001238263,0.001194291,0.00113562,0.001424494,0.001259066
182,0.001186713,0.001239577,0.003123901,0.003337064,0.002126975,0.001630494
183,0.001750692,0.002347972,0.002093133,0.002190446,0.003205916,0.003413908
184,0.003488101,0.002935865,0.002098913,0.003377446,0.003660147,0.00249663
185,0.002116173,0.00239178,0.002096952,0.002312929,0.002430726,0.002216933
186,0.003370131,0.00325527,0.003454184,0.003406872,0.003178437,0.002851887
187,0.001473467,0.003413717,0.001732466,0.001958285,0.003662885,0.002458047
188,0.002610418,0.002456016,0.002283784,0.002600927,0.00290497,0.002761193
189,0.00228696,0.002464226,0.001985451,0.003628411,0.001909743,0.001698544
190,0.001317818,0.00294151,0.001406896,0.003353581,0.001881559,0.00146293
191,0.00133328,0.001288147,0.001218557,0.001317529,0.001174772,0.001305
192,0.001232827,0.001168006,0.001216575,0.001239026,0.001130819,0.00128427
193,0.003233628,0.001201168,0.00110833,0.001233057,0.002915915,0.003049638
194,0.001131594,0.003019001,0.001151393,0.002828439,0.002560914,0.001262457
195,0.001106062,0.001832598,0.001174518,0.001278942,0.001274731,0.001157524
196,0.001154123,0.001338706,0.00290606,0.001628861,0.002758942,0.001324519
197,0.001117491,0.002795073,0.002874092,0.003658911,0.002941894,0.001206867
198,0.001138873,0.001261909,0.001937714,0.001463143,0.001519667,0.001481189
199,0.00151812,0.001422217,0.001178881,0.001295906,0.001511307,0.001224092
200,0.00110149,0.0011271,0.001083884,0.001325064,0.001257024,0.001172308
201,0.001128121,0.001147927,0.001089741,0.001232081,0.001187226,0.00124658
202,0.001089262,0.001122495,0.001170021,0.001229894,0.001125633,0.001191754
203,0.00115546,0.001201156,0.00111038,0.001238708,0.001134915,0.001101996
204,0.001110046,0.001120219,0.001205103,0.001168719,0.001186146,0.001166135
205,0.001095718,0.00123199,0.001136488,0.001177757,0.001183311,0.001106531
206,0.001095347,0.001129336,0.001079785,0.001102374,0.001122176,0.001098792
207,0.001122354,0.001370396,0.001245722,0.001296161,0.001244973,0.001144999
208,0.001183471,0.0011418,0.001413285,0.002750051,0.002955113,0.002710389
209,0.001506997,0.001347629,0.001132126,0.00134519,0.001361761,0.001235768
210,0.001158947,0.00124645,0.001145313,0.001338276,0.001154096,0.003241572
211,0.001209676,0.00115077,0.002357404,0.001256277,0.001124861,0.001188112
212,0.00109379,0.001159708,0.002862084,0.002900783,0.003061813,0.003286639
213,0.00194539,0.002038649,0.001563012,0.001647491,0.001956107,0.001519982
214,0.001343853,0.001651509,0.001331122,0.0015035,0.001604739,0.001413065
215,0.001363607,0.001564689,0.001378633,0.001490864,0.001547507,0.001262201
216,0.001114112,0.001129172,0.001168487,0.00125512,0.002177695,0.00111609
217,0.001251045,0.003173725,0.003129124,0.001472097,0.003127122,0.002561496
218,0.001544619,0.001392928,0.00318786,0.003670959,0.004958539,0.004189145
219,0.001726981,0.002126481,0.005272689,0.004136996,0.003323731,0.002502608
220,0.002426152,0.003066687,0.002402958,0.002475695,0.002495139,0.001877315
221,0.002123863,0.002317583,0.001924592,0.001782006,0.001406664,0.001278592
222,0.001105105,0.001239411,0.00112108,0.001159948,0.001202096,0.00110701
223,0.001109432,0.001201141,0.001092426,0.001103845,0.001136659,0.001103568
224,0.001091474,0.001142584,0.001100915,0.001470442,0.00163723,0.001146256
225,0.001271868,0.001187986,0.001213763,0.001127314,0.001136427,0.001105308
226,0.001094262,0.001133809,0.001102016,0.001107977,0.001119972,0.001165223
227,0.001103137,0.001136555,0.001182397,0.001152167,0.001184217,0.001116191
228,0.001116954,0.001175755,0.001088624,0.001120132,0.001122766,0.001096326
229,0.001092102,0.001176644,0.001090754,0.001175044,0.001240402,0.001115917
230,0.001101434,0.001147247,0.001101093,0.001112293,0.001136296,0.001201069
231,0.001101367,0.001129152,0.001093939,0.001112537,0.001128388,0.001129573
232,0.001362419,0.003151361,0.003150302,0.00320698,0.003152617,0.001243716
233,0.001133732,0.002871595,0.00290509,0.00237154,0.002065759,0.002283534
234,0.002268007,0.002161292,0.002169251,0.002089869,0.001815675,0.001509428
235,0.001332894,0.001265697,0.001112576,0.00117111,0.001155733,0.001129587
236,0.001118579,0.001155415,0.001194329,0.001151889,0.001173266,0.001134121
237,0.001125883,0.001127994,0.001114377,0.001133491,0.001144838,0.001145299
238,0.001123346,0.001148179,0.001083844,0.001135138,0.001148956,0.001145602
239,0.001128637,0.002899617,0.002639859,0.001427032,0.002733936,0.002685987
240,0.002980189,0.002922806,0.001227867,0.002751519,0.002806033,0.002676186
241,0.002785375,0.002707133,0.002774473,0.001470952,0.001582294,0.001288295
242,0.00117945,0.001156996,0.001178318,0.001240935,0.001267103,0.001333103
243,0.00126383,0.001237886,0.001153524,0.001215574,0.001159023,0.001151342
244,0.001103477,0.003072781,0.001136833,0.002906063,0.001458136,0.002919804
245,0.001259771,0.002922362,0.002764427,0.001665834,0.001474614,0.001614905
246,0.001303097,0.001362914,0.002936492,0.001753852,0.001404386,0.001804756
247,0.002949296,0.001576569,0.003269086,0.001552364,0.001732931,0.001856978
248,0.001432681,0.001377187,0.00289165,0.001860816,0.003503691,0.001339455
249,0.001599988,0.00158017,0.001726462,0.001735821,0.001668322,0.00144683
250,0.001163411,0.001148051,0.001112422,0.001335649,0.001282533,0.00116575
251,0.00112266,0.001136891,0.00108672,0.001188185,0.00129564,0.001414327
252,0.001264798,0.001323269,0.00117017,0.001295831,0.001162367,0.001370493
253,0.001160379,0.001140952,0.001158674,0.001274294,0.001128544,0.001114958
254,0.001090172,0.001248553,0.001080231,0.001213931,0.001178319,0.001102079
255,0.001102499,0.001124491,0.001217101,0.001221807,0.00118387,0.001159086
256,0.001114626,0.001256267,0.003386325,0.00333817,0.003074082,0.00153095
257,0.00121505,0.003036964,0.001245704,0.001422008,0.002787604,0.001680532
258,0.002854803,0.001480013,0.003184998,0.001720032,0.002548492,0.001733992
259,0.001439095,0.001319496,0.001250602,0.001386413,0.001180149,0.001400215
260,0.001110948,0.001125286,0.002552678,0.001243027,0.001125486,0.001175982
261,0.001103684,0.001123295,0.001083173,0.002826793,0.00129418,0.002626654
262,0.001134374,0.001146766,0.001101152,0.002294869,0.001424989,0.002514213
263,0.001116091,0.001250481,0.001196134,0.001201335,0.001334774,0.001131864
264,0.001110673,0.001158957,0.001222519,0.001165967,0.001250472,0.001106531
265,0.001112006,0.001125279,0.00122012,0.001230769,0.001382491,0.001394597
266,0.001187134,0.001132161,0.001109188,0.001853581,0.001517414,0.002316204
267,0.001208857,0.00115516,0.001100081,0.001408194,0.002524394,0.001496165
268,0.001138871,0.003029663,0.001293178,0.003241572,0.00302546,0.002536092
269,0.001136039,0.00120441,0.001103536,0.002859441,0.00300015,0.002067455
270,0.001322858,0.003356039,0.001398739,0.001973797,0.001544784,0.001299543
271,0.00116001,0.001125962,0.001218194,0.001272533,0.001161853,0.001106344
272,0.001117033,0.001132427,0.001212646,0.001311232,0.001332056,0.00144227
273,0.001215938,0.001241302,0.002861786,0.001665522,0.002279003,0.001575821
274,0.001132961,0.00123947,0.001244527,0.003008859,0.001559309,0.001897809
275,0.001207909,0.00293311,0.002852262,0.003338407,0.003101943,0.003532974
276,0.003387267,0.002952854,0.002078004,0.003600489,0.002452415,0.003388976
277,0.002041548,0.002013842,0.00306723,0.002149701,0.002416533,0.00348387
278,0.002036808,0.002010799,0.003213031,0.002359132,0.002416594,0.003667016
279,0.002003804,0.002008739,0.003333412,0.002410414,0.00230371,0.002039836
280,0.003265922,0.00211652,0.002914046,0.003725623,0.002397359,0.004154213
281,0.002207355,0.001958785,0.001570074,0.001655618,0.002850515,0.0016159
282,0.003691969,0.00231768,0.003680325,0.002200763,0.003583016,0.002140358
283,0.002703416,0.001955769,0.002140603,0.002194066,0.001982806,0.002158571
284,0.002263285,0.002947892,0.002977351,0.002863368,0.003108885,0.002829359
285,0.00246977,0.002554193,0.004043991,0.002743897,0.002652777,0.002294153
286,0.001840058,0.001549531,0.003575277,0.00243789,0.003266448,0.002338676
287,0.003404753,0.002256309,0.001851559,0.004144224,0.002652794,0.003003723
288,0.004218508,0.005042233,0.004029841,0.003726873,0.001329302,0.001442136
289,0.001620722,0.001970489,0.001960148,0.001996426,0.00227925,0.001785862
290,0.001440832,0.001297546,0.00125095,0.001449402,0.001283878,0.001560072
291,0.001545571,0.00187005,0.001501875,0.001579954,0.001813612,0.00165498
292,0.001118719,0.001146508,0.001100323,0.001468328,0.00158345,0.001274591
293,0.001292759,0.001273117,0.00269657,0.001818969,0.003460268,0.002215262
294,0.002491432,0.002833786,0.002192298,0.002310713,0.002567202,0.001819313
295,0.00178949,0.001914198,0.001533996,0.001993999,0.002036876,0.001478001
296,0.001493801,0.001794515,0.001406825,0.001688599,0.001858897,0.003552459
297,0.001886342,0.001623462,0.003528958,0.002449146,0.004417582,0.002730428
298,0.002122413,0.004075899,0.002219629,0.003967167,0.002807742,0.004413803
299,0.001843882,0.002274298,0.002622098,0.002680806,0.002986023,0.002722411
300,0.00268787,0.002987935,0.002686241,0.005100576,0.004988106,0.00437435
301,0.002790669,0.005745413,0.002520343,0.002567842,0.002728349,0.002437422
302,0.002196851,0.00194618,0.004128067,0.0026438,0.004032623,0.002571335
303,0.002251816,0.002003905,0.001669439,0.003696201,0.002052374,0.001863568
304,0.001617018,0.001451158,0.003218385,0.001812764,0.003797099,0.002430014
305,0.004222371,0.004342586,0.003775437,0.003198341,0.003170275,0.003271529
306,0.002783788,0.002339136,0.002058867,0.0022398,0.00180122,0.001456063
307,0.00127311,0.001186176,0.001106915,0.001131493,0.001143006,0.001131606
308,0.001109291,0.001157146,0.001133376,0.001497333,0.001804186,0.001535816
309,0.001304592,0.001693128,0.001342834,0.001509876,0.001594198,0.001368204
310,0.001270286,0.001634186,0.002165361,0.003278136,0.001608209,0.001375897
311,0.001319081,0.001583399,0.001315919,0.001400694,0.001531105,0.001453787
312,0.001331991,0.001313586,0.002825,0.002715595,0.002649441,0.003222846
313,0.003241654,0.001929925,0.001350511,0.001605885,0.001973901,0.001979215
314,0.002206667,0.002132517,0.002150303,0.002458956,0.001865977,0.001838911
315,0.001454796,0.001412867,0.001223442,0.001148981,0.001304385,0.001230984
316,0.001164161,0.001189809,0.00112152,0.001141188,0.001145479,0.001130729
317,0.001111485,0.001142862,0.001118473,0.001274572,0.00304514,0.002737643
318,0.001254915,0.001187957,0.001137325,0.001372084,0.001433479,0.001444982
319,0.001575763,0.001464554,0.001391932,0.001344077,0.001197848,0.001363616
320,0.001250654,0.00111631,0.002499751,0.003000659,0.001715774,0.003001446
321,0.003576219,0.003062174,0.001750734,0.002088931,0.002015923,0.001640192
322,0.001478495,0.001789887,0.001527393,0.001741279,0.001904539,0.001712638
323,0.001551624,0.001813062,0.001414128,0.001582666,0.001978433,0.001563266
324,0.001452447,0.001500163,0.001547663,0.002072241,0.003611521,0.002354267
325,0.001971186,0.001938824,0.00349752,0.002557654,0.00326261,0.002191281
326,0.001898338,0.001735202,0.001477358,0.001416593,0.001174395,0.001364741
327,0.001224784,0.001182898,0.001222186,0.001301164,0.001164438,0.001372707
328,0.001239039,0.001132477,0.001218679,0.00121761,0.001156931,0.001417497
329,0.001218071,0.00118295,0.001210966,0.001217128,0.001373501,0.002088653
330,0.003204971,0.001326744,0.001117684,0.002945932,0.001478984,0.002872191
331,0.001141216,0.002891956,0.001448682,0.00333564,0.001875123,0.001772793
332,0.001457989,0.001392426,0.002881471,0.001826176,0.001662218,0.001544072
333,0.001157107,0.001292188,0.00277764,0.001622181,0.003039141,0.001793756
334,0.001461578,0.001475452,0.002794205,0.00174466,0.001516618,0.001556323
335,0.001142737,0.002803216,0.002494451,0.001565913,0.001559071,0.001432865
336,0.00119661,0.001201968,0.001240618,0.001302798,0.001285037,0.001318553
337,0.001172824,0.001215073,0.001262995,0.001257346,0.001177874,0.001390165
338,0.001217006,0.001174748,0.001310042,0.001229562,0.001179353,0.001375401
339,0.001218394,0.001163971,0.00123872,0.001299232,0.001166328,0.00142923
340,0.001216885,0.001160152,0.001173069,0.00121971,0.001153586,0.001478102
341,0.001227458,0.001202065,0.001215158,0.00123936,0.001163002,0.001453184
342,0.001135302,0.001166411,0.00111205,0.00121911,0.001151358,0.001404934
343,0.002776186,0.002772546,0.003115133,0.001914729,0.003332878,0.002031272
344,0.001782405,0.001783842,0.003165568,0.002224355,0.002103376,0.002093233
345,0.001935406,0.002083878,0.001864666,0.001815818,0.001645141,0.001697049
346,0.00238758,0.001407937,0.001142386,0.001380622,0.001285718,0.001141029
347,0.001232196,0.001284111,0.001123957,0.001368778,0.001297737,0.00110385
348,0.001227621,0.001230978,0.00111473,0.001288271,0.001262376,0.001140682
349,0.001175905,0.001238722,0.001112787,0.001134844,0.001289611,0.001206625
350,0.001087067,0.001246641,0.001195473,0.001137359,0.001397405,0.001233166
351,0.001135224,0.001256472,0.001244364,0.001182122,0.001233945,0.001213165
352,0.001130492,0.00118677,0.003064129,0.001636728,0.002818422,0.001630421
353,0.002748147,0.001330223,0.002936952,0.001651074,0.002340835,0.001569135
354,0.001211775,0.001329419,0.001223912,0.00114872,0.001660974,0.001283636
