idx,AES128-SHA256,AES128-GCM-SHA256,AES256-GCM-SHA384,ECDHE-RSA-AES128-SHA256,ECDHE-RSA-AES128-GCM-SHA256,ECDHE-RSA-AES256-GCM-SHA384
4727,0.00111476,0.00107636,0.00123072,0.00417459,0.00417717,0.0041738
4728,0.00107419,0.00105096,0.00256288,0.00424702,0.0041625,0.00415611
4729,0.00104672,0.00107623,0.0011296,0.00418328,0.00422632,0.00420541
4730,0.00107891,0.00158459,0.00160048,0.0062511,0.00661945,0.0077418
4731,0.00279018,0.00186178,0.00117148,0.00559741,0.00426011,0.00736906
4732,0.00250233,0.00265278,0.00354295,0.0111351,0.00979481,0.0104476
4733,0.00406628,0.00416963,0.00365913,0.0124928,0.0115716,0.00670107
4734,0.00117534,0.00112101,0.00112278,0.00419125,0.00420559,0.00418659
4735,0.0010823,0.00266715,0.00114847,0.00425415,0.0041683,0.0041793
4736,0.00308964,0.00116682,0.00112569,0.00553407,0.00416967,0.00430675
4737,0.00111653,0.00110263,0.00280676,0.00419271,0.00426135,0.00427749
4738,0.00105851,0.00110096,0.00275241,0.00421678,0.00467681,0.00576316
4739,0.00118936,0.00285859,0.00165426,0.00458041,0.00560461,0.00485811
4740,0.00154589,0.00278997,0.00143478,0.00479004,0.00458654,0.0047924
4741,0.00124789,0.00104786,0.00112896,0.0044623,0.00457534,0.0057369
4742,0.00328587,0.00336292,0.00323902,0.00898564,0.00746031,0.00523371
4743,0.00198397,0.00194109,0.00244665,0.00781156,0.00780397,0.00729106
4744,0.00314572,0.00281156,0.00213925,0.00672646,0.006214,0.00566812
4745,0.00154122,0.00142351,0.00116732,0.00555447,0.00939444,0.00722297
4746,0.00212625,0.00225572,0.00207894,0.00668326,0.00638731,0.00608668
4747,0.00171203,0.00136429,0.00299882,0.00613702,0.00584714,0.00542908
4748,0.00152817,0.00128926,0.00286444,0.00564565,0.00538171,0.00503902
4749,0.00135495,0.00126133,0.00106492,0.00558073,0.00818347,0.00801724
4750,0.00172654,0.00193145,0.00165345,0.00660449,0.00887068,0.00894163
4751,0.00207936,0.00177006,0.00204929,0.00604121,0.00563063,0.00534089
4752,0.00160717,0.00116709,0.00120511,0.00556695,0.0101629,0.00827576
4753,0.00333646,0.00360753,0.00318103,0.00711836,0.00472589,0.00420741
4754,0.00107998,0.00104817,0.00106485,0.00412984,0.00414806,0.00415133
4755,0.00106383,0.00103694,0.00111538,0.00415504,0.00411891,0.00417113
4756,0.00105619,0.00103435,0.00106501,0.00410337,0.00414046,0.00415794
4757,0.00105702,0.00103547,0.00108517,0.00432945,0.00415066,0.00437926
4758,0.00107122,0.00104904,0.00106405,0.0041651,0.00417819,0.00417193
4759,0.00106507,0.00104798,0.00105452,0.00409973,0.00411461,0.00415192
4760,0.00103978,0.00104611,0.00105294,0.00410749,0.00415296,0.00412174
4761,0.00105051,0.00102316,0.00106137,0.00412813,0.00412564,0.0041613
4762,0.00107247,0.00104458,0.00105294,0.00411861,0.0042199,0.00416156
4763,0.00107373,0.00104386,0.00105926,0.00418728,0.00430319,0.00425579
4764,0.00105014,0.0010722,0.00105657,0.00421827,0.00422461,0.0042476
4765,0.00104342,0.00104243,0.00105688,0.00417298,0.00428513,0.00423604
4766,0.00106678,0.00104029,0.00108121,0.00454554,0.00455784,0.00729886
4767,0.00142985,0.00111196,0.00124257,0.0059165,0.00499808,0.00426945
4768,0.00106657,0.00116467,0.00152831,0.00554997,0.00433289,0.00566425
4769,0.00110319,0.0027033,0.00116038,0.00580284,0.00750445,0.00501579
4770,0.00114794,0.00105737,0.00106771,0.00414787,0.00413365,0.00425675
4771,0.00108874,0.00151283,0.0014751,0.0044962,0.0044392,0.0098552
4772,0.00365307,0.00341503,0.00341678,0.00684769,0.00819024,0.0102733
4773,0.00386308,0.00353293,0.00338821,0.00681728,0.00591314,0.00433862
4774,0.0011323,0.00105633,0.00106005,0.00426404,0.00417012,0.00416118
4775,0.00107189,0.00110471,0.00111703,0.00430519,0.00450807,0.00422115
4776,0.00121067,0.00242047,0.00235457,0.00596879,0.00431059,0.00442533
4777,0.00255919,0.00114207,0.00105254,0.00769088,0.00834861,0.00714931
4778,0.00236032,0.00239619,0.00117918,0.00536047,0.00631932,0.00436948
4779,0.0011487,0.00105061,0.00111075,0.00426489,0.00419578,0.00423301
4780,0.0010435,0.00120947,0.00109656,0.00419016,0.00413644,0.00421277
4781,0.00104455,0.00115738,0.00111106,0.00424141,0.00419648,0.00420268
4782,0.00108006,0.00106039,0.00111543,0.00419046,0.0041829,0.00417937
4783,0.00106385,0.00105049,0.00105923,0.00419359,0.00425207,0.0042284
4784,0.00107197,0.00101072,0.00105276,0.00424261,0.00425115,0.00422916
4785,0.00107126,0.00103709,0.00106311,0.00423045,0.00427057,0.00424356
4786,0.00107976,0.00103384,0.00107357,0.00416787,0.00423456,0.00425075
4787,0.00109192,0.00104456,0.00105934,0.00552321,0.00619113,0.00424355
4788,0.00106433,0.00111988,0.00109469,0.00540769,0.00489826,0.00418961
4789,0.00132692,0.00266289,0.00109404,0.00428275,0.00426197,0.00418894
4790,0.0010615,0.00105087,0.00106136,0.00418719,0.00423288,0.00421244
4791,0.00106467,0.00253888,0.00104042,0.00743936,0.00420743,0.004173
4792,0.00106424,0.00102738,0.00105555,0.00425715,0.00421028,0.00420898
4793,0.00108838,0.00104048,0.00107971,0.00422842,0.00420878,0.00421615
4794,0.00107561,0.00275908,0.00111533,0.00428236,0.0041694,0.00419399
4795,0.00106833,0.00275307,0.00106346,0.00428649,0.00417128,0.00416418
4796,0.00105368,0.00110279,0.00106318,0.00411989,0.00412759,0.00414746
4797,0.00107264,0.00105775,0.00105871,0.00438019,0.00413209,0.00413946
4798,0.00105633,0.00105107,0.00105912,0.0042441,0.00412204,0.00415822
4799,0.00108102,0.00104563,0.00107062,0.00413709,0.00413672,0.00416171
4800,0.00102566,0.00113676,0.0010291,0.00415198,0.00411902,0.00411305
4801,0.00107142,0.00104288,0.00105793,0.00427626,0.0041354,0.00415942
4802,0.00105949,0.00101542,0.00115214,0.0041783,0.00413014,0.00416669
4803,0.00106847,0.00109234,0.00105478,0.00413125,0.00414981,0.00412657
4804,0.00107255,0.00103812,0.00105869,0.0041285,0.00413614,0.0041414
4805,0.00105936,0.00104233,0.00105031,0.00431306,0.00417702,0.00416859
4806,0.00105505,0.00109339,0.00106452,0.00416525,0.0041391,0.00416316
4807,0.00102594,0.001026,0.00106496,0.00410067,0.00413926,0.00417984
4808,0.00107851,0.00103367,0.00106219,0.00746745,0.00721575,0.0070071
4809,0.00293709,0.00282729,0.00295036,0.00911858,0.00907829,0.00840042
4810,0.00296192,0.00258437,0.00260727,0.00698258,0.00699172,0.00694904
4811,0.00283794,0.00259802,0.00283479,0.00799634,0.00765494,0.00929581
4812,0.00148681,0.00321708,0.00133441,0.00671548,0.00749189,0.00805785
4813,0.00204205,0.00202994,0.00367501,0.0106829,0.0112515,0.00824612
4814,0.00141478,0.00122083,0.00112101,0.00421999,0.00416958,0.00477303
4815,0.0012206,0.00113234,0.00113447,0.00421253,0.00418903,0.00416879
4816,0.00103829,0.00109253,0.00132328,0.00460947,0.00450175,0.00447294
4817,0.00117847,0.00144319,0.00117682,0.00441987,0.00443844,0.00455428
4818,0.00148811,0.00123599,0.00141355,0.00445328,0.00437544,0.00441015
4819,0.0012431,0.00129622,0.0011046,0.00433371,0.00437491,0.00462656
4820,0.00139435,0.001196,0.00130942,0.00456371,0.00447385,0.00460495
4821,0.0012916,0.00127457,0.00112615,0.00431837,0.00437212,0.00457619
4822,0.00129429,0.0011191,0.0011841,0.00450906,0.00457748,0.00448819
4823,0.00122587,0.00165809,0.00118301,0.00453698,0.00440434,0.00466386
4824,0.00128613,0.00109949,0.00126694,0.00459001,0.0044669,0.00471719
4825,0.00128811,0.00124047,0.00110871,0.00449533,0.00453027,0.00465523
4826,0.00138897,0.00121519,0.00131359,0.00444147,0.00445036,0.0044866
4827,0.00126903,0.00137599,0.00111606,0.00445525,0.00447787,0.00696618
4828,0.00149975,0.00139281,0.00171075,0.00493445,0.00459493,0.00453369
4829,0.00110312,0.001236,0.00109636,0.00436931,0.0042573,0.00694449
4830,0.00161284,0.00157933,0.00146279,0.00897993,0.00939615,0.00893542
4831,0.00211215,0.00216937,0.00232843,0.00862504,0.00654063,0.00430419
4832,0.0011509,0.0012268,0.00112569,0.00418983,0.00416047,0.00426348
4833,0.00105943,0.00108679,0.00115563,0.00428068,0.00423053,0.00414969
4834,0.001061,0.00103744,0.00135333,0.00430863,0.00445916,0.00426442
4835,0.00109272,0.00111655,0.00124231,0.00434628,0.00444625,0.0045173
4836,0.00134113,0.00115822,0.00114299,0.00466866,0.00605474,0.00419046
4837,0.00107903,0.0010559,0.00106499,0.00444664,0.00421073,0.00417812
4838,0.00107545,0.00104992,0.00108899,0.00449318,0.00425985,0.00420547
4839,0.00108379,0.00103804,0.00107801,0.00453798,0.00419167,0.00424696
4840,0.001092,0.00108487,0.00109006,0.00422875,0.00424333,0.00413587
4841,0.00105481,0.00113531,0.001065,0.00442183,0.00423849,0.00412423
4842,0.00105788,0.00107139,0.00119486,0.00424172,0.00420842,0.00423237
4843,0.00110478,0.00119809,0.00106022,0.00445467,0.00426902,0.00418818
4844,0.00108443,0.00117437,0.00106692,0.00454077,0.00420334,0.00419291
4845,0.00105007,0.00103593,0.0010747,0.0047605,0.00421316,0.00422043
4846,0.00106524,0.00105834,0.00109595,0.00415175,0.00416456,0.00416668
4847,0.00106238,0.00103769,0.00105798,0.00461442,0.0041858,0.00425356
4848,0.0011205,0.00104722,0.00105884,0.00419494,0.00419276,0.00429247
4849,0.00107633,0.00108388,0.00106664,0.00414022,0.00416767,0.0042236
4850,0.00103834,0.00103499,0.00106806,0.00411659,0.0041705,0.00415198
4851,0.00109007,0.00103538,0.00117216,0.00413125,0.00412826,0.00419044
4852,0.00104082,0.0010372,0.00105739,0.00440362,0.00416722,0.00415998
4853,0.00108092,0.00105534,0.00105736,0.00412458,0.00413114,0.00417058
4854,0.00104887,0.00104859,0.00106015,0.00434943,0.00414783,0.00417348
4855,0.00107176,0.00105167,0.00105992,0.00432768,0.00427581,0.00416693
4856,0.00106628,0.00104082,0.0010551,0.00423913,0.00414103,0.00414539
4857,0.00106603,0.00107145,0.00104864,0.0043129,0.00429966,0.00427554
4858,0.001078,0.00104467,0.00116855,0.00416245,0.00413104,0.00420653
4859,0.00108394,0.00104223,0.00106998,0.00415227,0.00413471,0.004158
4860,0.00106796,0.00106124,0.00112408,0.00415053,0.00414394,0.00420289
4861,0.00103009,0.00105159,0.00106539,0.00421074,0.00413427,0.00420403
4862,0.00105697,0.00103761,0.00106334,0.00433122,0.0041756,0.00418215
4863,0.00105709,0.00104152,0.00106409,0.00413756,0.00413133,0.00416491
4864,0.00106083,0.00122019,0.00109174,0.00416343,0.0041734,0.00454596
4865,0.00110045,0.00104567,0.00105858,0.00411369,0.00416015,0.00415135
4866,0.00107164,0.00105438,0.00105186,0.00411989,0.00429542,0.00414351
4867,0.00112292,0.00304122,0.00137862,0.00563331,0.00625319,0.00583503
4868,0.00253902,0.00123545,0.00139775,0.00503827,0.00489506,0.00477678
4869,0.00152459,0.00124614,0.00128624,0.0053617,0.00510014,0.00485404
4870,0.00155044,0.00124378,0.0013064,0.00462687,0.00453516,0.004375
4871,0.00106635,0.00114064,0.00108299,0.00426634,0.004325,0.00430637
4872,0.00107391,0.00127833,0.00110476,0.00431034,0.00430235,0.00438521
4873,0.00112655,0.00104595,0.0010933,0.00541428,0.00784708,0.0104643
4874,0.00270015,0.00199573,0.00394913,0.00992951,0.00671878,0.0082813
4875,0.00198086,0.00245003,0.0022132,0.00741986,0.010507,0.0098465
4876,0.00218818,0.00234698,0.00210576,0.00645738,0.00596879,0.00580835
4877,0.00341704,0.00360529,0.0025366,0.00654665,0.0061204,0.00576225
4878,0.00138657,0.00122631,0.00276649,0.00558818,0.00530323,0.0046868
4879,0.00122068,0.00255977,0.00124936,0.00561103,0.0103702,0.00972385
4880,0.00129999,0.00134722,0.00312578,0.00632715,0.00516271,0.00675023
4881,0.00337191,0.00347138,0.00301629,0.00616544,0.00534468,0.00794684
4882,0.00184373,0.00202007,0.00173697,0.00619382,0.0055993,0.00537086
4883,0.00142216,0.00293115,0.00356524,0.0103103,0.0077397,0.00496556
4884,0.00106569,0.00213771,0.00133895,0.00495131,0.00418765,0.00419525
4885,0.00140097,0.00216856,0.0011218,0.00464812,0.00415534,0.00418455
4886,0.00112729,0.00107014,0.00122213,0.00423141,0.00415748,0.00444184
4887,0.00110797,0.00111364,0.00107039,0.00428013,0.00417358,0.00415855
4888,0.00109423,0.00111063,0.00110387,0.0042406,0.00417065,0.00420422
4889,0.00109268,0.00108117,0.00108045,0.00421373,0.00419441,0.00417882
4890,0.0010861,0.0011028,0.00108389,0.0042031,0.00417597,0.00416758
4891,0.00106556,0.00113494,0.00112303,0.00422151,0.00420759,0.00418608
4892,0.00108136,0.00290839,0.0018,0.00422217,0.00413159,0.00423497
4893,0.00109118,0.00111396,0.0010728,0.00453319,0.0041724,0.00461672
4894,0.00113151,0.00108768,0.00106819,0.00417021,0.00415505,0.00424953
4895,0.00113423,0.00109852,0.00106429,0.00415921,0.00416485,0.00424233
4896,0.0011275,0.00116975,0.00105858,0.00428288,0.00417064,0.00417516
4897,0.00106886,0.00103942,0.00106137,0.00436077,0.00418536,0.00415238
4898,0.00106301,0.00103734,0.00105976,0.0041173,0.00413435,0.00414869
4899,0.00102991,0.00103466,0.00107032,0.00411742,0.00411509,0.00415518
4900,0.0010569,0.00103915,0.00106113,0.00436181,0.00417599,0.00418939
4901,0.00103033,0.00104597,0.00106016,0.00412972,0.00413651,0.00416042
4902,0.00105447,0.00104083,0.00106055,0.00411549,0.00411719,0.0041584
4903,0.00105853,0.00104108,0.00259767,0.00419698,0.00413656,0.00711812
4904,0.00109252,0.00104741,0.00106364,0.00412244,0.00412064,0.0041453
4905,0.00106569,0.00141588,0.0021498,0.00562605,0.00414509,0.00413289
4906,0.00106985,0.00256215,0.0010551,0.00544827,0.00414548,0.00545613
4907,0.00109486,0.00104868,0.00251668,0.00420312,0.0041673,0.00539821
4908,0.00108332,0.00164528,0.00129615,0.00448808,0.00443683,0.00434844
4909,0.00134791,0.00121602,0.00125316,0.00629602,0.00626361,0.00511274
4910,0.00108816,0.00104669,0.00103532,0.00413627,0.00413871,0.00417525
4911,0.00106491,0.00104583,0.00105921,0.00414168,0.00413337,0.00411703
4912,0.00105356,0.00114625,0.00102804,0.00412158,0.00411358,0.00432179
4913,0.00106937,0.00104046,0.00106534,0.0040981,0.00434089,0.00453841
4914,0.00129397,0.00275588,0.00137074,0.00553125,0.00474742,0.00457889
4915,0.00274924,0.00136066,0.0029472,0.00887312,0.00683129,0.00682634
4916,0.00168078,0.00196836,0.00180494,0.00627187,0.0057397,0.00567415
4917,0.00144279,0.00299853,0.00209293,0.00614738,0.00588123,0.00530603
4918,0.00157246,0.0012737,0.00150049,0.00452341,0.00448187,0.00559616
4919,0.00162046,0.00141384,0.00128388,0.0045693,0.00451334,0.00576532
4920,0.00363945,0.00364234,0.00347639,0.00817049,0.00821704,0.0078786
4921,0.0023935,0.00183617,0.00188802,0.005767,0.00550175,0.00519167
4922,0.00167565,0.00127563,0.00121099,0.0045584,0.00457075,0.00447613
4923,0.00110599,0.00112596,0.0012329,0.00575992,0.00465786,0.00475319
4924,0.00121715,0.00109585,0.00145506,0.00593578,0.00786564,0.00856183
4925,0.00344637,0.00353825,0.00376915,0.00858849,0.00724253,0.00739437
4926,0.00143015,0.00138877,0.00113438,0.00570758,0.00696162,0.00646505
4927,0.00157547,0.00137018,0.00148488,0.006616,0.00673711,0.00863299
4928,0.00224108,0.00245279,0.00234076,0.00736321,0.00834334,0.00846642
4929,0.00246643,0.00194731,0.00196937,0.00592925,0.00564304,0.00556549
4930,0.00157988,0.00117605,0.00119506,0.00455032,0.00434703,0.00443293
4931,0.00113354,0.0012237,0.0010942,0.00436255,0.00439751,0.0046751
4932,0.00132411,0.00107971,0.00111328,0.00443867,0.00543689,0.00892979
4933,0.00362413,0.00320817,0.00253406,0.00873981,0.00806953,0.00787252
4934,0.00213974,0.00216155,0.00186044,0.00564801,0.00712795,0.00591984
4935,0.00163925,0.00132949,0.00177529,0.00689328,0.00736141,0.00816405
4936,0.00212545,0.00152747,0.00130323,0.00421928,0.00428466,0.00429758
4937,0.00108202,0.00108426,0.00106,0.00419485,0.00427899,0.00427272
4938,0.00107523,0.00103825,0.0010629,0.00416603,0.00416407,0.00425612
4939,0.00108537,0.00108236,0.00107119,0.00418855,0.00413661,0.00425349
4940,0.00107229,0.00108905,0.00107648,0.0041496,0.00417029,0.00425748
4941,0.00111349,0.00111054,0.00107588,0.00416558,0.00420846,0.00423359
4942,0.00111721,0.00104953,0.0010618,0.00424491,0.00417299,0.00416966
4943,0.00114218,0.00107537,0.00105908,0.0042337,0.00415804,0.00417045
4944,0.00105368,0.0010477,0.00107929,0.00440987,0.00429916,0.00418248
4945,0.00107364,0.00103835,0.00107847,0.00421642,0.00413708,0.00416009
4946,0.00106119,0.00102855,0.00111063,0.00412473,0.00410988,0.00412807
4947,0.00103056,0.00103416,0.00105903,0.00441418,0.00423198,0.00415469
4948,0.0010493,0.00104151,0.00105729,0.00411976,0.00414898,0.00417054
4949,0.00105044,0.00105138,0.00103017,0.00409333,0.00414596,0.00411368
4950,0.00102915,0.00104684,0.00105192,0.00411992,0.00449257,0.0041973
4951,0.00105866,0.00105174,0.0010558,0.00414251,0.0041421,0.00414297
4952,0.00107178,0.00103851,0.00105592,0.00410624,0.00414577,0.00415277
4953,0.00107597,0.00239433,0.00105214,0.00412957,0.00463349,0.00419412
4954,0.00106055,0.0010421,0.00106469,0.00436276,0.00413544,0.00417559
4955,0.00106583,0.00103516,0.00105734,0.00413131,0.00410564,0.00412028
4956,0.00103225,0.00103459,0.00105022,0.00410822,0.00412563,0.00415683
4957,0.00105647,0.00103789,0.00104058,0.00413223,0.00410829,0.00413838
4958,0.0010365,0.00103631,0.0010618,0.00412003,0.00414304,0.00416557
4959,0.00106178,0.00104488,0.00106591,0.00410837,0.00413491,0.00415966
4960,0.00105683,0.00103923,0.00105533,0.00440825,0.00418435,0.00412645
4961,0.00106563,0.00109706,0.00105965,0.00412408,0.00411629,0.00433184
4962,0.00295691,0.00117362,0.00117185,0.00563827,0.00537858,0.00547056
4963,0.00261124,0.00135181,0.00285952,0.00574012,0.00415771,0.00546091
4964,0.00108165,0.00251874,0.00109761,0.00542919,0.00415408,0.004125
4965,0.0010588,0.00268115,0.00110668,0.00438635,0.00549105,0.00416249
4966,0.00103521,0.00104999,0.00254169,0.00411,0.00421451,0.00427214
4967,0.00107704,0.00280266,0.00110615,0.00541451,0.00431722,0.00746485
4968,0.0011379,0.00257816,0.00112863,0.00709398,0.00420511,0.00423503
4969,0.00109225,0.00105479,0.00246086,0.00735885,0.00422811,0.0043207
4970,0.00113326,0.00108532,0.00107053,0.00419038,0.00417903,0.00413682
4971,0.00104705,0.00105499,0.00105999,0.00417063,0.00423445,0.00422648
4972,0.0010622,0.00104664,0.00105869,0.00415484,0.00418351,0.00427917
4973,0.00134407,0.00106119,0.00106853,0.00428423,0.00751863,0.00434948
4974,0.00108246,0.00260935,0.00106996,0.00552359,0.00428228,0.00425308
4975,0.00107052,0.00279902,0.0011328,0.00426392,0.00425792,0.00420304
4976,0.00107054,0.00259959,0.00112475,0.00423141,0.00416976,0.0041758
4977,0.00116809,0.00105848,0.00103764,0.00414643,0.00422557,0.00425006
4978,0.0010691,0.0010424,0.00105756,0.00425365,0.00724725,0.00435851
4979,0.0028198,0.00265526,0.0028988,0.00736677,0.00471187,0.00430196
4980,0.00122049,0.00110505,0.00123535,0.00421469,0.0043958,0.00427723
4981,0.0011326,0.00107076,0.00115391,0.00427913,0.00427717,0.00425982
4982,0.00109216,0.00105382,0.00122351,0.004342,0.00474043,0.00469714
4983,0.00108953,0.00105118,0.00105332,0.00419922,0.00430178,0.00423824
4984,0.00108334,0.00104694,0.00107808,0.00726532,0.00429108,0.00708229
4985,0.00110793,0.00245171,0.00116202,0.006664,0.00503669,0.00639666
4986,0.00110921,0.00105167,0.00261308,0.00424663,0.00427199,0.00423242
4987,0.00108513,0.00109228,0.00271467,0.00416565,0.00423593,0.00424341
4988,0.00107049,0.0025671,0.00116189,0.00660359,0.00429286,0.00417149
4989,0.00107721,0.00115518,0.00107325,0.00425345,0.00415165,0.00550622
4990,0.00277671,0.00264739,0.00274131,0.0054258,0.00433213,0.00427746
4991,0.00109152,0.00108757,0.00106674,0.00419238,0.00417936,0.00426032
4992,0.00109684,0.00109188,0.00107109,0.00416467,0.00414772,0.00453329
4993,0.00114509,0.00255706,0.00126008,0.0071561,0.00475715,0.00463379
4994,0.00136255,0.00107322,0.00274627,0.00915303,0.00670413,0.0105027
4995,0.00382637,0.00320377,0.00402834,0.0116666,0.00840569,0.00718186
4996,0.00124229,0.00118638,0.00113691,0.00422943,0.00427682,0.00417181
4997,0.0010443,0.00104254,0.00107404,0.00418243,0.0041465,0.00413809
4998,0.00116109,0.00102284,0.00106949,0.00413575,0.004127,0.00415727
4999,0.00106576,0.00103596,0.00105087,0.00426143,0.00411395,0.00416732
5000,0.00108111,0.00108405,0.00121345,0.00415527,0.00414359,0.00417398
5001,0.00110758,0.00104119,0.00105471,0.00432022,0.00414255,0.00416069
5002,0.00106036,0.00110932,0.00105333,0.00440114,0.00641268,0.00445893
5003,0.00118879,0.00134254,0.00112145,0.00520098,0.00548022,0.00527731
5004,0.00108329,0.00104608,0.00106459,0.00410961,0.00408915,0.00416377
5005,0.00109617,0.0010486,0.00105606,0.00428227,0.00408774,0.00458835
5006,0.00108641,0.0010424,0.00106474,0.00412444,0.00413846,0.00449174
5007,0.00108616,0.00104592,0.00114811,0.00411577,0.00411512,0.00417305
5008,0.00106382,0.00103908,0.00106598,0.00411791,0.00415971,0.0041447
5009,0.00106108,0.00103738,0.00108158,0.00412197,0.00412213,0.00415385
5010,0.00104428,0.0010404,0.00106494,0.00411362,0.0041447,0.0041742
5011,0.00105929,0.00106019,0.00106488,0.00437155,0.00412482,0.0041258
5012,0.0010731,0.00105865,0.00106763,0.00413164,0.00413881,0.00416296
5013,0.0010385,0.00105042,0.00106012,0.00412095,0.00410275,0.00414433
5014,0.00106624,0.00105265,0.00106712,0.00410948,0.00411386,0.00415343
5015,0.00106784,0.00104872,0.00105809,0.00409966,0.00411409,0.00418592
5016,0.00106992,0.00105038,0.00107046,0.00528286,0.00435777,0.00744368
5017,0.00113398,0.00249814,0.00114,0.00536902,0.00430625,0.00424849
5018,0.00275083,0.00110146,0.00135249,0.00527932,0.00555175,0.00694089
5019,0.00159402,0.00124674,0.00130469,0.00738266,0.00796241,0.00893524
5020,0.00281915,0.00271288,0.00189956,0.0125225,0.0119762,0.00960604
5021,0.00328043,0.00156684,0.00206458,0.00904545,0.0109213,0.00811064
5022,0.00385487,0.00315038,0.00455956,0.00850768,0.00610354,0.00421712
5023,0.00108629,0.00134467,0.00111069,0.00469921,0.00420341,0.00415534
5024,0.00107989,0.00104899,0.00114855,0.00434567,0.00427123,0.00421594
5025,0.00109492,0.00101762,0.00105514,0.00472468,0.00422175,0.00422593
5026,0.00106592,0.00105757,0.00105591,0.00428859,0.00425021,0.00425442
5027,0.00108739,0.0010818,0.00106022,0.00443704,0.00431829,0.004275
5028,0.00106045,0.0010511,0.00107679,0.00415655,0.00427556,0.00422796
5029,0.00108045,0.00110198,0.00104569,0.00421233,0.00451897,0.00423362
5030,0.00109373,0.00105643,0.00106844,0.00419471,0.00423223,0.00429994
5031,0.00109785,0.00108607,0.00107057,0.00417768,0.00417006,0.00433291
5032,0.00115528,0.00104389,0.00105285,0.00417809,0.00418156,0.00433986
5033,0.00110141,0.00108917,0.0011644,0.00420509,0.00421284,0.00426307
5034,0.00112269,0.00108775,0.00116406,0.00418713,0.00415765,0.00650928
5035,0.00113361,0.00104587,0.00105585,0.00417934,0.00430418,0.00513069
5036,0.00127154,0.00112028,0.00126679,0.00445893,0.0043838,0.0046543
5037,0.00122107,0.00123722,0.00109146,0.0043661,0.00850656,0.00896056
5038,0.00229678,0.00236605,0.00185382,0.00612664,0.00556044,0.0054457
5039,0.001376,0.00146622,0.0011713,0.00448159,0.00446995,0.00458387
5040,0.00118997,0.00107795,0.00115791,0.00447999,0.00449757,0.00448256
5041,0.00112601,0.00124385,0.00125904,0.00447821,0.00443101,0.00736773
5042,0.00141759,0.00144042,0.00115669,0.00567188,0.00918789,0.00808479
5043,0.00306875,0.0028591,0.00267513,0.00865366,0.00812332,0.00917208
5044,0.00225759,0.00217579,0.00223222,0.00901096,0.00750229,0.00765121
5045,0.00188918,0.00170313,0.00145132,0.0054118,0.00430183,0.00418433
5046,0.00109157,0.00126964,0.00137047,0.00620413,0.00608208,0.00643517
5047,0.00132109,0.0016259,0.0014381,0.00626302,0.00447696,0.00638945
5048,0.00151753,0.00125756,0.00111965,0.00415878,0.00414537,0.00417126
5049,0.00106781,0.00109707,0.00107452,0.00443334,0.00418357,0.00415233
5050,0.00105304,0.00109253,0.00108124,0.00413771,0.00411966,0.00413924
5051,0.0010598,0.00115758,0.00106239,0.00411161,0.00411788,0.00415827
5052,0.0010531,0.00118581,0.0010608,0.00421986,0.00461487,0.00418451
5053,0.00139559,0.00258457,0.0026216,0.00503169,0.00451609,0.0045192
5054,0.00134789,0.0012018,0.0013551,0.00443864,0.00442583,0.00443126
5055,0.0011874,0.00132946,0.00129857,0.00743779,0.00462571,0.00477615
5056,0.00132957,0.00113068,0.00105954,0.00445465,0.00457402,0.004735
5057,0.00159898,0.00143865,0.00137333,0.00699061,0.004481,0.00746152
5058,0.00316357,0.00311457,0.00270873,0.00682862,0.00451877,0.0041947
5059,0.00285527,0.0024689,0.00249937,0.00651437,0.00577786,0.00669142
5060,0.00124941,0.0010652,0.00105401,0.00411859,0.00448797,0.00416351
5061,0.00106723,0.00105478,0.00106526,0.00417018,0.00530474,0.00640219
5062,0.00109791,0.00103942,0.00104628,0.00416149,0.00433936,0.00418885
5063,0.0010754,0.00103929,0.00105914,0.00419175,0.00413326,0.00414268
5064,0.00105627,0.00103158,0.00105806,0.00411282,0.00430962,0.00414456
5065,0.0010571,0.00110568,0.00112616,0.00415141,0.00441845,0.00416865
5066,0.00105388,0.00104798,0.0010536,0.00411434,0.00604728,0.0061421
5067,0.00127758,0.00122426,0.00126733,0.00621773,0.0068547,0.00692932
5068,0.00167082,0.00163377,0.00153862,0.00666471,0.00865208,0.00482763
5069,0.0010932,0.00278388,0.00109915,0.0054475,0.00429656,0.00418752
5070,0.00106864,0.00193145,0.00107325,0.00521683,0.00428966,0.00422685
5071,0.00106581,0.00272853,0.00110648,0.00765715,0.00815669,0.00771047
5072,0.00144335,0.00124422,0.0011367,0.00414947,0.00446693,0.00468403
5073,0.00110538,0.00108699,0.0010598,0.00416782,0.00445006,0.00732081
5074,0.00265616,0.00256607,0.00268251,0.00747123,0.00704762,0.00625483
5075,0.00275766,0.00165629,0.00108573,0.00422901,0.00435303,0.00623399
5076,0.00140144,0.0012973,0.0014132,0.00487597,0.00462814,0.00453275
5077,0.00150744,0.00123786,0.00116969,0.00437455,0.00448762,0.0044858
5078,0.00110778,0.00111881,0.00127766,0.004294,0.00435108,0.00811273
5079,0.00307519,0.00317867,0.00199919,0.0081031,0.00541579,0.00433083
5080,0.00112971,0.00106493,0.00106861,0.00420621,0.00415981,0.00417429
5081,0.00124569,0.00163846,0.00137826,0.00614825,0.00423303,0.00440726
5082,0.00143985,0.00122752,0.00109014,0.0041615,0.00417421,0.0042056
5083,0.00113202,0.00105295,0.00124948,0.0041942,0.00414572,0.00749731
