idx,AES128-SHA256,AES128-GCM-SHA256,AES256-GCM-SHA384,ECDHE-RSA-AES128-SHA256,ECDHE-RSA-AES128-GCM-SHA256,ECDHE-RSA-AES256-GCM-SHA384
2253,0.00367469,0.00315872,0.00356391,0.007512,0.00849061,0.0101659
2254,0.0027241,0.0035303,0.00331203,0.00724296,0.00712883,0.00705306
2255,0.00255309,0.00265961,0.00137408,0.00470231,0.00684871,0.0085954
2256,0.00354016,0.0030805,0.00343182,0.0102647,0.00870528,0.00910477
2257,0.00313263,0.00310229,0.00298651,0.00914425,0.00930056,0.00910549
2258,0.00216973,0.00211224,0.00202547,0.0084519,0.00806777,0.00814502
2259,0.00208265,0.00198229,0.00176177,0.00582076,0.00538972,0.00546356
2260,0.00136679,0.0014056,0.00128195,0.00431497,0.00432265,0.00528156
2261,0.00139627,0.0028619,0.00336885,0.00936048,0.0079638,0.00739788
2262,0.00187368,0.00179531,0.00144743,0.00484369,0.00636078,0.00663012
2263,0.00172179,0.00195741,0.00150118,0.00504621,0.00487936,0.00488216
2264,0.00142709,0.00128197,0.0011016,0.00497604,0.00501122,0.00772203
2265,0.00114723,0.00108351,0.00107339,0.00418606,0.00435037,0.00661286
2266,0.00138036,0.00111027,0.00124233,0.00451192,0.00475985,0.00762088
2267,0.0011087,0.00259615,0.00319079,0.00717356,0.00536795,0.00811455
2268,0.00253107,0.00316024,0.00235891,0.0100031,0.00890678,0.00575946
2269,0.00110372,0.00109512,0.00107312,0.00418825,0.00422192,0.00426087
2270,0.00108172,0.0010522,0.0010677,0.00417007,0.00422246,0.00424301
2271,0.00108575,0.0010545,0.00106984,0.00440854,0.00535687,0.00456949
2272,0.00134743,0.00117293,0.00116877,0.00454741,0.00538937,0.00632483
2273,0.00179208,0.00154093,0.00154463,0.00637869,0.00423668,0.00429551
2274,0.00111524,0.00107392,0.00107196,0.00425052,0.00417294,0.00439777
2275,0.00112085,0.00103342,0.00106603,0.00427918,0.00417883,0.00421456
2276,0.00115117,0.00105542,0.00106534,0.00422076,0.00419098,0.00419572
2277,0.00137293,0.0010576,0.00111848,0.00417807,0.00418471,0.00427133
2278,0.00111692,0.00104821,0.00278371,0.0042118,0.00418936,0.00555581
2279,0.00112742,0.00266986,0.00112391,0.00560139,0.00426665,0.00425051
2280,0.00110514,0.00104103,0.00111089,0.0041581,0.00420671,0.00425403
2281,0.0010805,0.00103933,0.00106234,0.00556541,0.00425818,0.00420731
2282,0.00109258,0.00108461,0.00280465,0.00556797,0.00424973,0.00426229
2283,0.00107729,0.00110687,0.00112751,0.00426023,0.00425426,0.00425839
2284,0.00109322,0.00135448,0.00104221,0.0043203,0.00477492,0.00458884
2285,0.00115244,0.00108126,0.00263307,0.00458444,0.00447237,0.00454312
2286,0.0016452,0.00115035,0.00116014,0.00447517,0.00454993,0.00453096
2287,0.00116765,0.00130798,0.00118369,0.00430055,0.00433377,0.00455636
2288,0.00275034,0.00123908,0.00144319,0.00448737,0.00437904,0.00442812
2289,0.00123164,0.00123806,0.00288614,0.00773856,0.00637556,0.00600183
2290,0.00148238,0.00131933,0.00138187,0.00445624,0.00440588,0.00439991
2291,0.00136812,0.00116088,0.00117289,0.00445259,0.00448041,0.00468821
2292,0.00110307,0.00115061,0.00131586,0.00444491,0.0044209,0.00442152
2293,0.00118781,0.00132031,0.00110397,0.0044553,0.00450423,0.00454464
2294,0.00132247,0.00121037,0.00135525,0.00442107,0.00444198,0.00446694
2295,0.00118707,0.00132895,0.00112707,0.00440939,0.00456561,0.0045038
2296,0.00133269,0.00110252,0.00126663,0.00449805,0.00451606,0.00441523
2297,0.00118684,0.00133327,0.00118403,0.00432172,0.0044038,0.00452787
2298,0.0013377,0.00110544,0.00108525,0.00444323,0.00447568,0.00454069
2299,0.00109878,0.00116804,0.00131053,0.00444716,0.00441568,0.00442774
2300,0.00118939,0.00133375,0.00111589,0.00448054,0.0044657,0.00447599
2301,0.0012214,0.001085,0.00123806,0.00446489,0.00482855,0.00448009
2302,0.00117946,0.0013395,0.00113151,0.00436344,0.00443247,0.00449706
2303,0.00135809,0.00108231,0.00116395,0.00439084,0.00769925,0.00598386
2304,0.00151706,0.00155851,0.00132604,0.00444755,0.00549654,0.00922813
2305,0.00311081,0.00219312,0.00181969,0.00675634,0.00474258,0.0041113
2306,0.00118222,0.0010755,0.00106062,0.00413373,0.00411658,0.00414659
2307,0.00107357,0.00104319,0.00119008,0.00413115,0.00413434,0.00423909
2308,0.00107581,0.00105692,0.00117392,0.00423421,0.00419406,0.00416287
2309,0.00109951,0.00116499,0.00109391,0.00426373,0.00421641,0.00421774
2310,0.00105769,0.00104587,0.00274932,0.00425993,0.00415809,0.00419969
2311,0.00107476,0.00108591,0.00113204,0.00561478,0.00422212,0.00548211
2312,0.00115927,0.00110141,0.00272334,0.00420968,0.00416432,0.00499319
2313,0.00184088,0.00302847,0.00127075,0.00561516,0.00643598,0.00483879
2314,0.00114925,0.00101596,0.002611,0.0084471,0.00601147,0.00436147
2315,0.00111875,0.00111174,0.00107938,0.00418147,0.00416599,0.00426661
2316,0.00114974,0.0011677,0.00107177,0.00447848,0.00469332,0.00610518
2317,0.00115155,0.0011441,0.00293071,0.00666014,0.00434569,0.00422422
2318,0.00111648,0.00105096,0.00117901,0.00434105,0.00445275,0.00426654
2319,0.00104207,0.00104447,0.00105734,0.00411488,0.00423825,0.00422666
2320,0.00108819,0.00103922,0.00107171,0.00423704,0.00565091,0.00423635
2321,0.00109822,0.0010556,0.00106249,0.00575364,0.00447839,0.00445514
2322,0.00130208,0.00113539,0.00286508,0.00823523,0.00787493,0.00698477
2323,0.00162854,0.00180334,0.00145073,0.00506927,0.0047617,0.00486951
2324,0.00126934,0.00136031,0.00123025,0.00450831,0.00450421,0.0045601
2325,0.00133785,0.00115876,0.00127308,0.00438915,0.00467434,0.00443333
2326,0.00119264,0.00126469,0.00114131,0.00431774,0.00439557,0.00449324
2327,0.00114618,0.00107302,0.00116055,0.00445886,0.00451321,0.00485694
2328,0.001147,0.00166126,0.00247265,0.00441019,0.00459282,0.00466886
2329,0.00112404,0.00119759,0.00117724,0.00430124,0.00449146,0.00447138
2330,0.001425,0.0012363,0.00110133,0.00444997,0.00449956,0.00453229
2331,0.00108472,0.00109022,0.00106968,0.00421417,0.00419277,0.00422687
2332,0.00110343,0.00105077,0.00105721,0.00416071,0.00419768,0.00428117
2333,0.00106496,0.00109339,0.00108721,0.00419663,0.00426228,0.00430314
2334,0.00109768,0.00109071,0.00107598,0.00416827,0.00417668,0.00426601
2335,0.00108816,0.00104725,0.00105401,0.00417372,0.0041385,0.00425834
2336,0.00111026,0.00104676,0.00111462,0.00419363,0.00429521,0.00428441
2337,0.00110987,0.00108456,0.00108022,0.00417688,0.00415459,0.0042439
2338,0.00108446,0.00111568,0.00107848,0.00420785,0.00413151,0.00426923
2339,0.00107993,0.00110319,0.00107859,0.00417376,0.00415644,0.00422612
2340,0.00110457,0.00105879,0.00106583,0.00417915,0.00422698,0.00424463
2341,0.00109911,0.00109348,0.00106053,0.00416645,0.00432789,0.00423794
2342,0.00105682,0.00104537,0.00105636,0.00412694,0.00412894,0.00421374
2343,0.00107765,0.00104038,0.00106491,0.0041784,0.00414823,0.00416681
2344,0.00103144,0.00103468,0.00106576,0.00414943,0.00414,0.00416073
2345,0.00106634,0.00103437,0.00106248,0.00411427,0.00410936,0.00413664
2346,0.00105641,0.00104316,0.00106475,0.00415047,0.0041399,0.0041305
2347,0.00105677,0.0010384,0.00105685,0.00411116,0.00414598,0.00416969
2348,0.00104521,0.0010379,0.00105486,0.00413418,0.00412529,0.00416787
2349,0.00106662,0.00103297,0.00105865,0.00412974,0.00412446,0.00415329
2350,0.00104617,0.00103584,0.00107204,0.00414344,0.00412991,0.00413568
2351,0.00103176,0.00105171,0.00258121,0.00504293,0.00451938,0.00459011
2352,0.00126716,0.00106612,0.00120508,0.00453283,0.00439046,0.004417
2353,0.0010938,0.00122292,0.0011674,0.00425333,0.00422262,0.00429903
2354,0.00115361,0.00122079,0.00108944,0.00429381,0.00430616,0.00449325
2355,0.00146001,0.0010952,0.00115528,0.00480009,0.00443805,0.00435579
2356,0.00110705,0.00118354,0.00117389,0.00442051,0.00439929,0.00434951
2357,0.00122422,0.00114058,0.00109357,0.00430089,0.00442997,0.00444872
2358,0.00115491,0.00106027,0.00106687,0.00434634,0.00446486,0.00446816
2359,0.00108474,0.00111961,0.00122445,0.00430346,0.00594133,0.00638634
2360,0.00249448,0.00248087,0.00157046,0.00610517,0.00632569,0.00637831
2361,0.00184141,0.00167027,0.00170653,0.0073752,0.0056196,0.00552949
2362,0.00137603,0.00124107,0.0011487,0.00728652,0.00510263,0.00696002
2363,0.00164381,0.00204523,0.00182197,0.00576975,0.0051102,0.005156
2364,0.00160291,0.00116063,0.00124983,0.00453857,0.00458443,0.0044925
2365,0.00126287,0.00122902,0.00116868,0.00432856,0.0045231,0.00461779
2366,0.0013036,0.00108322,0.00114182,0.00444578,0.00464475,0.00451478
2367,0.00110471,0.00138541,0.00118206,0.00424189,0.00437884,0.00456973
2368,0.00135362,0.00109148,0.00118739,0.00439079,0.00457807,0.00459863
2369,0.00111862,0.00114028,0.00130577,0.00435867,0.00436377,0.00453998
2370,0.00126012,0.00123665,0.00110007,0.00430673,0.00426026,0.00428851
2371,0.00110139,0.00105062,0.00106938,0.00418003,0.00415999,0.00431662
2372,0.00109194,0.00110345,0.00109136,0.00418883,0.00417344,0.0042656
2373,0.00107509,0.00109841,0.00115237,0.00425272,0.00415489,0.00415266
2374,0.00112751,0.00108875,0.00109181,0.00426834,0.00419172,0.004216
2375,0.00107666,0.00104989,0.00111284,0.00423432,0.00422235,0.00417165
2376,0.00108391,0.00104703,0.00105681,0.00419104,0.00424341,0.00421672
2377,0.00106737,0.00105296,0.00106914,0.00430312,0.00425719,0.0042546
2378,0.00107774,0.00104516,0.00107224,0.00436542,0.00432494,0.0042999
2379,0.00104518,0.00105611,0.00106557,0.0041381,0.00423657,0.00425773
2380,0.00110598,0.00106578,0.00106199,0.00417207,0.00428514,0.00426682
2381,0.00112696,0.00109555,0.00106849,0.00418648,0.0042006,0.00424492
2382,0.00109269,0.00103756,0.0010611,0.00420877,0.00420563,0.00427331
2383,0.00110113,0.00109803,0.0027894,0.00477112,0.00656326,0.00711145
2384,0.00234943,0.00236781,0.00233498,0.00774074,0.00736302,0.00740518
2385,0.00189251,0.0019385,0.00156275,0.00530399,0.00967526,0.00984905
2386,0.00216336,0.00241193,0.00274035,0.00976123,0.0103228,0.00739981
2387,0.00380602,0.0023787,0.0024337,0.00805702,0.00841287,0.00898071
2388,0.00196016,0.00185155,0.00188269,0.00786204,0.00759021,0.00701382
2389,0.001885,0.00179582,0.00165504,0.00533591,0.00507055,0.00477068
2390,0.00134494,0.00113824,0.00138148,0.00460577,0.00435205,0.00433612
2391,0.0013369,0.00146097,0.00140639,0.00621056,0.00476668,0.00568219
2392,0.00284986,0.00308852,0.00194557,0.00551012,0.00534641,0.00602472
2393,0.00126453,0.00154754,0.00155575,0.00624626,0.0059736,0.00612875
2394,0.00147721,0.00155658,0.00149949,0.00494419,0.00493792,0.00486941
2395,0.00118341,0.00113668,0.00123623,0.0048111,0.00467835,0.00448723
2396,0.00128797,0.00108555,0.00116703,0.00431362,0.00539977,0.00456409
2397,0.00118775,0.00128539,0.00109271,0.00428759,0.00428187,0.00437679
2398,0.00135083,0.00120929,0.00109462,0.00436614,0.00437276,0.0045524
2399,0.00111676,0.00111096,0.00123331,0.00431957,0.0044398,0.00437297
2400,0.00120265,0.00266728,0.00269415,0.00940106,0.00621555,0.00598713
2401,0.0019528,0.00181073,0.0017984,0.0058572,0.00810319,0.00545415
2402,0.00138273,0.00127004,0.00129804,0.00433382,0.00433881,0.00431951
2403,0.0011591,0.00122896,0.00109364,0.00428931,0.0042338,0.00655702
2404,0.00246875,0.00186736,0.00291325,0.00768356,0.00691572,0.00619887
2405,0.00186083,0.00135753,0.00136036,0.00458598,0.00452768,0.00453198
2406,0.00113265,0.00151525,0.00145872,0.00704794,0.00882955,0.00672156
2407,0.00175095,0.00177278,0.00137234,0.00478711,0.00500639,0.00462557
2408,0.00282333,0.00298087,0.00324168,0.00849771,0.00725019,0.00721755
2409,0.00205524,0.00201547,0.0019009,0.00565754,0.00535043,0.00508467
2410,0.00133679,0.00141,0.00118953,0.0061081,0.0061112,0.00898208
2411,0.00301372,0.00389212,0.00402059,0.0109588,0.00842631,0.00903987
2412,0.00515334,0.00457557,0.00401473,0.00773124,0.00733993,0.00720956
2413,0.002569,0.00245687,0.00257516,0.0070237,0.00703466,0.00621939
2414,0.00245835,0.00251652,0.00261228,0.00486686,0.0048215,0.00702546
2415,0.00223696,0.00209911,0.00213515,0.0087731,0.00886502,0.00867029
2416,0.0023563,0.002134,0.00229641,0.00808499,0.00872583,0.00778349
2417,0.00279736,0.00171641,0.00152652,0.00492712,0.00616268,0.00519462
2418,0.00138148,0.00131368,0.00112844,0.00467717,0.00457596,0.00464188
2419,0.00109506,0.00116535,0.0012313,0.00460628,0.00935068,0.00965498
2420,0.00306223,0.00221054,0.00221684,0.0073805,0.00720696,0.00669946
2421,0.00177392,0.00168818,0.00156587,0.00470325,0.00462273,0.0044742
2422,0.00116385,0.00105546,0.00269584,0.0099606,0.00752522,0.0076163
2423,0.00196445,0.00221327,0.00213229,0.0068842,0.00668359,0.00634757
2424,0.00163968,0.00152502,0.00121909,0.00435785,0.0044105,0.00448959
2425,0.00317807,0.00307118,0.00347708,0.011931,0.0104549,0.010237
2426,0.00248103,0.00267511,0.00267813,0.0106686,0.00975938,0.0106786
2427,0.00399801,0.00392454,0.0051453,0.00939852,0.00776543,0.00695067
2428,0.00159921,0.00162468,0.00140956,0.00635344,0.00714258,0.00679224
2429,0.0011633,0.00105049,0.00110621,0.00421023,0.00418958,0.00480075
2430,0.0011003,0.0015335,0.00122145,0.0044052,0.00428111,0.0045411
2431,0.00142472,0.00111727,0.0011532,0.00441722,0.00660169,0.00422002
2432,0.00106741,0.00104874,0.00105372,0.00411471,0.00472508,0.00416885
2433,0.00106688,0.00103747,0.00105934,0.00411762,0.00413896,0.00415163
2434,0.00107499,0.00103072,0.0010603,0.00412643,0.00413214,0.00417651
2435,0.0010627,0.00103694,0.00106128,0.00409579,0.00414995,0.00414347
2436,0.00106244,0.00103858,0.00113652,0.00410874,0.00414154,0.00417041
2437,0.00107128,0.00110725,0.00115214,0.00415476,0.00412549,0.0041501
2438,0.00105326,0.00104223,0.00106429,0.00411814,0.00413734,0.00415872
2439,0.00105837,0.00104838,0.0010778,0.00411989,0.00411125,0.00415392
2440,0.00105068,0.00104865,0.00105335,0.00409938,0.0041582,0.0041469
2441,0.00105495,0.0010402,0.0010555,0.00409434,0.0041314,0.0041487
2442,0.00104634,0.00104483,0.00105558,0.00413362,0.00415031,0.00414576
2443,0.00105237,0.00104207,0.00115658,0.00411425,0.00410748,0.00415661
2444,0.00105574,0.00103158,0.00105434,0.00412124,0.00412911,0.00467999
2445,0.00107685,0.0010604,0.00111067,0.00568263,0.00624919,0.00553155
2446,0.00277167,0.00267408,0.00116969,0.00459318,0.00457381,0.00418117
2447,0.00105595,0.00104815,0.00107216,0.00413747,0.00415454,0.00415474
2448,0.00105837,0.00104375,0.00294524,0.00413882,0.00414129,0.00415931
2449,0.0010718,0.00268245,0.00135977,0.00495264,0.0041819,0.00414988
2450,0.00105391,0.00106773,0.00264528,0.00596399,0.00412428,0.00544092
2451,0.00108647,0.00254791,0.00107964,0.00531496,0.00416429,0.00414847
2452,0.00108527,0.00132379,0.00126713,0.00427022,0.00428588,0.00462219
2453,0.00278255,0.0027034,0.00274931,0.00974944,0.009593,0.00888162
2454,0.00239541,0.00226206,0.00205177,0.00768533,0.00807739,0.00739927
2455,0.00149297,0.00150595,0.00169598,0.00527203,0.00505913,0.00501807
2456,0.00122154,0.00133575,0.00119837,0.00434687,0.00443428,0.0058777
2457,0.00341949,0.00334526,0.00250889,0.0101282,0.0102203,0.0103292
2458,0.00238668,0.0023232,0.00266658,0.00906619,0.0079309,0.00663632
2459,0.001161,0.00105113,0.00111099,0.00419307,0.00417528,0.00418556
2460,0.00106658,0.00120648,0.00109812,0.0041832,0.00419065,0.00420848
2461,0.00110765,0.00108359,0.00138976,0.00486547,0.00419053,0.0042489
2462,0.00112537,0.00105636,0.00106985,0.00422757,0.00414538,0.00417687
2463,0.00109661,0.00118584,0.00109997,0.00424756,0.00422676,0.00415251
2464,0.00140729,0.00109036,0.00117708,0.00647342,0.0041578,0.0042605
2465,0.00118981,0.00108545,0.0010699,0.00418169,0.00419395,0.00500062
2466,0.00108532,0.00118524,0.00113301,0.00442693,0.00425781,0.00461889
2467,0.00111118,0.00126269,0.00113007,0.00435774,0.00423665,0.0046143
2468,0.00115145,0.00128825,0.00112347,0.00436963,0.00429044,0.00577863
2469,0.00109406,0.00134533,0.00110469,0.00434534,0.00431609,0.00450933
2470,0.00108669,0.00104353,0.00104698,0.00414829,0.00423883,0.00430547
2471,0.00106645,0.0010837,0.00107896,0.00417595,0.00427843,0.00454517
2472,0.00111246,0.00107736,0.00108304,0.00414974,0.00420089,0.00437868
2473,0.00109785,0.00108988,0.00107117,0.00419485,0.00425733,0.00429348
2474,0.00118239,0.00105505,0.00109386,0.00415627,0.00425564,0.00426927
2475,0.0011134,0.00104467,0.00112665,0.00416779,0.00425515,0.00424229
2476,0.0010954,0.00107566,0.00107205,0.00423452,0.00724017,0.00739171
2477,0.00122384,0.00110958,0.00269922,0.00428199,0.00421965,0.0041808
2478,0.00107986,0.00109847,0.00114111,0.00567377,0.00427067,0.00549397
2479,0.00114787,0.00105687,0.00109301,0.00421281,0.00417593,0.00416001
2480,0.00111935,0.00108667,0.00110464,0.00558257,0.00418194,0.00423508
2481,0.00112362,0.00261972,0.00108828,0.00422551,0.00421004,0.00426105
2482,0.00109352,0.00110522,0.00273837,0.0041892,0.00434883,0.00653728
2483,0.00133016,0.00154661,0.00130162,0.00613509,0.00614313,0.00630917
2484,0.00127989,0.00151543,0.0012729,0.00598743,0.00609314,0.00609876
2485,0.00124931,0.00123343,0.00145793,0.00441805,0.00414479,0.00410053
2486,0.0010561,0.0025061,0.00108988,0.00411764,0.00411893,0.00414818
2487,0.00105261,0.00258972,0.0011011,0.00532196,0.0041175,0.00414252
2488,0.00108163,0.00103836,0.001049,0.00410626,0.00413457,0.00492757
2489,0.00143126,0.00123465,0.00125514,0.00455557,0.00452437,0.00455132
2490,0.00119635,0.00127233,0.00115372,0.00447011,0.004438,0.00450644
2491,0.0013043,0.0010855,0.00115445,0.00435687,0.00454872,0.00437964
2492,0.00106378,0.00117208,0.00136127,0.00440567,0.00447947,0.00443406
2493,0.0013848,0.00130686,0.00119173,0.00466359,0.00464983,0.00448548
2494,0.0010819,0.00135527,0.00138804,0.00450892,0.00446473,0.00451709
2495,0.00135152,0.00109924,0.00110408,0.00446999,0.00446526,0.00455961
2496,0.00110717,0.00113995,0.00131435,0.00445343,0.00445412,0.00441763
2497,0.00118539,0.00128364,0.00111931,0.00463036,0.00456629,0.00460698
2498,0.00117781,0.00119107,0.00134626,0.00442769,0.00445194,0.00438558
2499,0.00120886,0.00122612,0.001131,0.0044154,0.00444711,0.00444842
2500,0.00127677,0.00108846,0.00114928,0.00441738,0.00449387,0.00446356
2501,0.00122302,0.00117467,0.0013262,0.0044474,0.00444141,0.00442789
2502,0.00133674,0.00124744,0.00109991,0.00784438,0.0062902,0.00604735
2503,0.00181117,0.00138422,0.00145853,0.00455243,0.00446538,0.00591107
2504,0.00315715,0.0020688,0.00180414,0.00614744,0.00568382,0.00482755
2505,0.0011136,0.0011148,0.00108101,0.00561001,0.00427306,0.00422533
2506,0.00113274,0.00271624,0.00119666,0.00416346,0.00415396,0.00448418
2507,0.0011075,0.00129411,0.00111265,0.00433347,0.00421239,0.00450944
2508,0.00114242,0.00308881,0.00116436,0.00424285,0.00420979,0.00429188
2509,0.00108915,0.00102903,0.00110271,0.00438871,0.00421657,0.00434113
2510,0.00109171,0.00120935,0.00110036,0.00458684,0.004212,0.00418307
2511,0.00107127,0.00103919,0.00119461,0.00432688,0.004241,0.00420982
2512,0.00109737,0.00105029,0.00107371,0.00448347,0.0042459,0.00421317
2513,0.00105849,0.00104278,0.00105386,0.00424894,0.00458187,0.00422227
2514,0.00106878,0.00104656,0.00145371,0.00430325,0.00421065,0.0042001
2515,0.00143622,0.00249176,0.00270452,0.0071048,0.00511699,0.00755357
2516,0.00111404,0.00104946,0.0010554,0.00417195,0.00486751,0.00461165
2517,0.00108565,0.00108142,0.00107173,0.00418934,0.00420154,0.00422953
2518,0.00108264,0.00104451,0.00107672,0.0042221,0.00425703,0.00424249
2519,0.00108555,0.0010484,0.00106097,0.00416121,0.00422224,0.00424295
2520,0.00109955,0.00109783,0.0010737,0.0041908,0.00433135,0.00423339
2521,0.00111345,0.00271987,0.00110568,0.00423382,0.00430708,0.00423467
2522,0.00105822,0.00270877,0.00110752,0.00540177,0.00427126,0.00422599
2523,0.00108338,0.00268719,0.00110768,0.00581266,0.00759065,0.00421173
2524,0.0012225,0.00113653,0.00111761,0.00426174,0.00419932,0.00424693
2525,0.00118576,0.00109143,0.00111452,0.00569692,0.00429123,0.00430301
2526,0.0011392,0.00109934,0.00231412,0.00421193,0.0044923,0.00430327
2527,0.00117233,0.00105502,0.00126049,0.00423778,0.00675435,0.00714845
2528,0.00228267,0.00235408,0.00252727,0.00758306,0.00593266,0.00617614
2529,0.00131039,0.00109666,0.00114059,0.00436311,0.00427932,0.00462412
2530,0.00112212,0.00117162,0.00111015,0.0044346,0.00424067,0.00447788
2531,0.0011154,0.00105572,0.0010611,0.00442272,0.00424802,0.00456755
2532,0.00109602,0.00104281,0.00118108,0.0042048,0.00424698,0.0042592
2533,0.0011054,0.00109707,0.00108257,0.00433455,0.00425184,0.00421886
2534,0.00108412,0.00104335,0.00125122,0.00432223,0.00422661,0.00418044
2535,0.00108533,0.00104431,0.00119495,0.00414582,0.00427542,0.00424737
2536,0.00109896,0.00105402,0.00105274,0.00446945,0.00425033,0.0042442
2537,0.00120882,0.00112943,0.00117929,0.00420563,0.00415716,0.0042508
2538,0.00108569,0.00104381,0.00106992,0.00419582,0.00731613,0.00424655
2539,0.00107977,0.00107876,0.00106182,0.00437545,0.00417413,0.0041356
2540,0.00108421,0.001032,0.0028194,0.00508286,0.00458236,0.00539688
2541,0.00157633,0.002768,0.0025423,0.00421155,0.0041914,0.00565134
2542,0.00109665,0.00104791,0.00105607,0.0041127,0.00414865,0.00420535
2543,0.00108358,0.00109609,0.00106225,0.00480404,0.00416967,0.00415711
2544,0.00106558,0.0010726,0.00106761,0.00413326,0.00413539,0.00418955
2545,0.00108806,0.00123489,0.00116632,0.00427065,0.00559185,0.00425627
2546,0.00110014,0.00109635,0.00106076,0.0043644,0.00411337,0.00462953
2547,0.00108664,0.00103481,0.00107245,0.00416193,0.00414967,0.00420567
2548,0.00160789,0.00104648,0.00175539,0.00420369,0.0060195,0.00423539
2549,0.00106003,0.00104702,0.00115398,0.00428874,0.00434547,0.00450082
2550,0.00278514,0.00110126,0.00265525,0.00425394,0.00420429,0.00423916
2551,0.00107449,0.00106236,0.00107821,0.00416907,0.00418627,0.00419996
2552,0.00106199,0.00150605,0.00126209,0.00462998,0.00551031,0.00559836
2553,0.00119144,0.00143889,0.00125607,0.00562231,0.00540546,0.00454053
2554,0.0011904,0.00139091,0.00118606,0.0042434,0.00442398,0.00447443
2555,0.00138866,0.00109914,0.00116658,0.00444086,0.00456928,0.00452456
2556,0.00112064,0.00113634,0.00130992,0.00455562,0.00465372,0.00443749
2557,0.00134021,0.00122212,0.00120771,0.00445523,0.0044579,0.0046291
2558,0.00111959,0.001178,0.00135777,0.00448569,0.00462302,0.00458178
2559,0.00128803,0.0011222,0.00105597,0.00468451,0.00459585,0.00464075
2560,0.00110808,0.00108156,0.00131027,0.00446897,0.00453499,0.00529871
2561,0.00134618,0.0011113,0.0013573,0.00463428,0.00805603,0.0103785
2562,0.00401139,0.00354863,0.00336844,0.00754246,0.00735465,0.00445513
2563,0.00132397,0.00112395,0.00106307,0.00417763,0.00420773,0.00429822
2564,0.00109643,0.00108981,0.00107661,0.00419505,0.00418333,0.00425064
2565,0.00108689,0.00109412,0.00106936,0.00418419,0.00413919,0.00425417
2566,0.00109418,0.00111414,0.00107174,0.00417215,0.00543153,0.00732288
2567,0.0025086,0.0025959,0.00110547,0.00422765,0.00421615,0.00421987
2568,0.00103718,0.00104425,0.00106174,0.00420689,0.0042178,0.0042166
2569,0.0010351,0.0010563,0.00106206,0.00423313,0.004253,0.00421395
2570,0.00108192,0.00104565,0.00107095,0.00424845,0.00421808,0.00424511
2571,0.00108448,0.00104139,0.00107532,0.00430538,0.00424615,0.00424492
2572,0.00108662,0.00104263,0.00107005,0.00418048,0.00424087,0.00422495
2573,0.00104388,0.00103538,0.00106393,0.00419027,0.00427753,0.00422306
2574,0.00108206,0.00103725,0.00106542,0.00424775,0.0043237,0.00428332
2575,0.00107814,0.00105008,0.00107341,0.00421632,0.0042439,0.00423428
2576,0.00104368,0.00104432,0.00106636,0.00429222,0.00429564,0.00423496
2577,0.00109587,0.00104442,0.00105079,0.00436565,0.00429018,0.00423412
2578,0.00110395,0.00110492,0.00107681,0.00432777,0.00428068,0.00423963
2579,0.00106318,0.00103931,0.0010807,0.00429858,0.00427495,0.00425433
2580,0.00108134,0.00103932,0.00105862,0.00429703,0.00423564,0.0042491
2581,0.00108584,0.00105803,0.00106204,0.00420225,0.00423238,0.00422368
2582,0.00111206,0.00105999,0.0013182,0.00640666,0.00424936,0.00424182
2583,0.00279091,0.00114354,0.00109583,0.00746811,0.00422028,0.00429632
2584,0.00113628,0.00112141,0.00108025,0.00418628,0.00413301,0.00424661
2585,0.00111474,0.00110176,0.00108835,0.00420193,0.00417234,0.00741247
2586,0.0011291,0.00258352,0.0011095,0.00422106,0.00423691,0.00656834
2587,0.00108578,0.00109229,0.0010755,0.00425139,0.00616036,0.00491306
2588,0.0011158,0.0010453,0.0012029,0.00442632,0.00452452,0.00466867
2589,0.00110129,0.00106752,0.0011146,0.00431822,0.00420068,0.00421302
2590,0.00104612,0.00129287,0.00249409,0.00784506,0.00743815,0.00526528
2591,0.0016073,0.00116049,0.00120811,0.00457213,0.00448077,0.00430739
2592,0.00192422,0.00328473,0.00157515,0.00543866,0.00585464,0.005756
2593,0.00143102,0.00178971,0.00159757,0.00614428,0.00733403,0.00920614
2594,0.00311269,0.00288585,0.00294043,0.00613778,0.00553909,0.00694854
2595,0.00214202,0.00193476,0.00214305,0.00679898,0.00886717,0.00779077
2596,0.00211263,0.00207766,0.00181525,0.00694553,0.00993554,0.00781946
2597,0.00190925,0.00232218,0.00209823,0.00765384,0.00735272,0.00741689
2598,0.00221405,0.00181843,0.00181648,0.00531986,0.00512083,0.00456836
2599,0.00122221,0.00112168,0.00108429,0.00433748,0.00439074,0.00442046
2600,0.00130667,0.00121571,0.00120719,0.00441334,0.00438411,0.00457292
2601,0.00109865,0.00114467,0.00125538,0.00443856,0.00450942,0.00740085
2602,0.00267429,0.00289009,0.00332283,0.0094366,0.00916033,0.00659645
2603,0.0029514,0.00319735,0.00321955,0.00742048,0.00726268,0.00916969
2604,0.00314973,0.00199087,0.00337173,0.007555,0.0058636,0.00801681
2605,0.00309302,0.00261006,0.00319726,0.00774418,0.00604666,0.00589283
2606,0.00164482,0.00136589,0.00158965,0.00614636,0.00690559,0.0071422
2607,0.0022101,0.00138165,0.00118819,0.00502374,0.00707947,0.0074958
2608,0.00215961,0.00175156,0.0018185,0.00513355,0.00495896,0.00767872
2609,0.00206796,0.00176779,0.00175975,0.00690804,0.00719253,0.00739711
