idx,TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_CHACHA20_POLY1305_SHA256,AES128-SHA256,AES128-GCM-SHA256,AES256-GCM-SHA384,ECDHE-RSA-AES128-SHA256,ECDHE-RSA-AES128-GCM-SHA256,ECDHE-RSA-AES256-GCM-SHA384,ECDHE-RSA-CHACHA20-POLY1305
2388,0.00276644,0.00332016,0.00334671,0.00299985,0.00267711,0.0027259,0.00310148,0.0029342,0.002918,0.00268975
2389,0.00278498,0.00278792,0.00270652,0.0023236,0.00209877,0.0021699,0.00250876,0.00236872,0.00179928,0.00142435
2390,0.0013918,0.00144747,0.00176702,0.00162906,0.0012824,0.00117595,0.0013922,0.00144487,0.00142345,0.00136829
2391,0.00137308,0.0014613,0.00346641,0.00306236,0.00145791,0.00173783,0.00202712,0.00178564,0.00174671,0.00177341
2392,0.00188131,0.00187327,0.00183164,0.00154185,0.00163178,0.00156383,0.00177889,0.00200968,0.00189781,0.00176234
2393,0.00185823,0.00163724,0.00146482,0.00254593,0.00255512,0.00250557,0.00324676,0.00319829,0.00331297,0.00230289
2394,0.001416,0.00145706,0.00145894,0.0012468,0.00126472,0.00119273,0.00139813,0.00138076,0.00157901,0.00135812
2395,0.00144468,0.00150668,0.00184064,0.00153638,0.00123234,0.00124188,0.00140224,0.00134959,0.00137619,0.00135442
2396,0.00137645,0.00142936,0.0014696,0.0011445,0.00117691,0.00119087,0.00139218,0.00136108,0.00136652,0.00137093
2397,0.00138933,0.00147671,0.00312868,0.00124255,0.00256682,0.00121114,0.00354501,0.00344702,0.00359878,0.00349332
2398,0.00221552,0.00281482,0.00296507,0.00260272,0.00289581,0.0032716,0.00324023,0.00305897,0.00357499,0.00333812
2399,0.00349118,0.00317295,0.00505621,0.00286664,0.00505684,0.0044149,0.00511398,0.00453282,0.00394378,0.0030055
2400,0.00209447,0.00326648,0.00450696,0.00260964,0.00430423,0.00300176,0.00469181,0.00540668,0.00515475,0.00402839
2401,0.00474066,0.00476761,0.00392592,0.00318108,0.00197147,0.00345809,0.00342927,0.0033348,0.0024876,0.00158621
2402,0.00323597,0.00328017,0.0027567,0.00192061,0.00171564,0.00320503,0.00344954,0.00333876,0.00318457,0.00162562
2403,0.0029914,0.00359529,0.00193795,0.00166105,0.00184197,0.00241567,0.00321179,0.00505222,0.00332447,0.0032357
2404,0.00375679,0.00566668,0.00347184,0.00261679,0.00280789,0.00357429,0.00348316,0.00332738,0.0033633,0.00320718
2405,0.00311576,0.00434912,0.00432313,0.00143006,0.00164408,0.00210691,0.00460884,0.00234583,0.00306157,0.00352661
2406,0.00463152,0.00455739,0.005117,0.00456514,0.00409024,0.0034229,0.00384049,0.00339333,0.00410715,0.00443009
2407,0.00601892,0.00361072,0.0052875,0.00389123,0.00396058,0.00454497,0.00499321,0.00354412,0.00341778,0.00311506
2408,0.00191767,0.00271605,0.00243062,0.00265262,0.0030802,0.00291947,0.00331356,0.00239542,0.00188872,0.00152476
2409,0.00148236,0.00151846,0.00144736,0.00117708,0.00124671,0.0012501,0.00139008,0.0013551,0.00140796,0.00146137
2410,0.00142154,0.00159204,0.0014369,0.00121583,0.0011993,0.00121651,0.00145272,0.00138139,0.00141949,0.00137804
2411,0.00141116,0.00154339,0.00145601,0.00118649,0.00121296,0.00119052,0.00142829,0.00136468,0.00142196,0.00138982
2412,0.001398,0.00145533,0.00152696,0.00124533,0.00122068,0.00123623,0.00141553,0.00136645,0.00139508,0.00137186
2413,0.00140357,0.00145559,0.00153093,0.00124711,0.00123506,0.00124785,0.00142647,0.00139609,0.00142626,0.00145623
2414,0.00148844,0.00152732,0.00157647,0.00126549,0.00127411,0.00120522,0.00140613,0.00139285,0.00140246,0.00134525
2415,0.00139687,0.0014477,0.0014387,0.001284,0.00123424,0.00128798,0.00142332,0.00141658,0.0014904,0.00136703
2416,0.00162775,0.00150188,0.00142699,0.00125195,0.00125072,0.00124785,0.00146425,0.00136879,0.00142024,0.00135662
2417,0.00140181,0.00316748,0.00174805,0.00124891,0.00116121,0.00119317,0.00142167,0.00135984,0.0013912,0.00140377
2418,0.00137445,0.0014631,0.00165751,0.0012135,0.00117109,0.00123579,0.00136669,0.00143527,0.00146246,0.00138024
2419,0.00192023,0.00196483,0.00155417,0.00121514,0.00133719,0.00125833,0.00145547,0.00155851,0.00135945,0.00156267
2420,0.00145356,0.00158306,0.00156598,0.00120799,0.00136604,0.00117951,0.00157215,0.00143936,0.00141654,0.00152999
2421,0.00141078,0.00153688,0.00138972,0.00124065,0.00138638,0.00123064,0.00157781,0.00142309,0.00147113,0.00143531
2422,0.00137298,0.0015362,0.00140174,0.00125791,0.00133946,0.00124293,0.00150472,0.0014407,0.00153142,0.00139677
2423,0.00142662,0.00159375,0.00142536,0.00145639,0.00133027,0.00131892,0.00155623,0.00138824,0.0016214,0.0014302
2424,0.00151973,0.00153873,0.00150605,0.00133596,0.00116066,0.00130972,0.00152606,0.00138302,0.00155161,0.0013928
2425,0.00148298,0.00141461,0.00149871,0.00132069,0.0011599,0.00141853,0.00144709,0.00150213,0.00146259,0.00144919
2426,0.00155077,0.00155567,0.0034826,0.00278344,0.00315375,0.00338677,0.00380274,0.00431944,0.00421289,0.00429638
2427,0.00459298,0.00333685,0.00326127,0.00283998,0.00417765,0.00310084,0.00337917,0.00297174,0.00289287,0.00450524
2428,0.00445046,0.00377906,0.00448635,0.00401913,0.00399052,0.00395617,0.00492146,0.00244519,0.00249586,0.00231506
2429,0.00259456,0.00292233,0.00283923,0.00258065,0.00224375,0.00235205,0.00434275,0.00431748,0.00358109,0.00295082
2430,0.00279629,0.00276373,0.00271049,0.0022018,0.00308767,0.00245456,0.00277179,0.002808,0.00287537,0.00277481
2431,0.00398285,0.00396943,0.00357317,0.0027205,0.00266573,0.0026085,0.00261927,0.00206103,0.0023069,0.00191866
2432,0.00212689,0.00200325,0.00199592,0.00181513,0.00164937,0.00316547,0.00389579,0.00466961,0.00395198,0.00218552
2433,0.0028055,0.00295446,0.00337661,0.0022901,0.00231561,0.00229067,0.00215438,0.00185177,0.00188989,0.00144918
2434,0.00364041,0.00277106,0.0021753,0.00198019,0.00155607,0.00316093,0.00243729,0.0023044,0.00193769,0.00204288
2435,0.00173096,0.0018375,0.00169086,0.0019657,0.00170518,0.00183522,0.00240101,0.00196467,0.00205849,0.00188093
2436,0.0016524,0.00157196,0.00157519,0.00123041,0.00157573,0.00117901,0.00147807,0.00350704,0.0038693,0.00428516
2437,0.00261353,0.00231692,0.0020509,0.00150125,0.00148529,0.00127488,0.00138335,0.00136324,0.00140059,0.00139152
2438,0.00329353,0.00154737,0.00322488,0.00119939,0.00267572,0.00123669,0.00333819,0.00155213,0.00143775,0.00144027
2439,0.0013684,0.00144974,0.00145577,0.00120164,0.00118278,0.00131751,0.00139021,0.00324558,0.00153976,0.00138508
2440,0.00139872,0.00141801,0.00145123,0.00121549,0.00117422,0.00118348,0.00179601,0.00162192,0.00164281,0.00156952
2441,0.00158463,0.00155434,0.00158487,0.00121438,0.00295908,0.0026548,0.00155976,0.00144824,0.00155653,0.00142643
2442,0.00163395,0.00151834,0.00183258,0.00295939,0.00175108,0.00192497,0.0023497,0.00291046,0.00297232,0.00363187
2443,0.00325455,0.00286195,0.00288037,0.00245477,0.00235089,0.00218063,0.00542705,0.00532761,0.0047105,0.00542706
2444,0.004918,0.00532601,0.00443656,0.00352961,0.00194861,0.00239025,0.0051444,0.00412135,0.00412757,0.00514352
2445,0.00406048,0.00357045,0.00327543,0.00266639,0.00210605,0.00161914,0.00152415,0.00376064,0.00241383,0.00304068
2446,0.00286237,0.0027872,0.00306271,0.00286834,0.00293136,0.00296793,0.00347142,0.00370542,0.00394639,0.00381706
2447,0.00347074,0.00404129,0.0041596,0.00325438,0.00287229,0.0030884,0.00370584,0.00356755,0.00348385,0.00335932
2448,0.00331998,0.00320169,0.00312927,0.00485762,0.00498394,0.00294788,0.00616517,0.00391788,0.00323964,0.0030238
2449,0.00535983,0.00404094,0.002874,0.00280281,0.00291819,0.00485941,0.00469052,0.00516558,0.004242,0.00316723
2450,0.0028665,0.00444095,0.00325518,0.00256434,0.00277384,0.00256298,0.00361252,0.00362612,0.00490569,0.0048282
2451,0.00390941,0.00349171,0.00292586,0.00288151,0.00357907,0.00284961,0.00400226,0.00481081,0.00392302,0.00374572
2452,0.00485319,0.00324965,0.00279349,0.00207135,0.0017761,0.00352948,0.00480454,0.00482771,0.00462356,0.00416353
2453,0.0052339,0.0060263,0.00496674,0.00254547,0.00282275,0.00269586,0.00282531,0.00272048,0.00289383,0.00278412
2454,0.00228432,0.0022754,0.00193659,0.00160082,0.00165639,0.00165051,0.00168232,0.00163564,0.00147209,0.0015507
2455,0.00142332,0.00152554,0.00153392,0.00125146,0.00141654,0.00122946,0.00155316,0.00155561,0.00158144,0.00140044
2456,0.00139143,0.0018223,0.00179207,0.0016882,0.00297565,0.00184201,0.00401233,0.00402958,0.00396476,0.00353428
2457,0.00251101,0.00385406,0.00379562,0.00319738,0.00166154,0.00158354,0.00184248,0.00197223,0.00208713,0.00207149
2458,0.0018496,0.00195888,0.00191475,0.00155996,0.00172764,0.00351401,0.00210278,0.00257523,0.00293543,0.00386681
2459,0.00210097,0.004231,0.00428414,0.00247757,0.00244778,0.00240152,0.00296658,0.003073,0.00260969,0.0027757
2460,0.00537853,0.00607742,0.00358754,0.00360386,0.00330595,0.00278622,0.00459011,0.00529117,0.00392835,0.00347561
2461,0.00381307,0.00365939,0.00312784,0.00274199,0.00439072,0.00310052,0.00299325,0.00290063,0.00331312,0.0050018
2462,0.0046169,0.00413818,0.00298597,0.00269792,0.00405038,0.00381924,0.00292209,0.00263083,0.00266501,0.00287156
2463,0.00263637,0.00271858,0.00414212,0.00377765,0.00258028,0.00297347,0.00311035,0.00339704,0.00349774,0.00510643
2464,0.00454782,0.00337176,0.00320801,0.0027301,0.00287453,0.00403963,0.00471168,0.00391708,0.00345575,0.00501299
2465,0.00500216,0.00533856,0.00416428,0.00352304,0.00290184,0.00331087,0.00352811,0.00314417,0.00341567,0.0036292
2466,0.00354835,0.0061578,0.00378122,0.00281974,0.00277689,0.00281846,0.00361795,0.00425917,0.00343854,0.00304762
2467,0.0033229,0.00385521,0.00319258,0.00261458,0.00260939,0.00449055,0.00335564,0.00307198,0.00355837,0.00561167
2468,0.00357284,0.00502835,0.00334729,0.00273019,0.00286844,0.00293082,0.00539648,0.00366664,0.00308359,0.00347891
2469,0.00371756,0.00349727,0.00338706,0.00398246,0.00243468,0.00465897,0.00254151,0.00329705,0.00404281,0.00386925
2470,0.00498655,0.00514695,0.00571742,0.00364159,0.00457345,0.00543404,0.00329507,0.00305356,0.00498618,0.00523132
2471,0.00450116,0.0032767,0.00374527,0.00278911,0.00258529,0.00417824,0.00355333,0.00473393,0.0039537,0.00456491
2472,0.00406647,0.00305962,0.00290141,0.00240621,0.00210759,0.00194609,0.00215245,0.00166719,0.00163057,0.0015938
2473,0.00200211,0.00353594,0.00450224,0.00399393,0.00386263,0.00218103,0.00457902,0.00405238,0.00342767,0.00369971
2474,0.00333309,0.00321132,0.00330433,0.00287101,0.00291086,0.00298182,0.00323316,0.00471977,0.00337155,0.0022033
2475,0.0017606,0.00151643,0.00139937,0.00140587,0.00121261,0.00143466,0.00141023,0.00146383,0.00144732,0.00161183
2476,0.00143667,0.00142769,0.0015087,0.00124003,0.00309774,0.00152155,0.00157497,0.00139304,0.00141293,0.0013985
2477,0.00159492,0.00163731,0.00181401,0.00154845,0.00133097,0.00122602,0.00143357,0.0015333,0.00140438,0.00156942
2478,0.0014502,0.00308896,0.0024947,0.00130427,0.00121232,0.00151873,0.00142323,0.00150843,0.00140401,0.00147343
2479,0.00159152,0.00157354,0.0016287,0.00124755,0.00125149,0.00136152,0.00148729,0.00152822,0.00142777,0.00167416
2480,0.00157637,0.0017809,0.00155018,0.00129092,0.00135589,0.00120544,0.00151465,0.00137643,0.00152954,0.00140266
2481,0.0016473,0.00163628,0.00149811,0.00147922,0.00122462,0.00125059,0.00154062,0.00142217,0.0014644,0.00206994
2482,0.00208889,0.00199086,0.00188357,0.00171893,0.00161882,0.00163868,0.00178485,0.00203641,0.00194751,0.00188806
2483,0.00187214,0.00180717,0.0018188,0.00164312,0.0016819,0.00314338,0.00386658,0.00374203,0.00434684,0.00344718
2484,0.00539498,0.00539545,0.00435483,0.0035769,0.00298307,0.00289322,0.00331019,0.00315807,0.00304651,0.00294122
2485,0.00283576,0.00393838,0.00255533,0.00362795,0.00362907,0.00394705,0.0023517,0.00268864,0.00250686,0.00251275
2486,0.00254665,0.00230307,0.00207956,0.00177095,0.00146945,0.00152002,0.00164641,0.00161936,0.00147669,0.00148459
2487,0.00138988,0.00139168,0.00151845,0.00120501,0.00123973,0.00137229,0.00142698,0.00149946,0.00135748,0.00144971
2488,0.00141983,0.00139905,0.00153765,0.0011817,0.00120495,0.00134981,0.00138865,0.00153713,0.0014313,0.00149225
2489,0.00143571,0.00141144,0.00152252,0.00118091,0.00153873,0.00131981,0.0014263,0.0015218,0.00191128,0.00204489
2490,0.00186093,0.00193196,0.00230868,0.00219796,0.00221599,0.00235737,0.00310765,0.0031375,0.00320492,0.00271809
2491,0.00262719,0.00247244,0.00225187,0.00193569,0.00177722,0.00175025,0.00236813,0.00215878,0.00164275,0.00167326
2492,0.00191676,0.00203276,0.00193024,0.00171958,0.00149837,0.0015136,0.00218763,0.00209726,0.00208618,0.00176048
2493,0.001829,0.00231821,0.00397645,0.00338482,0.00352611,0.00351911,0.00254583,0.00217279,0.00425385,0.00368869
2494,0.00187721,0.00238087,0.0025508,0.00246414,0.00250184,0.00220171,0.00239043,0.00209672,0.00217332,0.00201228
2495,0.00237863,0.00220805,0.00204357,0.00173612,0.00171281,0.00168224,0.00150235,0.00155284,0.00145215,0.00143604
2496,0.00152805,0.0014131,0.00155533,0.00112254,0.00124366,0.00133819,0.00139232,0.00152777,0.00141222,0.00143874
2497,0.00141547,0.0014081,0.00152416,0.0011679,0.00123488,0.00131491,0.00140908,0.00137516,0.00150863,0.00153395
2498,0.00152444,0.00142103,0.00147008,0.00117428,0.0029496,0.00301927,0.00390462,0.00466397,0.00435969,0.00419039
2499,0.00363054,0.00429666,0.0040308,0.00304802,0.00271941,0.002575,0.00298391,0.00333185,0.00324245,0.00361619
2500,0.003348,0.00389583,0.00400843,0.00305785,0.00242922,0.00273855,0.00338118,0.00364702,0.00311775,0.00310891
2501,0.00369651,0.00634197,0.0022501,0.00319368,0.00458409,0.00435937,0.00224227,0.00249979,0.00253494,0.00201182
2502,0.00203245,0.00315923,0.0021314,0.00184352,0.00206228,0.0021036,0.00241889,0.0025404,0.00254001,0.00251269
2503,0.00245065,0.00227833,0.00230285,0.00167246,0.00190518,0.00175675,0.00391091,0.00230653,0.00230385,0.00214358
2504,0.0019456,0.00198393,0.00191203,0.00294524,0.00205606,0.00189667,0.00213053,0.0017351,0.00180048,0.00167404
2505,0.00164567,0.00165475,0.00160418,0.00127875,0.00122249,0.00131207,0.001434,0.00159451,0.00141248,0.002638
2506,0.00346206,0.00467014,0.00299185,0.00188534,0.00161029,0.00139144,0.00144726,0.00142579,0.0014427,0.00138393
2507,0.00137993,0.00141683,0.00145035,0.0012133,0.00118233,0.00127776,0.00148172,0.00140437,0.0014004,0.00134427
2508,0.00138513,0.00143555,0.00141676,0.00119463,0.0011536,0.0011772,0.00148714,0.00143152,0.00145738,0.00138631
2509,0.00139732,0.0014547,0.00144291,0.0012038,0.00114495,0.00126955,0.00150636,0.00146,0.00146036,0.00135583
2510,0.00139408,0.0014176,0.00146501,0.00118625,0.0011361,0.00116403,0.00136874,0.00149528,0.00146423,0.00139094
2511,0.00142849,0.00163171,0.00146308,0.00127319,0.00115398,0.0011785,0.0013873,0.00151662,0.00143987,0.00143703
2512,0.00143017,0.00142693,0.00146718,0.00117384,0.00117717,0.00119996,0.00138778,0.00146649,0.00144601,0.00136186
2513,0.00149409,0.00142747,0.00143018,0.00122525,0.00115587,0.00119455,0.00190782,0.00181777,0.00154977,0.00153119
2514,0.00147476,0.00144464,0.00141294,0.00118138,0.00116237,0.00118545,0.00137017,0.0015325,0.00150049,0.00140141
2515,0.00145757,0.00142118,0.00150734,0.00141545,0.0011592,0.00114748,0.00183595,0.00223643,0.00210451,0.00197391
2516,0.00226902,0.00281539,0.00264107,0.00237114,0.00256845,0.00222906,0.00262159,0.00256845,0.00282808,0.00339156
2517,0.00352242,0.00338582,0.00306271,0.00398773,0.00249185,0.00302433,0.00363609,0.00381012,0.00396662,0.00339035
2518,0.00309947,0.00344261,0.00374444,0.00277794,0.00308864,0.00284967,0.00287264,0.00257822,0.00240774,0.00228285
2519,0.00203707,0.0019449,0.00180536,0.00151844,0.00135608,0.00134614,0.00145711,0.0015206,0.0014888,0.00159382
2520,0.0014344,0.00158988,0.00198911,0.0018861,0.00188558,0.00196247,0.00225079,0.00222459,0.00227458,0.00209382
2521,0.0022009,0.00206976,0.00188639,0.00182528,0.00156532,0.00174757,0.00200963,0.0020624,0.00199884,0.00157973
2522,0.00141778,0.00158368,0.00165275,0.00149279,0.001455,0.00130839,0.00164355,0.00149781,0.00159398,0.00167088
2523,0.00170272,0.00149026,0.00166595,0.00125405,0.00123257,0.00169973,0.00157713,0.00136428,0.00140562,0.00217648
2524,0.00190592,0.00215707,0.00220678,0.00170391,0.00173265,0.00159996,0.00205458,0.00226678,0.00236955,0.0022211
2525,0.00190047,0.00203834,0.00192813,0.00162577,0.00134793,0.00168534,0.00174693,0.00161556,0.00164939,0.00158449
2526,0.00151882,0.00153822,0.00162127,0.00149284,0.00145954,0.00136852,0.00144669,0.00147151,0.00137973,0.00136973
2527,0.00143016,0.00141537,0.00146516,0.00120049,0.00117762,0.00120501,0.00135371,0.0013532,0.00138318,0.00135161
2528,0.0014047,0.00140141,0.00141952,0.00115613,0.00118052,0.00119594,0.00136819,0.00132964,0.00138913,0.00134057
2529,0.00140701,0.00140949,0.00140148,0.0011782,0.0011823,0.00218407,0.00160117,0.00142514,0.00167716,0.00139035
2530,0.00152659,0.00155431,0.00150455,0.00117344,0.00119658,0.00134476,0.00141897,0.00139251,0.00151334,0.00138011
2531,0.00155112,0.00142256,0.00158328,0.00129035,0.00112767,0.0013112,0.00153609,0.00148805,0.00144048,0.00138261
2532,0.00137504,0.00141563,0.00153353,0.001294,0.00114613,0.00139916,0.00143363,0.00148548,0.00145388,0.00158793
2533,0.00307667,0.00339086,0.00370124,0.00334229,0.00326859,0.00205159,0.00189483,0.00202934,0.0017173,0.00146563
2534,0.00141134,0.0014798,0.0014715,0.00116855,0.00117849,0.00117548,0.00139461,0.00135632,0.00134592,0.00137633
2535,0.00138827,0.00145409,0.00142584,0.00117541,0.00116087,0.00115475,0.00137059,0.00136149,0.00137505,0.00134707
2536,0.00139644,0.00142286,0.00142416,0.00117237,0.0011665,0.0011715,0.00136922,0.00136354,0.0013788,0.00133988
2537,0.00144613,0.00143029,0.0014552,0.00120095,0.00113767,0.00117042,0.00135583,0.00138444,0.00137823,0.0013828
2538,0.00146114,0.00144787,0.00146136,0.00119538,0.00117595,0.0012158,0.00137878,0.00133354,0.00183865,0.00153544
2539,0.00159406,0.00153219,0.00157263,0.00146297,0.00120455,0.00159513,0.00145127,0.00153227,0.00144541,0.00150773
2540,0.00143601,0.00142775,0.00158229,0.00117824,0.00122658,0.00154738,0.00147577,0.00154927,0.00147539,0.00154911
2541,0.00143173,0.00156665,0.00172367,0.00131283,0.00136573,0.0011881,0.00158581,0.00145556,0.00152197,0.00143886
2542,0.00141611,0.00155882,0.00160716,0.00129708,0.00135123,0.00132325,0.00155353,0.00140728,0.00162893,0.00142647
2543,0.00147509,0.00143848,0.00153531,0.00121971,0.00119196,0.00124129,0.00138867,0.00137104,0.00138478,0.0013553
2544,0.00140251,0.00147525,0.00143312,0.0011801,0.00118535,0.00118413,0.001368,0.00132911,0.00141919,0.00139029
2545,0.00140171,0.00144422,0.0014341,0.00116409,0.00116704,0.00121479,0.00135511,0.00136248,0.00137185,0.00135022
2546,0.00141704,0.00142643,0.00145683,0.00118189,0.00117869,0.00118777,0.0014165,0.00134492,0.00140972,0.0013643
2547,0.00138197,0.00145686,0.0014854,0.00118514,0.00117874,0.00120615,0.00145581,0.00135568,0.00140827,0.00136651
2548,0.00153708,0.00151971,0.00315199,0.0014686,0.00119071,0.00142407,0.00151195,0.00156441,0.00153771,0.0014398
2549,0.00150854,0.00146447,0.0015487,0.00120894,0.00118197,0.0012063,0.00141092,0.00134795,0.00137017,0.00135318
2550,0.00141127,0.00145499,0.0014842,0.00116313,0.00119514,0.00130047,0.00143595,0.00144189,0.00137389,0.00140703
2551,0.00136045,0.00142923,0.00142865,0.0014311,0.00175074,0.00197532,0.00217309,0.00183665,0.00147295,0.00155371
2552,0.00142985,0.00144856,0.00309331,0.00174899,0.00122692,0.00120159,0.00137095,0.00136803,0.0013874,0.00138751
2553,0.00137207,0.00154384,0.00150135,0.00124992,0.0012014,0.00119961,0.0013992,0.0013611,0.00137767,0.00135159
2554,0.00139162,0.00148181,0.00154692,0.00125041,0.00119729,0.00118078,0.00145773,0.00133581,0.00140649,0.00137348
2555,0.00141017,0.00142803,0.00155048,0.00127516,0.00122141,0.00122361,0.00140345,0.00135305,0.00138057,0.00134808
2556,0.00140103,0.00144498,0.00150002,0.00129886,0.00121674,0.00128561,0.00139813,0.0013596,0.00139961,0.00151211
2557,0.00153607,0.00359017,0.00330205,0.00159035,0.00149583,0.00138587,0.00160008,0.00136818,0.00155802,0.00134349
2558,0.001666,0.0016675,0.00158181,0.00138701,0.0012441,0.00144869,0.00159136,0.00217551,0.00293744,0.00154415
2559,0.0016383,0.00158654,0.00157577,0.00143094,0.0012152,0.00125272,0.00155065,0.00158004,0.00370974,0.00328186
2560,0.00377849,0.0042157,0.00408242,0.00289215,0.00256098,0.00162562,0.00184152,0.00186831,0.0031057,0.00189982
2561,0.00210841,0.00203043,0.00203513,0.00164611,0.00172428,0.00161696,0.00181751,0.00195192,0.00191362,0.00209337
2562,0.00172351,0.00382434,0.00467947,0.00317967,0.00235474,0.00246747,0.00290651,0.00262197,0.00269301,0.00247538
2563,0.00210148,0.00183744,0.00176115,0.00137199,0.00154269,0.00122806,0.00158334,0.00143388,0.00149227,0.00153489
2564,0.00150198,0.00173339,0.00148058,0.00145466,0.00122204,0.00136484,0.00153415,0.00138939,0.00157569,0.00141494
2565,0.00163991,0.00161156,0.00167011,0.00137014,0.00117635,0.00139393,0.00144388,0.00158594,0.00147544,0.00215056
2566,0.00380047,0.00246067,0.0022744,0.00217643,0.002629,0.00360954,0.0036553,0.00330593,0.00310285,0.00285293
2567,0.00214558,0.00232272,0.00224353,0.00226714,0.00211696,0.002697,0.00351889,0.00314609,0.00285042,0.00228885
2568,0.00194044,0.00166731,0.00152914,0.00121147,0.00121822,0.0012448,0.00137813,0.00136169,0.00141299,0.00135389
2569,0.00146605,0.00163784,0.00150139,0.00118833,0.00122469,0.00120723,0.00138029,0.00135259,0.001369,0.00135635
2570,0.00143663,0.00161935,0.00153051,0.00124093,0.00122292,0.00119959,0.00137086,0.0013708,0.00138799,0.00138093
2571,0.00142801,0.00155844,0.00149059,0.00123481,0.00115587,0.00120046,0.00137734,0.00135688,0.00137085,0.00136745
2572,0.00138126,0.00147439,0.0015702,0.00124294,0.00117533,0.00127105,0.00137337,0.00137857,0.00140266,0.00135932
2573,0.0014019,0.00144794,0.00151053,0.00125118,0.00120117,0.00125883,0.00138391,0.00133945,0.00136088,0.0013397
2574,0.00142904,0.00144843,0.00155043,0.00124127,0.00120723,0.00123669,0.00146528,0.00139516,0.00138096,0.00136025
2575,0.00140924,0.00142626,0.00189731,0.00139852,0.00135122,0.00144057,0.00144724,0.00171829,0.0014177,0.00158536
2576,0.00141419,0.00150978,0.00162308,0.00127013,0.00147322,0.00123342,0.00157014,0.00142713,0.00138994,0.00153148
2577,0.00143423,0.00194712,0.001922,0.00144887,0.0012512,0.00126497,0.00155295,0.00146671,0.00156237,0.00255025
2578,0.00139854,0.00161313,0.00146565,0.00120495,0.00157877,0.00122153,0.001364,0.00136275,0.00137266,0.00141497
2579,0.00160992,0.00160932,0.00154408,0.0012674,0.00117826,0.00118502,0.0013752,0.0013537,0.00136856,0.0013675
2580,0.00165227,0.00157959,0.00150899,0.00121353,0.0011892,0.00119255,0.00348641,0.001428,0.00139919,0.00274166
2581,0.00167256,0.00152115,0.0014817,0.00118833,0.00128592,0.00118765,0.00138777,0.00137279,0.00149018,0.00146993
2582,0.0014016,0.00157262,0.00155612,0.00141244,0.00133685,0.00120929,0.00154646,0.00137861,0.00149352,0.00138962
2583,0.00138254,0.00158658,0.00173065,0.00134215,0.00119268,0.00128171,0.00138975,0.00136876,0.00140591,0.00134763
2584,0.00137728,0.00141171,0.00144323,0.00117177,0.00120571,0.00117867,0.00138972,0.00134316,0.00139887,0.0013231
2585,0.00140215,0.00143751,0.00141693,0.00118753,0.0011672,0.00116964,0.00137636,0.00132232,0.00137065,0.00137954
2586,0.0014037,0.0016871,0.00143672,0.00119108,0.00173136,0.00158123,0.00196383,0.00195546,0.00203166,0.00197924
2587,0.00186807,0.00313727,0.00189151,0.00149977,0.00120827,0.00141695,0.00142126,0.001498,0.00140022,0.00155849
2588,0.00308228,0.00335161,0.00375569,0.00336,0.00331434,0.00357532,0.00387644,0.00418118,0.00438323,0.00461458
2589,0.00410006,0.00466532,0.00445562,0.00374736,0.00301754,0.0027508,0.00248081,0.00205005,0.00252471,0.00301152
2590,0.00347991,0.00508592,0.00334767,0.00261603,0.00335247,0.00342469,0.00324282,0.00296771,0.00326332,0.0032011
2591,0.0030775,0.00285727,0.0023878,0.00219667,0.0019689,0.00177282,0.00190566,0.00159759,0.00163052,0.00389084
2592,0.00421056,0.00413265,0.00323839,0.00243218,0.00244453,0.00250305,0.00276613,0.00258485,0.00228505,0.00227208
2593,0.00209542,0.00208189,0.00189853,0.00152327,0.00152008,0.00136706,0.00139027,0.00184234,0.00202241,0.00203852
2594,0.00200212,0.00206789,0.00198329,0.0017189,0.00158845,0.00128647,0.00157098,0.00157951,0.00160644,0.00141608
2595,0.0014281,0.00152354,0.00143398,0.00124621,0.00139659,0.00142615,0.00148105,0.00139193,0.00151696,0.00146596
2596,0.00155925,0.00144054,0.00142491,0.00138248,0.0012121,0.00127319,0.00145237,0.00147763,0.00156036,0.0013953
2597,0.00152666,0.00145711,0.00146348,0.00132526,0.00117761,0.0011857,0.00151512,0.00142114,0.00205399,0.00213124
2598,0.00210905,0.00198987,0.00177554,0.00280164,0.00288396,0.00203367,0.00171884,0.00181364,0.00149062,0.00152153
2599,0.00146673,0.00147537,0.00353514,0.00186436,0.00144725,0.00166657,0.00182714,0.00201009,0.00251141,0.00489696
2600,0.00366353,0.00329028,0.0031456,0.00295319,0.00366873,0.00315753,0.00363546,0.00393421,0.00320607,0.00283281
2601,0.00308353,0.00297441,0.0029312,0.00293815,0.00288339,0.00280931,0.00551721,0.00278984,0.00208548,0.00162137
2602,0.00175474,0.00158779,0.00147214,0.00122663,0.00125328,0.00121297,0.00140184,0.00136487,0.00140435,0.00135444
2603,0.00141251,0.00286947,0.00155314,0.00123344,0.00120875,0.00119945,0.00137456,0.0013964,0.00141905,0.00137371
2604,0.00148193,0.00151213,0.00165764,0.00123737,0.00118472,0.00138649,0.00137125,0.00144239,0.00139369,0.0013622
2605,0.00142298,0.00157161,0.00148038,0.00118855,0.00123284,0.00122761,0.00139018,0.00140091,0.00136994,0.00135584
2606,0.001404,0.00150067,0.00155339,0.00122182,0.00118563,0.00142227,0.00141896,0.00141352,0.00137072,0.00207846
