idx,TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_CHACHA20_POLY1305_SHA256,TLS_RSA_WITH_RC4_128_SHA,TLS_RSA_WITH_3DES_EDE_CBC_SHA,TLS_RSA_WITH_AES_128_CBC_SHA,TLS_RSA_WITH_AES_256_CBC_SHA,TLS_RSA_WITH_AES_128_CBC_SHA256,TLS_RSA_WITH_AES_128_GCM_SHA256,TLS_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_RC4_128_SHA,TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256
4672,0.002254657,0.001475163,0.0014288,0.001443176,0.001429678,0.001255243,0.001928834,0.001314445,0.001374474,0.001289435,0.001512364,0.003285859,0.001559891,0.001443486,0.002261319,0.001429247,0.00195843,0.001455078
4673,0.001442394,0.001485894,0.003161545,0.003073447,0.001311226,0.001391051,0.001428722,0.001523656,0.001976515,0.001965356,0.001635064,0.002295611,0.001623805,0.001738387,0.002297906,0.002333663,0.002256909,0.001996221
4674,0.003821845,0.00389182,0.004459949,0.002825102,0.004162554,0.002933283,0.003095768,0.00335992,0.00457893,0.004099356,0.002948897,0.005323121,0.004731242,0.004508111,0.003988719,0.003960071,0.004496884,0.004897782
4675,0.003141181,0.005136181,0.003284125,0.003196511,0.003342614,0.003261372,0.002993268,0.003476025,0.003278501,0.00411013,0.005469337,0.004625564,0.005726718,0.004757614,0.004429489,0.003722051,0.00358785,0.004504703
4676,0.003967768,0.003250107,0.003626687,0.00254551,0.003248323,0.002450478,0.003226759,0.002895916,0.003286955,0.002576478,0.003729058,0.003016881,0.004114768,0.002926309,0.003440398,0.002868221,0.004270285,0.003021997
4677,0.003439775,0.002702184,0.003113359,0.001895002,0.002441743,0.001579514,0.001405086,0.001275093,0.001296349,0.001293242,0.001533403,0.001711984,0.001452205,0.001694341,0.001664035,0.001733144,0.001464189,0.001735123
4678,0.003437448,0.001605569,0.001456476,0.001443537,0.001459856,0.001260742,0.001246997,0.001249069,0.001247641,0.001277252,0.001743177,0.003343589,0.001668042,0.001460231,0.001781522,0.003079253,0.001771138,0.001443071
4679,0.001435756,0.002616937,0.001608973,0.002998592,0.001553913,0.002762005,0.001280643,0.001466608,0.001273725,0.001431116,0.001785634,0.002846502,0.001482905,0.002382932,0.001440595,0.001470464,0.001587835,0.00143752
4680,0.002220051,0.00181571,0.001626979,0.001414123,0.002300882,0.002110386,0.001565306,0.003592463,0.001977516,0.002939357,0.002933569,0.003532718,0.002940588,0.00399957,0.003942364,0.004517949,0.002738538,0.003850289
4681,0.004134794,0.003601575,0.003151828,0.002555707,0.00356225,0.002428532,0.002444224,0.002226843,0.002473838,0.002479989,0.002969485,0.002452474,0.002555733,0.002734346,0.002803939,0.005105473,0.004736609,0.004082759
4682,0.002673823,0.003609018,0.004007043,0.002616721,0.0031342,0.002757077,0.002565805,0.003575343,0.002727988,0.003182263,0.00281956,0.004115124,0.003175529,0.002574547,0.002188724,0.001698212,0.001562854,0.001434544
4683,0.001438979,0.001638204,0.001428449,0.001278122,0.001513938,0.001257105,0.001256718,0.001252303,0.001292201,0.001272831,0.00144756,0.001480865,0.00167561,0.001436419,0.001449263,0.001426145,0.001453589,0.001658371
4684,0.001434611,0.001559132,0.001407048,0.001263288,0.001410311,0.001261072,0.001258128,0.001429564,0.0012452,0.001270584,0.003281883,0.003134104,0.002647871,0.001476223,0.001618073,0.001454074,0.001634547,0.001493562
4685,0.001758868,0.002138801,0.001734366,0.001329336,0.001340388,0.001247295,0.001345531,0.001254137,0.001257532,0.001481994,0.00142976,0.001470654,0.001456685,0.001430166,0.001659092,0.001417742,0.001459938,0.001417884
4686,0.001409072,0.001603354,0.001404433,0.001258361,0.001507203,0.001263205,0.001379855,0.001243978,0.00127801,0.001270985,0.001439469,0.00144638,0.001664,0.001423843,0.001431962,0.001418947,0.001471308,0.001673522
4687,0.001457905,0.002189928,0.003265786,0.001496352,0.001291156,0.001379839,0.001258919,0.001271772,0.001485727,0.00127622,0.001453081,0.001452502,0.001434799,0.001454839,0.00142171,0.001431678,0.001664639,0.001417987
4688,0.001447679,0.001459857,0.001403392,0.00151717,0.001279604,0.001267627,0.001251131,0.001356487,0.001245132,0.001258888,0.001436149,0.001457045,0.001428676,0.001429419,0.001653494,0.001423015,0.001458495,0.001423093
4689,0.001412628,0.001601244,0.001401362,0.001267658,0.001501757,0.001252806,0.001283486,0.001250367,0.001301046,0.001369196,0.002319021,0.001477585,0.002268928,0.002269597,0.001642911,0.002192594,0.001574884,0.002223257
4690,0.002032543,0.00212419,0.001537464,0.002813411,0.002748324,0.002716924,0.003006755,0.003396481,0.003124632,0.002825347,0.003124679,0.003166851,0.00311207,0.003178954,0.003273723,0.002615165,0.001720968,0.001462465
4691,0.001551711,0.001462101,0.001726563,0.001704802,0.001822173,0.001505852,0.001336035,0.001475429,0.001246954,0.001448537,0.001424479,0.001450694,0.001659035,0.001427316,0.001429888,0.001421837,0.001441808,0.001654765
4692,0.001411349,0.001475832,0.001410457,0.00124988,0.001388161,0.001246632,0.001248349,0.001383555,0.001255813,0.001261938,0.001654222,0.001445439,0.001442856,0.001637493,0.001425326,0.001654251,0.001446137,0.001425975
4693,0.001436163,0.001452336,0.001455099,0.001355933,0.001329695,0.001287217,0.001313676,0.001280839,0.001306153,0.001412229,0.001709703,0.002444231,0.003226386,0.003668252,0.003695781,0.00318125,0.0027401,0.003622892
4694,0.003438858,0.002305639,0.002054835,0.003251061,0.002040718,0.002226533,0.001641756,0.002836491,0.001671066,0.001602029,0.001537622,0.001480266,0.001432454,0.002238937,0.001487922,0.002228417,0.001469412,0.003821955
4695,0.003327287,0.002627525,0.004637779,0.003475981,0.003113321,0.003226619,0.00436229,0.003897917,0.004049957,0.002667487,0.004700673,0.002824623,0.004044198,0.002572368,0.002614673,0.002193081,0.003877413,0.002349276
4696,0.004093192,0.003486138,0.002720964,0.003442346,0.002592184,0.002911221,0.002238126,0.002585104,0.003938716,0.0022707,0.002271563,0.002131001,0.001697976,0.003542099,0.002103008,0.003867679,0.002201348,0.001972587
4697,0.001573187,0.001495222,0.002349089,0.001848472,0.002205919,0.001302732,0.00129743,0.001370017,0.00124781,0.001273518,0.001848502,0.002538738,0.002449976,0.001487077,0.002471519,0.001434557,0.002420931,0.001430998
4698,0.002193137,0.002276989,0.001492704,0.002084955,0.001307492,0.003152079,0.00272849,0.00359,0.00519463,0.003268191,0.003597796,0.002778587,0.004082461,0.003226088,0.004469662,0.004392361,0.003673134,0.003671984
4699,0.002823872,0.002856053,0.003102348,0.002878377,0.00256312,0.002532581,0.002263623,0.001936322,0.002136192,0.001643363,0.002671332,0.001815961,0.00243055,0.001808692,0.00160484,0.00178799,0.001603613,0.001712309
4700,0.001486508,0.001520025,0.001617055,0.001348639,0.001482332,0.001421491,0.001357586,0.001503224,0.003424351,0.003169658,0.003696301,0.004443409,0.00476928,0.005141505,0.00470134,0.004467249,0.004692713,0.003308166
4701,0.002752395,0.002888864,0.003060011,0.003006799,0.002631317,0.002284994,0.002352024,0.002135738,0.004103205,0.003960206,0.004546276,0.004408561,0.004105708,0.004760123,0.00293497,0.002887659,0.003309116,0.003338627
4702,0.002809823,0.002736404,0.002508276,0.002318976,0.002240307,0.002030796,0.001799692,0.001744967,0.001580313,0.001586947,0.002884345,0.005044681,0.002708922,0.004788857,0.0045169,0.00536504,0.003241208,0.004325703
4703,0.002722142,0.003133903,0.002685899,0.003996822,0.003905579,0.003619395,0.004377959,0.004142189,0.003931206,0.002730989,0.0035771,0.002647159,0.002251998,0.002037055,0.003362727,0.001861205,0.001701191,0.001435492
4704,0.001474727,0.002040531,0.001444241,0.001447025,0.001321599,0.001258079,0.001387647,0.00294073,0.002795459,0.002798203,0.003810505,0.004347116,0.003932608,0.005087143,0.004329425,0.002394138,0.003078337,0.00427128
4705,0.002982697,0.002976884,0.003287799,0.003565416,0.003126014,0.002847365,0.002519588,0.002394045,0.002094627,0.001964977,0.002130979,0.001944599,0.001798837,0.001706894,0.001660547,0.001577405,0.001624166,0.001512631
4706,0.001563306,0.00158393,0.001476583,0.001491796,0.001318597,0.001410648,0.001336884,0.001265302,0.001398327,0.001435242,0.001551105,0.001573927,0.001506573,0.0019551,0.001507541,0.001652086,0.001542176,0.002109629
4707,0.00399703,0.001616408,0.002501811,0.003877208,0.003879452,0.004101234,0.002869217,0.003949003,0.004323594,0.001948766,0.004875851,0.003466319,0.002855144,0.003335752,0.003105218,0.003243911,0.003531226,0.003131174
4708,0.003158654,0.003153579,0.003022594,0.00266189,0.002707655,0.002833867,0.002872791,0.002683182,0.002681502,0.002844561,0.003352835,0.0037325,0.003242714,0.003199099,0.003345752,0.003660997,0.003234391,0.003116842
4709,0.002455376,0.003060494,0.002541846,0.002865808,0.002470253,0.003026904,0.002501865,0.003261998,0.002600808,0.003357851,0.003475537,0.002791615,0.003148407,0.002958938,0.003181735,0.002916311,0.002844491,0.002753785
4710,0.002676279,0.002778356,0.002472028,0.002220679,0.002045334,0.001972488,0.002017276,0.001857553,0.001793035,0.001753775,0.001901746,0.001879448,0.001715764,0.001838934,0.001897439,0.001667661,0.00195119,0.001659038
4711,0.001648553,0.001605486,0.001442876,0.001442581,0.001374802,0.001377175,0.001445755,0.001279956,0.001497434,0.001383768,0.001780178,0.002649179,0.002636103,0.002607219,0.002490496,0.002644271,0.002375311,0.002821704
4712,0.002258546,0.002325401,0.001884095,0.001803755,0.001655878,0.001764415,0.001584459,0.001826712,0.001868256,0.001884374,0.002060866,0.00217869,0.001858141,0.00210712,0.001847562,0.002055357,0.001847837,0.001921794
4713,0.001685563,0.001766728,0.001612641,0.001496189,0.001435162,0.001366442,0.001456255,0.001348147,0.00216027,0.002164845,0.002593366,0.001807777,0.001777948,0.001455389,0.002373001,0.002297011,0.001634869,0.00160724
4714,0.001467928,0.001485579,0.001552251,0.001475305,0.001457345,0.001486388,0.00132688,0.002118458,0.001342062,0.00146768,0.002305508,0.001777843,0.001621363,0.001689202,0.001611539,0.0015838,0.001632407,0.002446904
4715,0.001539454,0.002258434,0.002284595,0.001989319,0.001991922,0.001314599,0.002013148,0.001270186,0.001278598,0.002229383,0.003315696,0.002471996,0.001499075,0.002437139,0.00144978,0.00165706,0.002394517,0.001477854
4716,0.002122866,0.00148123,0.002165045,0.001294354,0.001983958,0.001289243,0.001703564,0.003212925,0.001450248,0.001353807,0.001463921,0.004060295,0.001674009,0.002240396,0.001684402,0.00184205,0.00163355,0.001445847
4717,0.001576175,0.001466083,0.001512965,0.001268308,0.001418403,0.001270302,0.001377696,0.001305945,0.00151029,0.001290998,0.001466565,0.001647687,0.001440183,0.001696504,0.003341407,0.003359387,0.003995208,0.00168549
4718,0.003077697,0.001881085,0.002246617,0.001657043,0.002167663,0.001663911,0.002046312,0.001631727,0.002020945,0.002187888,0.003672343,0.002082726,0.003866524,0.00230391,0.002095919,0.001691396,0.001523355,0.003638934
4719,0.001682018,0.001596924,0.001425274,0.001327706,0.00128803,0.001273165,0.00137796,0.002204268,0.003285442,0.002170201,0.002422567,0.001581281,0.001757174,0.001587453,0.00152396,0.001794163,0.001639642,0.002484294
4720,0.001454416,0.001631147,0.001519864,0.001289121,0.001491761,0.001357885,0.002118301,0.002228861,0.001426313,0.002313242,0.002635872,0.001996005,0.002601577,0.004184168,0.004169418,0.003051389,0.003837769,0.004149641
4721,0.003879482,0.002631369,0.004786634,0.004725039,0.002900285,0.003416763,0.001850392,0.003445498,0.002021429,0.0035619,0.002514228,0.003621215,0.002335454,0.002462245,0.002413798,0.002356126,0.002419109,0.002344956
4722,0.002141584,0.002310637,0.002281497,0.002054207,0.001910205,0.001838893,0.001959248,0.002016505,0.003699187,0.001511093,0.004046057,0.002467483,0.003053548,0.002377034,0.002787269,0.003999842,0.002699286,0.003231692
4723,0.003446772,0.003204262,0.002196929,0.003643482,0.003531701,0.002348775,0.004388245,0.002773169,0.002591424,0.002285857,0.002781362,0.00229154,0.002585059,0.001880011,0.002401009,0.00178514,0.002404281,0.001827565
4724,0.002327529,0.003646138,0.005030815,0.003131941,0.002383167,0.001456979,0.001993783,0.00132705,0.001914308,0.001321795,0.002269392,0.001494886,0.003765474,0.003514133,0.003348725,0.003333002,0.003084944,0.001505866
4725,0.003295951,0.003388405,0.003283144,0.002888137,0.003093091,0.002949982,0.002999446,0.002784817,0.002726829,0.003181779,0.005727918,0.005160051,0.004563747,0.004747979,0.003532661,0.004399375,0.003368546,0.005174315
4726,0.005278291,0.003842891,0.004442714,0.003825215,0.003750211,0.003258276,0.002484191,0.003367095,0.003062729,0.003146464,0.00224407,0.002744075,0.004070073,0.005622897,0.004517219,0.005221387,0.005800836,0.003904677
4727,0.002840723,0.004029271,0.003132727,0.003253476,0.002536058,0.003328694,0.002431163,0.002872513,0.002282381,0.002351864,0.002135421,0.001805177,0.001819422,0.003319716,0.00194165,0.00166545,0.003260233,0.001943749
4728,0.00156268,0.003374477,0.001791997,0.001605596,0.002031105,0.001329172,0.002276666,0.001311209,0.001306828,0.001282493,0.001551611,0.001466758,0.001544992,0.001420709,0.001581927,0.001420148,0.002484858,0.001487177
4729,0.003466885,0.00235045,0.001420067,0.00129673,0.002219006,0.001287402,0.001406063,0.00124644,0.001268167,0.001272487,0.001559991,0.001481136,0.001536649,0.001434352,0.001604696,0.002492869,0.001485579,0.001552041
4730,0.002228781,0.001462572,0.001552287,0.001400028,0.001279322,0.002085176,0.001261461,0.001394075,0.0012378,0.00133801,0.001428692,0.001561576,0.001440375,0.001549264,0.001749831,0.001591567,0.001759392,0.001635184
4731,0.00140657,0.002090268,0.001406784,0.001416314,0.001505053,0.001259628,0.001258715,0.001242841,0.001231647,0.001389653,0.001722706,0.001461796,0.001656096,0.001592059,0.001420944,0.001697635,0.001450184,0.001714693
4732,0.003229287,0.001611059,0.003264135,0.001519957,0.003027297,0.001452605,0.001286607,0.001355543,0.001262856,0.001278931,0.001587049,0.002471771,0.001449142,0.00145133,0.001428883,0.002420723,0.001451431,0.002462491
4733,0.003618209,0.003144202,0.003879965,0.003717547,0.003014429,0.00347032,0.002941914,0.002468993,0.002847242,0.002250951,0.003199335,0.002170186,0.002305458,0.003587884,0.004274747,0.001619561,0.002349016,0.001968261
4734,0.002482835,0.002010862,0.003218715,0.002869732,0.003000529,0.002848473,0.003906623,0.003725462,0.002447853,0.002757232,0.00292342,0.002760767,0.004445183,0.004130275,0.002621834,0.002664136,0.002755953,0.002672869
4735,0.002318208,0.002143086,0.002424075,0.001482258,0.002877407,0.003141706,0.002227451,0.002016326,0.003440582,0.002266219,0.00321978,0.002517523,0.002275716,0.002036702,0.002102626,0.002386365,0.002770478,0.002484252
4736,0.002461697,0.002252229,0.002105561,0.001871655,0.001806262,0.001785671,0.001604752,0.00151767,0.001354807,0.001346962,0.001658845,0.001623968,0.001660092,0.001610088,0.001562166,0.001602724,0.001589579,0.001747746
4737,0.001496516,0.001616359,0.001460685,0.001349803,0.001508473,0.001339253,0.001415003,0.001314417,0.001278456,0.001455029,0.001547774,0.001626951,0.001590906,0.001519658,0.001923145,0.00232341,0.00163886,0.002251996
4738,0.001558288,0.002142322,0.001560041,0.001870848,0.001522812,0.001371411,0.001846044,0.001336926,0.00183952,0.001421043,0.002328605,0.001543673,0.00230535,0.001483969,0.002291053,0.002044838,0.0023572,0.001528175
4739,0.002066939,0.003964125,0.004822819,0.003159852,0.00683532,0.002743035,0.005167681,0.005096876,0.004144837,0.004389194,0.005057007,0.005562716,0.00532018,0.003340289,0.005981563,0.00297832,0.005593568,0.003370873
4740,0.003694213,0.00303657,0.002730189,0.002647723,0.002346103,0.002859134,0.004071164,0.002474099,0.003735353,0.00492025,0.005429275,0.004043711,0.005413859,0.005217008,0.0045539,0.004632849,0.004563693,0.004416694
4741,0.004176519,0.003506934,0.003781043,0.003084133,0.003350479,0.004682004,0.003568296,0.00449024,0.003708394,0.002964784,0.005280274,0.007126656,0.005641519,0.005887121,0.005130103,0.00508404,0.005282504,0.006296044
4742,0.00657407,0.004052812,0.004498673,0.004772093,0.002945126,0.003142801,0.004735898,0.00357681,0.004179413,0.003121793,0.00347759,0.004005627,0.004227379,0.005158612,0.003786232,0.005930529,0.004449381,0.003304105
4743,0.005643752,0.003081284,0.00395,0.004264988,0.005487568,0.0029773,0.00310147,0.004225926,0.005541919,0.00292246,0.005202951,0.006006907,0.00563547,0.004914298,0.003788485,0.00480781,0.003125171,0.004803587
4744,0.003534031,0.003041405,0.003114444,0.002613015,0.002623553,0.00268684,0.003047755,0.002845469,0.002567293,0.002738473,0.002714622,0.002770724,0.003257864,0.002699303,0.00357059,0.002894772,0.003388501,0.002037793
4745,0.002737208,0.002398621,0.002680043,0.002444078,0.002319649,0.002931472,0.003121235,0.003147825,0.004950249,0.003969731,0.004770886,0.00441302,0.005418162,0.003716828,0.005382871,0.005215002,0.00585765,0.003862403
4746,0.002888152,0.003343275,0.003087326,0.004079485,0.002516389,0.003466703,0.002978659,0.002581224,0.002627779,0.004079824,0.003069318,0.002629964,0.002387962,0.001849862,0.001790809,0.001737361,0.003366452,0.001639005
4747,0.001490383,0.003256941,0.00148507,0.001748896,0.002784628,0.001379684,0.001285839,0.00129618,0.002773261,0.001283894,0.001732701,0.001471415,0.00172954,0.001463155,0.001422167,0.001666946,0.003406906,0.001476969
4748,0.001427695,0.001454591,0.003203884,0.001287046,0.001320551,0.001307114,0.00128102,0.00273141,0.001299467,0.001326098,0.001652456,0.00150885,0.001640939,0.001431442,0.001723749,0.00306888,0.001769701,0.002093486
4749,0.001495785,0.001492994,0.001566594,0.001299007,0.001325899,0.001372005,0.001353562,0.001531055,0.002017773,0.002083439,0.002218049,0.002812097,0.003049004,0.003242137,0.003239891,0.003280169,0.003020466,0.004658769
4750,0.004298406,0.003766742,0.00264998,0.002925583,0.002266562,0.002943331,0.003492586,0.00218056,0.003394194,0.003584255,0.002838749,0.003308605,0.003223927,0.002785754,0.003190088,0.002751966,0.003328186,0.002916056
4751,0.004398047,0.004062852,0.00319745,0.004922515,0.00446497,0.00425285,0.004351818,0.003115062,0.003619377,0.002885637,0.002703056,0.002972252,0.002614193,0.002414955,0.00297647,0.002204553,0.002567444,0.001904793
4752,0.002159913,0.001620275,0.004024588,0.002690808,0.002965876,0.003080985,0.002917352,0.002901917,0.002827861,0.002971767,0.003226344,0.004250137,0.002586108,0.002455413,0.002727604,0.002411963,0.004171327,0.002462206
4753,0.002491185,0.002451559,0.003860282,0.002171938,0.002165129,0.001748831,0.001655767,0.001311595,0.001245882,0.001265878,0.001745169,0.001468374,0.00173661,0.002829314,0.001597821,0.001689445,0.002606655,0.002699681
4754,0.001856855,0.003428193,0.00143443,0.001426654,0.001820752,0.001833741,0.001892058,0.001277411,0.001342091,0.001984988,0.002298093,0.001472989,0.00176683,0.001443945,0.001778558,0.003342828,0.002568262,0.001670161
4755,0.001523895,0.003428561,0.001778889,0.001748585,0.001990402,0.002575537,0.002066636,0.004378467,0.003955587,0.003775128,0.004762171,0.004170625,0.002937614,0.003428548,0.004527888,0.005103134,0.003568254,0.002829712
4756,0.002667072,0.003008548,0.003501393,0.002780304,0.002651533,0.002659804,0.002707101,0.005208672,0.003573434,0.00331346,0.002543703,0.005442159,0.00497565,0.004474772,0.004540636,0.005259222,0.002933165,0.002697378
4757,0.002729608,0.003577774,0.003378535,0.002690819,0.002619633,0.002317016,0.002491621,0.002045129,0.001892801,0.001553439,0.001871372,0.003344287,0.001862899,0.001699588,0.003506075,0.00359832,0.002009565,0.001926196
4758,0.001478808,0.001562937,0.002476252,0.00195276,0.003530345,0.002237728,0.003684762,0.002132754,0.001972672,0.001797518,0.003255509,0.004250886,0.004935,0.003806834,0.002928367,0.002747802,0.002700503,0.002741969
4759,0.002332296,0.00498268,0.004556563,0.003096918,0.002554826,0.00358846,0.003147091,0.003505515,0.002699916,0.00354355,0.003526802,0.004178429,0.002810424,0.003700389,0.002520933,0.003587433,0.002342453,0.002792071
4760,0.002009794,0.002500416,0.002281458,0.002128782,0.002071236,0.002097559,0.002443215,0.001859105,0.002473461,0.001748428,0.00239784,0.001563594,0.002232582,0.001545203,0.003921637,0.001625718,0.002340574,0.004061785
4761,0.001979893,0.001958841,0.002216584,0.0013166,0.003415368,0.00192908,0.003995472,0.001933418,0.003817697,0.003070019,0.005440657,0.004762755,0.004106622,0.005823745,0.003878195,0.003619782,0.005048469,0.003296013
4762,0.003439691,0.002348681,0.002654969,0.00321055,0.003509666,0.002260072,0.003060858,0.002048488,0.002588666,0.003493565,0.002406088,0.002996545,0.001810861,0.002795278,0.002643639,0.001556866,0.00232765,0.001452407
4763,0.002083077,0.001477174,0.001717978,0.00222624,0.001336563,0.002368684,0.001319104,0.00131191,0.001243316,0.001308083,0.00236886,0.001690552,0.002317519,0.002445736,0.002386866,0.002973844,0.003153753,0.002223632
4764,0.003079229,0.00393322,0.003813543,0.002508902,0.002951716,0.004233239,0.004413624,0.003449333,0.003130258,0.002810547,0.003643264,0.002935854,0.003395206,0.002707713,0.005584822,0.004613266,0.004905566,0.003793064
4765,0.003088204,0.002670771,0.003134721,0.002657225,0.002861945,0.002357829,0.002571818,0.002692879,0.002123327,0.003523026,0.004057642,0.003966111,0.003929288,0.003186824,0.002420024,0.002462015,0.002405918,0.002306141
4766,0.001808742,0.003606486,0.002046116,0.003435696,0.002123705,0.002061404,0.001595849,0.001665846,0.001279914,0.001295984,0.001473619,0.001528226,0.003249837,0.001579784,0.001652847,0.003120586,0.00147949,0.001654544
4767,0.001436071,0.002447435,0.001415651,0.001431734,0.001281804,0.001364834,0.00126443,0.001249683,0.001309901,0.002363872,0.003126601,0.003274455,0.001748904,0.00325058,0.00194093,0.001447699,0.001877589,0.001438254
4768,0.001531084,0.002600588,0.002261369,0.002189125,0.001303033,0.001682411,0.002139397,0.0012729,0.00139679,0.001262442,0.001588784,0.001561415,0.001832751,0.002469588,0.002517126,0.001579945,0.002686209,0.00227787
4769,0.002951266,0.00419752,0.004382148,0.00242702,0.002999383,0.002373107,0.002958556,0.002217209,0.002928215,0.002255792,0.003155703,0.002247613,0.002913198,0.001768801,0.002398538,0.001426184,0.001576734,0.001529064
4770,0.001432112,0.001460023,0.001545763,0.001400377,0.00127317,0.001401275,0.001251458,0.001381734,0.001239661,0.001511608,0.004146017,0.001638857,0.002567562,0.002465272,0.001483081,0.002414068,0.00146143,0.002369339
4771,0.001432251,0.002245034,0.001422002,0.00191899,0.001282358,0.001679825,0.001266688,0.001336832,0.001251721,0.001429609,0.001466805,0.001778869,0.004008866,0.001599041,0.002450543,0.003405359,0.002418835,0.001457744
4772,0.001442159,0.003590728,0.003314255,0.003627343,0.002504849,0.003766032,0.002649374,0.002371383,0.002619503,0.00215837,0.002174561,0.0018218,0.001578428,0.001445262,0.00163484,0.001428477,0.003148691,0.001441545
4773,0.001410608,0.001581263,0.001417862,0.001507588,0.001784694,0.001377766,0.001359076,0.001267136,0.001350357,0.001441341,0.004018384,0.00436117,0.003880291,0.003791313,0.003607631,0.003291701,0.002920271,0.001524471
4774,0.001529184,0.001501127,0.001774001,0.003863704,0.002238389,0.002161529,0.001727742,0.00169723,0.001354343,0.003252944,0.001762524,0.00200797,0.001438633,0.001744645,0.001451823,0.001766283,0.001530626,0.001532719
4775,0.001434974,0.001504338,0.001410226,0.001340556,0.001304234,0.001335776,0.00125179,0.001292193,0.001241582,0.001370385,0.003797183,0.004005242,0.001480101,0.002217106,0.003054337,0.002405578,0.003349823,0.005122063
4776,0.00304137,0.004650422,0.002885351,0.004790952,0.003881051,0.003677279,0.003880665,0.003803383,0.003980841,0.003545493,0.003526955,0.00319345,0.003252296,0.003095463,0.003993469,0.004354157,0.004094822,0.002693627
4777,0.00271221,0.002956903,0.002489839,0.003818156,0.002503448,0.003794525,0.003963281,0.003185149,0.003982355,0.00280229,0.003719195,0.003652667,0.00496067,0.003144001,0.003423342,0.002311836,0.003252291,0.002467015
4778,0.002889084,0.002034377,0.002690355,0.003116042,0.002178527,0.003302405,0.002077954,0.003009852,0.002752119,0.003575273,0.003540975,0.003763933,0.003612153,0.004126885,0.00390201,0.005101636,0.005379232,0.004236365
4779,0.004982726,0.00314256,0.003936521,0.002874077,0.003346317,0.003270621,0.003312246,0.003573893,0.003319145,0.003241149,0.003823933,0.004675626,0.003992529,0.002778819,0.003724655,0.003290672,0.003884039,0.003605472
4780,0.003267549,0.003020157,0.003366623,0.00308188,0.002476848,0.003022975,0.002377706,0.002925123,0.002101288,0.002950622,0.002417474,0.002639077,0.002857802,0.003311239,0.003194325,0.003643391,0.003706003,0.003826858
4781,0.00332535,0.003506138,0.003175861,0.002992099,0.003485925,0.003381699,0.003331707,0.003388529,0.003460096,0.003463017,0.003814572,0.003140254,0.002630464,0.003652805,0.002259131,0.002884413,0.001865427,0.002599002
4782,0.001523805,0.002306795,0.001433155,0.001598919,0.002302933,0.001424605,0.002783015,0.002241009,0.001358442,0.002080258,0.001461654,0.001786511,0.004023794,0.001553799,0.004093124,0.001901612,0.002604188,0.001548739
4783,0.002188887,0.002330633,0.002228419,0.002167054,0.003581089,0.004502964,0.004252892,0.005030113,0.003419006,0.00322572,0.003739737,0.006055843,0.005239718,0.005020085,0.005523963,0.004126652,0.004959713,0.005687131
4784,0.003590539,0.003523015,0.003772146,0.003310021,0.003283845,0.00333946,0.003281788,0.003677981,0.003877143,0.003344164,0.003057083,0.003350164,0.004806312,0.002937811,0.004793843,0.003896051,0.003795869,0.003607658
4785,0.003111639,0.00270453,0.003130513,0.002454316,0.002853716,0.002290176,0.002859895,0.002378409,0.002702419,0.002381501,0.003371413,0.002768564,0.00328553,0.002401066,0.002901537,0.001816374,0.001721697,0.001435971
4786,0.001413411,0.00158248,0.002217813,0.002123703,0.00130617,0.001495676,0.001257523,0.001386198,0.001245834,0.001276351,0.001447469,0.002585646,0.002379184,0.001597829,0.002424173,0.001430746,0.002495263,0.001417739
4787,0.001815515,0.001463896,0.001408232,0.00275165,0.001316103,0.002683962,0.001375896,0.002653071,0.001365633,0.002630589,0.001654976,0.003076179,0.002569585,0.004223879,0.004268073,0.003599412,0.002244217,0.002875298
4788,0.002618216,0.00296698,0.003038135,0.002574424,0.003567106,0.002202754,0.002055393,0.001830543,0.001777527,0.001669032,0.002019311,0.001804635,0.002175318,0.002031112,0.002129791,0.002270177,0.004379662,0.00254872
4789,0.004297474,0.004347893,0.003928636,0.002451148,0.003614088,0.002498392,0.003464782,0.002559506,0.003633933,0.002299221,0.002732478,0.002263641,0.001947646,0.001586225,0.001638294,0.001425274,0.001661582,0.001420818
4790,0.001637427,0.001659136,0.001446701,0.001444632,0.001324995,0.0013169,0.001387288,0.00132246,0.001423115,0.001367328,0.001555828,0.001704976,0.001649913,0.001656732,0.001507326,0.001541237,0.001618613,0.00149582
4791,0.001552523,0.001586794,0.001485575,0.001375777,0.0013588,0.001358867,0.001347104,0.001348428,0.001462777,0.0013506,0.001590189,0.001601985,0.003252067,0.003022936,0.001806318,0.001722697,0.001725708,0.003079385
4792,0.003055923,0.002584749,0.003310088,0.002184222,0.003472658,0.002548758,0.003120151,0.003718651,0.004279278,0.003119394,0.006460496,0.00492741,0.003693413,0.003826265,0.003851115,0.003126507,0.003530588,0.003241307
