idx,TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_CHACHA20_POLY1305_SHA256,TLS_RSA_WITH_RC4_128_SHA,TLS_RSA_WITH_3DES_EDE_CBC_SHA,TLS_RSA_WITH_AES_128_CBC_SHA,TLS_RSA_WITH_AES_256_CBC_SHA,TLS_RSA_WITH_AES_128_CBC_SHA256,TLS_RSA_WITH_AES_128_GCM_SHA256,TLS_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_RC4_128_SHA,TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256
1496,0.001425991,0.003344986,0.001450962,0.003528077,0.00369948,0.004313577,0.004089517,0.003684892,0.004439895,0.003787199,0.003514499,0.0030708,0.003041151,0.00355361,0.00243269,0.003386268,0.002835468,0.003761739
1497,0.002862288,0.003319055,0.002627021,0.003015903,0.002610399,0.004507577,0.004862171,0.004414711,0.002671873,0.00320659,0.003062199,0.004919065,0.004349652,0.004060918,0.00286418,0.004961703,0.004031325,0.004135955
1498,0.003130063,0.003650259,0.001616525,0.001571769,0.00250971,0.002272937,0.001635406,0.002352101,0.001915162,0.002608274,0.002381059,0.003395646,0.002693371,0.002774852,0.002082538,0.002066895,0.003357345,0.002317608
1499,0.00176548,0.001704117,0.002430923,0.003062448,0.001917497,0.001917308,0.001885392,0.001647903,0.001624016,0.001485474,0.001726212,0.001575697,0.001544847,0.001525074,0.001479153,0.001588481,0.001538016,0.001512121
1500,0.001449885,0.001496104,0.001442195,0.001335735,0.001355792,0.00133265,0.001385384,0.001418829,0.001345011,0.00137125,0.001517953,0.001539928,0.001493828,0.001547707,0.001517846,0.001530971,0.001555414,0.00168914
1501,0.001469271,0.001502812,0.001535332,0.001360929,0.001385876,0.001447168,0.001277327,0.001367564,0.001328397,0.001347144,0.001525802,0.001524179,0.001468345,0.001498337,0.001505711,0.001588986,0.001544962,0.001651275
1502,0.001508645,0.001522115,0.001547409,0.001349643,0.001436383,0.001418989,0.001344509,0.001449116,0.001329035,0.001449418,0.001618525,0.003405918,0.00338978,0.00247603,0.002479045,0.00226647,0.002133887,0.002067208
1503,0.001876547,0.001864954,0.00165149,0.002771889,0.001655605,0.003277998,0.003295511,0.002347135,0.003854656,0.003532755,0.003897638,0.004310543,0.004107163,0.003390373,0.002771235,0.002740179,0.002801364,0.002752688
1504,0.00252865,0.002705109,0.00254966,0.002509417,0.002446617,0.002415031,0.002098361,0.002287446,0.003054774,0.00234615,0.004235489,0.002719184,0.00244862,0.002222546,0.003665505,0.004355609,0.002972132,0.002503523
1505,0.002119413,0.002048546,0.002386195,0.001390141,0.002926004,0.001515898,0.001429015,0.002703307,0.001790271,0.002361779,0.001947082,0.003805451,0.002297779,0.001965777,0.001876539,0.001499582,0.001678868,0.001445799
1506,0.003157654,0.004118794,0.004112737,0.003022438,0.002037204,0.003796993,0.0023315,0.002113505,0.001795429,0.00161637,0.002469357,0.001768196,0.002365356,0.001629169,0.002277325,0.001604603,0.002287898,0.001608984
1507,0.001539774,0.001670073,0.00141809,0.001384042,0.001278851,0.003068414,0.001337137,0.001389396,0.002772833,0.001492543,0.001669074,0.00147778,0.001442584,0.001445466,0.001432354,0.001604902,0.003537626,0.001679951
1508,0.001556571,0.001505732,0.001571508,0.001271514,0.001405824,0.001257011,0.001392603,0.001259805,0.0013638,0.001266797,0.001450162,0.001446596,0.001435781,0.001677285,0.003457928,0.003175855,0.003165159,0.002306371
1509,0.00149547,0.002092443,0.003054209,0.002774527,0.002021959,0.002341125,0.001801658,0.002292193,0.001671151,0.001706594,0.003834322,0.004317954,0.004015197,0.003629832,0.003680145,0.00355217,0.003917324,0.003819339
1510,0.003611482,0.003552687,0.003682205,0.004532296,0.004505129,0.00387565,0.004396354,0.004183985,0.004253938,0.004056035,0.005089483,0.002349709,0.003323941,0.004355254,0.004506469,0.004140603,0.003279129,0.002709262
1511,0.003202573,0.003759341,0.001677019,0.001441459,0.00321076,0.00328465,0.00284773,0.003181159,0.002772339,0.003222311,0.003262931,0.003914275,0.003258044,0.003295813,0.003166239,0.002610151,0.002273078,0.00323993
1512,0.003574053,0.002119592,0.002158128,0.001593358,0.003374782,0.002919431,0.002107929,0.001441892,0.003631732,0.003676616,0.003725502,0.00382394,0.003682183,0.003861942,0.005022704,0.004441772,0.004222699,0.003003521
1513,0.003269102,0.004819162,0.004909613,0.003885182,0.004680482,0.002796118,0.004537931,0.00363986,0.002865591,0.004024614,0.003301884,0.004545868,0.004796752,0.00449258,0.004314221,0.003951919,0.004504006,0.004110743
1514,0.003059384,0.003162458,0.002700779,0.003853337,0.003670576,0.004106834,0.002491597,0.003446686,0.003311774,0.002253803,0.00399872,0.003786222,0.003735105,0.003978463,0.004026468,0.003565615,0.004537818,0.003751001
1515,0.003302025,0.003787437,0.003203635,0.00175122,0.002024214,0.002049048,0.003558909,0.003294381,0.003148223,0.002391173,0.004060842,0.003516228,0.002782722,0.00289026,0.00355362,0.003357288,0.002213958,0.002285904
1516,0.001843835,0.001687366,0.002001311,0.001950823,0.001649871,0.002002655,0.001715732,0.001981955,0.001562439,0.001448495,0.001703283,0.001624284,0.003321829,0.002385286,0.001969503,0.002478598,0.001670568,0.001913835
1517,0.004201161,0.002958663,0.005262596,0.003721234,0.003215695,0.004287705,0.004413137,0.003336117,0.002183662,0.003789538,0.003289767,0.002360687,0.002795923,0.002329211,0.002978318,0.003050394,0.003442691,0.003527156
1518,0.003891812,0.003668671,0.003876272,0.003407114,0.002558009,0.004375247,0.002398794,0.002903067,0.002318583,0.002842916,0.002719643,0.003340227,0.002522668,0.004831024,0.002600025,0.003223643,0.00327878,0.003225972
1519,0.0031388,0.003232983,0.003071498,0.00271761,0.003095911,0.003189752,0.003440011,0.00323806,0.004495839,0.002869402,0.003224528,0.004236672,0.003085386,0.003635343,0.002781992,0.003523162,0.002081943,0.002594302
1520,0.001652233,0.00230787,0.001425042,0.003370709,0.001447389,0.001981088,0.001307791,0.002003971,0.001260704,0.002677403,0.003836769,0.001909896,0.002413964,0.001520622,0.002184414,0.001439589,0.002242021,0.001434564
1521,0.002125906,0.001469216,0.002132117,0.001278117,0.002043823,0.001272486,0.001922631,0.00124296,0.00194559,0.001293224,0.001470717,0.00228823,0.001445833,0.002276046,0.001437588,0.002258881,0.001452937,0.002294024
1522,0.001945126,0.003102468,0.003055273,0.002757284,0.001480729,0.001755074,0.001511899,0.00158863,0.001375425,0.001339839,0.001641899,0.001633738,0.001658725,0.001587082,0.001783806,0.001699087,0.001637404,0.001639095
1523,0.001474147,0.001526065,0.001617318,0.001455837,0.001521956,0.001373866,0.001605853,0.001349329,0.001440961,0.001453026,0.001631614,0.001573079,0.001545361,0.001507939,0.001566599,0.002409477,0.001627662,0.002454082
1524,0.001743799,0.0038499,0.002388245,0.001825593,0.003199446,0.002033716,0.003765967,0.002108912,0.002112161,0.001759725,0.001845368,0.002641469,0.003674799,0.002216,0.002166064,0.001591682,0.001697328,0.001430196
1525,0.001473028,0.001636066,0.001442527,0.002841535,0.00133272,0.003765268,0.001391157,0.002740638,0.003403225,0.002166886,0.002546688,0.002122329,0.001903847,0.001860565,0.001876803,0.00204712,0.00187782,0.001826061
1526,0.001720525,0.001866299,0.001723949,0.001604543,0.001717238,0.001643688,0.001603568,0.001667124,0.001459635,0.001727802,0.001695199,0.00167416,0.001693415,0.001637571,0.001595506,0.001507405,0.001903266,0.001577467
1527,0.001547751,0.0015205,0.001557943,0.001360183,0.001479771,0.001346241,0.002150633,0.001321052,0.001396345,0.001277802,0.002521338,0.001463386,0.001573121,0.00144276,0.002363806,0.001434655,0.002385731,0.001431348
1528,0.002204385,0.001473932,0.002210093,0.001540566,0.002120294,0.001260054,0.001955458,0.001241791,0.00139548,0.001263888,0.001433221,0.00247066,0.001426595,0.002308492,0.001415756,0.002340296,0.001439913,0.002365925
1529,0.001419629,0.002252763,0.001403592,0.001400765,0.001273785,0.001311019,0.001246874,0.001376594,0.001228283,0.002167871,0.001444139,0.002320653,0.001441005,0.002189397,0.001447192,0.002298866,0.003986271,0.001506379
1530,0.001441015,0.00224633,0.001429761,0.001979727,0.001298402,0.002023396,0.001266245,0.001394755,0.001248873,0.00211733,0.001442123,0.003218466,0.002455579,0.001468958,0.002516189,0.001452113,0.002316551,0.001435494
1531,0.002257295,0.001476284,0.002195057,0.001271015,0.003573801,0.003170113,0.00301385,0.003592861,0.003156424,0.003062148,0.00440468,0.003470417,0.004410125,0.004581542,0.004409156,0.00436464,0.004156779,0.004101585
1532,0.004009426,0.004103605,0.00390672,0.003483333,0.003460161,0.003463709,0.003483274,0.003358296,0.003513004,0.003552193,0.003793548,0.003169276,0.00339276,0.003835782,0.003833176,0.003874244,0.003963103,0.003655095
1533,0.003123813,0.003248753,0.003768206,0.002368166,0.002587669,0.002415833,0.002205277,0.002476473,0.002231172,0.003938096,0.002824401,0.002507337,0.002081073,0.004137893,0.004509806,0.002489093,0.002627574,0.002351307
1534,0.004066636,0.002611344,0.004173349,0.002178438,0.002122925,0.001916407,0.00337703,0.002131959,0.003849605,0.004143022,0.004645374,0.002670572,0.004353309,0.002347759,0.004386551,0.00361023,0.001588934,0.001927985
1535,0.003693318,0.001826729,0.002026965,0.002367783,0.002118001,0.001956033,0.001591071,0.001591561,0.002257607,0.001512521,0.001706297,0.001779862,0.002103823,0.002333219,0.002240008,0.002248607,0.002292579,0.002116784
1536,0.00214676,0.002185933,0.001859466,0.001566919,0.001597196,0.001311971,0.002242615,0.001721048,0.001566605,0.001674369,0.002439794,0.003423851,0.002470315,0.003532006,0.003998307,0.004271829,0.003999036,0.005244489
1537,0.004110958,0.004452544,0.001869127,0.003216507,0.003787769,0.002702542,0.004984947,0.002797159,0.003560993,0.002286265,0.002670651,0.002078502,0.00414438,0.003991005,0.00245758,0.002829389,0.003661156,0.004172308
1538,0.004656109,0.005488444,0.003851709,0.003586883,0.00340858,0.002943967,0.003043199,0.003279269,0.004198656,0.003070323,0.004661081,0.002844343,0.004723962,0.003654415,0.004363974,0.003849778,0.004161054,0.003353032
1539,0.003650527,0.002443504,0.002092884,0.00276532,0.002081989,0.002912496,0.00173493,0.002900217,0.002813113,0.002821202,0.003332524,0.003102827,0.00462186,0.004104536,0.00353401,0.00344088,0.003454515,0.003419664
1540,0.004500536,0.004502069,0.004358765,0.004006815,0.002743369,0.003816469,0.001899167,0.003248585,0.002511106,0.003745742,0.005055466,0.006027814,0.003943416,0.003503561,0.005171444,0.004254699,0.003987972,0.00411256
1541,0.004490071,0.004756143,0.003444317,0.003417884,0.003623155,0.003082243,0.003070124,0.003057868,0.003360071,0.00305377,0.004610735,0.004703524,0.004168711,0.003973336,0.004020572,0.003813099,0.003067198,0.004463621
1542,0.003474108,0.002922932,0.002573697,0.002654379,0.002301309,0.00364156,0.004094507,0.003919943,0.003426295,0.003944122,0.003130102,0.00370494,0.003086689,0.003120995,0.003137526,0.002953944,0.003305759,0.003167876
1543,0.003117916,0.003385888,0.003273104,0.003464232,0.002906416,0.003451322,0.003247474,0.001581804,0.003025657,0.001641763,0.00248051,0.001792118,0.003547919,0.002191065,0.004227998,0.002994554,0.004465414,0.003312421
1544,0.005024094,0.003077069,0.004155923,0.002491766,0.002663525,0.002430671,0.002416721,0.002550468,0.00215918,0.00226169,0.002738615,0.003466007,0.002448383,0.002735622,0.001891687,0.003681564,0.002280531,0.002004541
1545,0.001633924,0.001497177,0.001408802,0.001388254,0.001275178,0.001262835,0.001533431,0.002805408,0.001310333,0.001279798,0.00241062,0.003545039,0.001465522,0.002338266,0.001458837,0.002219118,0.001460819,0.002207687
1546,0.00142347,0.002132796,0.001474868,0.001844723,0.001303158,0.001963554,0.001266331,0.00196871,0.001252383,0.001909713,0.001448426,0.002391683,0.001457001,0.002373148,0.002480995,0.002331581,0.001489765,0.002273719
1547,0.001434545,0.001710159,0.00142603,0.001271267,0.001296361,0.001259463,0.001369277,0.002637575,0.001240833,0.001413844,0.00144243,0.001472189,0.001664868,0.003544936,0.003527727,0.003244992,0.003242524,0.002047934
1548,0.002831321,0.001889298,0.002257895,0.001727798,0.003403988,0.001973332,0.002755435,0.001642837,0.002140692,0.001431636,0.00243289,0.001550715,0.002420054,0.001523146,0.002487651,0.001442127,0.001713554,0.001429946
1549,0.001423186,0.001486257,0.001417701,0.00136555,0.001457948,0.001416291,0.001275001,0.001338113,0.001324168,0.00140448,0.001537268,0.001608433,0.001590313,0.001546133,0.001492057,0.001523701,0.001534658,0.001536286
1550,0.001469464,0.002522754,0.001433113,0.002246035,0.001470625,0.002295666,0.001582367,0.002308688,0.00159257,0.002412807,0.001890901,0.002547143,0.001652086,0.002432106,0.001434068,0.002370014,0.001455463,0.002284855
1551,0.001423705,0.002240384,0.00143926,0.001420802,0.001291063,0.00126977,0.001298274,0.002712339,0.00130576,0.001397568,0.00318483,0.003047442,0.003102854,0.001843271,0.003291456,0.003077806,0.003300776,0.001724286
1552,0.003209688,0.001630255,0.001419896,0.001288023,0.001409639,0.001292978,0.001374186,0.002752871,0.001323398,0.001399632,0.003353707,0.001662406,0.003190875,0.001708075,0.001469626,0.001498915,0.001472988,0.001597296
1553,0.001457769,0.00151504,0.001460416,0.001345604,0.001298003,0.001556671,0.002802459,0.001374136,0.002842757,0.00145704,0.001470287,0.001512793,0.001435916,0.003283815,0.001563486,0.002256011,0.001478656,0.002223694
1554,0.001443292,0.002130857,0.001647644,0.001979691,0.0013621,0.001860137,0.001264344,0.001901838,0.001437019,0.001376963,0.003806514,0.001893985,0.004085268,0.003666851,0.00485377,0.003322646,0.005921891,0.00329521
1555,0.004895658,0.004015615,0.003263993,0.002737382,0.004319427,0.003501701,0.003124626,0.002824109,0.004018409,0.003746337,0.004770613,0.003595243,0.00446867,0.004120344,0.002804712,0.003231613,0.003929218,0.003139062
1556,0.003736788,0.001636513,0.001520657,0.002745586,0.002763126,0.002673096,0.003299772,0.00323891,0.001796508,0.002937573,0.003231421,0.003928294,0.002948602,0.002559269,0.004317189,0.003919019,0.004539098,0.004389824
1557,0.002960982,0.002914426,0.002828036,0.002117784,0.002059123,0.001615298,0.001383122,0.001365529,0.001257845,0.001347738,0.00147027,0.001964018,0.001432608,0.001433919,0.001659781,0.003467133,0.003080281,0.003358429
1558,0.001515516,0.001484258,0.003243562,0.001445509,0.00290229,0.001461224,0.002998363,0.001734659,0.002799592,0.001834642,0.001820942,0.003589116,0.002016881,0.001917984,0.003457524,0.002231958,0.004650308,0.004366505
1559,0.002411045,0.002974857,0.003045364,0.002836581,0.003074239,0.0028684,0.002903293,0.004128412,0.003912529,0.002465903,0.002573317,0.002631292,0.002508099,0.002584833,0.002127221,0.001888923,0.001527377,0.001433863
1560,0.001567937,0.001462455,0.003648855,0.00133503,0.003476358,0.003257914,0.003813321,0.003393045,0.003690555,0.003408015,0.004357668,0.004472253,0.004259571,0.005442172,0.004685946,0.004111427,0.005214115,0.00508112
1561,0.003079454,0.003553548,0.004465309,0.00355497,0.003917375,0.004271935,0.004219808,0.004458135,0.004074437,0.004407304,0.004397496,0.004573512,0.004550282,0.00482297,0.004470517,0.003696054,0.003527604,0.004129417
1562,0.003178554,0.003266774,0.003282935,0.002709645,0.002425271,0.003000781,0.003230793,0.003208775,0.003585599,0.002777148,0.003922968,0.003688097,0.00319407,0.004393167,0.004119584,0.003877744,0.003754074,0.00372204
1563,0.003745429,0.00375656,0.003627727,0.003201552,0.002904041,0.00242116,0.003661077,0.0022163,0.003719762,0.002451364,0.004278326,0.003731184,0.003303737,0.004958908,0.003093846,0.004328063,0.004570493,0.004025005
1564,0.004900406,0.002269932,0.003320983,0.002853617,0.004644242,0.004616971,0.003737275,0.002672095,0.003089501,0.003897843,0.003771695,0.003692659,0.003657718,0.003663169,0.003114757,0.003767083,0.002865301,0.005136337
1565,0.003209153,0.003830645,0.002979826,0.003028265,0.002567415,0.003097802,0.002713118,0.002985112,0.002252158,0.00229205,0.002283136,0.004610225,0.002309432,0.004266435,0.002857345,0.004470382,0.004116418,0.002982751
1566,0.004189722,0.002548012,0.003448591,0.004363284,0.004012653,0.003048469,0.002445335,0.003749054,0.002700927,0.00324099,0.003888372,0.005395326,0.00467184,0.00570991,0.004802325,0.00507225,0.003705327,0.004124792
1567,0.003221247,0.003080231,0.003384426,0.003090394,0.002684814,0.004689715,0.002826947,0.002337678,0.001969441,0.004623509,0.00320817,0.0035131,0.00304332,0.004232165,0.002892252,0.003362316,0.003424633,0.004800222
1568,0.003978234,0.004747103,0.004666271,0.004519135,0.004414237,0.003295289,0.004345218,0.003494568,0.004194635,0.003008091,0.004615443,0.003270561,0.002682882,0.003236069,0.004424066,0.004312404,0.002955487,0.003316753
1569,0.003060625,0.002983964,0.002584613,0.002529912,0.003598691,0.00427535,0.004785448,0.004326053,0.004587469,0.002270017,0.003748166,0.002831456,0.002881022,0.002774868,0.003506398,0.003769926,0.003740472,0.003680514
1570,0.003549473,0.003665648,0.004170794,0.00295899,0.002833559,0.002724337,0.002651241,0.001971604,0.0017099,0.002933618,0.00376924,0.002369723,0.001868678,0.001952294,0.003065119,0.001756579,0.001466904,0.003184997
1571,0.001986508,0.001468597,0.003305336,0.001288471,0.001291226,0.001254708,0.001248587,0.001254691,0.001246476,0.001272537,0.00173421,0.003031916,0.001733162,0.003209754,0.001724086,0.001444915,0.001751322,0.001424366
1572,0.001425619,0.002951817,0.001473629,0.001272916,0.001286067,0.001258642,0.001249538,0.001328835,0.001239488,0.001268498,0.001905506,0.003267299,0.001778838,0.001598335,0.001601739,0.001524059,0.002493004,0.001884636
1573,0.003235117,0.001847548,0.003837366,0.002150071,0.003648877,0.003718097,0.003970735,0.003769705,0.003542746,0.004005712,0.004606266,0.004233613,0.003195654,0.003831194,0.00297382,0.00281998,0.002662956,0.00246762
1574,0.002083267,0.002583025,0.002104137,0.002114038,0.002029634,0.002247418,0.001775254,0.002066256,0.001325421,0.001473807,0.002604237,0.002447675,0.002569026,0.002991458,0.001834941,0.004008226,0.003099601,0.005194998
1575,0.003962845,0.00631502,0.005053524,0.003812532,0.004995913,0.004546337,0.002625089,0.00298896,0.00244627,0.003186192,0.002931539,0.003669167,0.004476702,0.004838177,0.004217262,0.004500393,0.003734965,0.003832153
1576,0.001740889,0.002442034,0.002064191,0.00390605,0.002036638,0.002894824,0.003494603,0.002901768,0.002119081,0.002931234,0.004113323,0.003321832,0.002597951,0.004657965,0.003963025,0.003630194,0.003741228,0.005183392
1577,0.004371528,0.004642658,0.003651647,0.002219851,0.003596965,0.002308705,0.003711895,0.002312807,0.002207041,0.003430113,0.002880426,0.003537723,0.002875739,0.003417646,0.003040399,0.003207591,0.002198314,0.002667889
1578,0.001667023,0.001520678,0.001616904,0.001575076,0.001304516,0.001988729,0.001263983,0.001883204,0.001253769,0.002003114,0.001459361,0.00207549,0.001502727,0.002512735,0.003739667,0.003211276,0.002686282,0.003698539
1579,0.002743215,0.003911821,0.002525752,0.003412405,0.002482386,0.001991628,0.001894837,0.001541188,0.001340415,0.001276202,0.00170315,0.001457423,0.001629364,0.003342405,0.003034528,0.002011922,0.003919198,0.002480116
1580,0.002154771,0.001874311,0.001711735,0.0012645,0.001447844,0.002736796,0.001594986,0.00150547,0.001580946,0.001707485,0.00206238,0.002005507,0.002361937,0.002226295,0.002171372,0.001947854,0.002166905,0.003227357
1581,0.00310583,0.002212517,0.003466275,0.003288948,0.002508922,0.003766835,0.003568728,0.001873366,0.003496679,0.001755915,0.001885372,0.004564074,0.003365991,0.005036612,0.004728381,0.00317283,0.00299287,0.002624089
1582,0.002622524,0.002618711,0.002490757,0.002794782,0.001847116,0.002004093,0.001824098,0.002012162,0.00175456,0.001835316,0.001951269,0.001967684,0.00175526,0.001912956,0.001722432,0.001887263,0.002872811,0.001813994
1583,0.001731007,0.001713267,0.001627271,0.001465646,0.001383588,0.001590825,0.002020353,0.001363508,0.002001347,0.00132579,0.001541571,0.002382857,0.001487655,0.002403382,0.001658706,0.00273026,0.001988419,0.002846971
1584,0.002242752,0.002849823,0.00213332,0.002973097,0.002261418,0.002842402,0.002459693,0.002825433,0.00232014,0.002342464,0.002488097,0.002626026,0.002565464,0.002422489,0.002020445,0.003771955,0.004534244,0.004332881
1585,0.002910128,0.003298297,0.005253545,0.004801466,0.005637905,0.00419536,0.005443139,0.003005601,0.004444976,0.002716172,0.004583434,0.002600737,0.004094587,0.004712962,0.003661371,0.003659395,0.002815985,0.003796577
1586,0.00270837,0.003758366,0.003524045,0.003331246,0.002416383,0.004358951,0.004165794,0.004612551,0.002965873,0.004209001,0.005372551,0.004248648,0.003330825,0.007335764,0.005845008,0.003286779,0.007690124,0.004475454
1587,0.005449119,0.005448842,0.003770057,0.004363628,0.003610404,0.004139245,0.003461169,0.003504298,0.003162957,0.003104477,0.003881463,0.004375996,0.00423286,0.003933781,0.003864761,0.003781612,0.003756027,0.003413566
1588,0.00322312,0.003304114,0.003104513,0.002991872,0.003307973,0.002546504,0.002917575,0.001962176,0.002606378,0.001889719,0.002609402,0.00233699,0.002390464,0.002443578,0.002375844,0.002521802,0.002556403,0.003571659
1589,0.003316157,0.003779894,0.002493887,0.002723536,0.002185714,0.002713466,0.001783429,0.003381909,0.003555164,0.00366149,0.004150643,0.004462463,0.005070109,0.00518189,0.007086922,0.002937396,0.005614365,0.002691647
1590,0.003822583,0.002643045,0.002149003,0.00214601,0.003422045,0.001401083,0.003384175,0.002382199,0.002720029,0.002396139,0.001558693,0.002709809,0.001555136,0.002848029,0.001701718,0.00335391,0.002461203,0.001700576
1591,0.002128068,0.001559786,0.001648261,0.001595497,0.001424512,0.00149786,0.001676811,0.00161959,0.00143469,0.001293384,0.00148985,0.001517329,0.00153493,0.001518382,0.001482504,0.00152639,0.00152557,0.001498216
1592,0.001478098,0.00152177,0.001490054,0.001384135,0.001513824,0.001488409,0.001281973,0.001367346,0.002885103,0.001413142,0.003211725,0.004115317,0.005093047,0.004521297,0.003949132,0.004620075,0.003446552,0.004769853
1593,0.004556322,0.002578796,0.003084946,0.003838102,0.004062691,0.003396753,0.002459815,0.002091747,0.004621447,0.002822417,0.003452831,0.00344928,0.00305861,0.005857095,0.004475318,0.004141207,0.004627628,0.004649046
1594,0.003109739,0.003124692,0.003026389,0.003231182,0.002649737,0.002571253,0.002494917,0.002476059,0.00241999,0.002562981,0.002294708,0.002924015,0.002363457,0.003157231,0.002297635,0.003300212,0.002289024,0.00273992
1595,0.00181484,0.002264037,0.001456004,0.001906444,0.001292281,0.001861115,0.001261095,0.001840369,0.001264014,0.001964539,0.002402302,0.001481899,0.001855254,0.002343897,0.001476874,0.002192005,0.001489701,0.002276235
1596,0.002284165,0.002145089,0.002253144,0.00190976,0.002150078,0.001852562,0.00188056,0.00191236,0.001920377,0.00205744,0.002304581,0.002673366,0.002199144,0.003363668,0.002267612,0.003335169,0.002445978,0.003357554
1597,0.002325909,0.003252563,0.002243171,0.002757855,0.002275371,0.002812467,0.002329387,0.002308255,0.002355021,0.00209508,0.002562857,0.002645024,0.002520474,0.003171964,0.002530251,0.003180353,0.002522147,0.002535225
1598,0.002403307,0.002411571,0.002372786,0.001601321,0.002690192,0.001782884,0.002903033,0.00182564,0.001342915,0.002407261,0.001922338,0.00238474,0.001521978,0.002613784,0.003444494,0.002625874,0.001941412,0.002420237
1599,0.001693379,0.0023334,0.001691594,0.002328321,0.001725138,0.001341153,0.001462069,0.002840316,0.001771883,0.002398198,0.002360587,0.002511641,0.002311569,0.002290689,0.001773426,0.003003301,0.00170926,0.003250687
1600,0.004750919,0.002864634,0.00336694,0.00273434,0.003805276,0.002529335,0.003104698,0.00254571,0.003220045,0.003121962,0.003405125,0.002608094,0.003031458,0.002177171,0.002605113,0.002160197,0.002469858,0.001902403
1601,0.002275297,0.001748954,0.002135049,0.001538477,0.001934922,0.001494414,0.002059442,0.001494005,0.001961078,0.001655606,0.001877804,0.001647296,0.003387069,0.003342395,0.002014867,0.003627133,0.002322333,0.001767386
1602,0.004168699,0.002255438,0.002566848,0.002320094,0.001608188,0.002019225,0.001413312,0.001405321,0.001247208,0.002091307,0.001456275,0.002402027,0.001468771,0.001625653,0.002307295,0.001447567,0.002270293,0.001434271
1603,0.002371599,0.001480919,0.00207685,0.001269242,0.001293477,0.001911933,0.001254254,0.001826891,0.002683904,0.001394808,0.003122896,0.001570931,0.003030471,0.002983312,0.00315644,0.001774341,0.001636979,0.00150187
1604,0.001515218,0.003252326,0.001464028,0.002198318,0.0013526,0.001377624,0.001310543,0.001338643,0.003037379,0.001337352,0.003269923,0.002063416,0.003374375,0.004084648,0.002484025,0.004629724,0.002839012,0.005413159
1605,0.003061263,0.002704991,0.002922676,0.004203598,0.004079774,0.003974423,0.003851766,0.004088966,0.003435488,0.004172857,0.003357131,0.003430601,0.004844163,0.004283841,0.004171282,0.002689285,0.003367018,0.004892075
1606,0.005626055,0.006786018,0.004829124,0.00557892,0.001986809,0.003869828,0.001368328,0.002839764,0.001925989,0.002304094,0.004589103,0.003252245,0.002475763,0.002301458,0.004657101,0.002882935,0.004934636,0.00261389
1607,0.004298771,0.002438731,0.004624325,0.003704254,0.002706983,0.004024557,0.002401439,0.003335913,0.004158559,0.002906462,0.00416539,0.00311489,0.004374553,0.003299411,0.002769886,0.003823904,0.005502519,0.004662173
1608,0.004719858,0.004547108,0.003491791,0.002247797,0.003058868,0.003233043,0.002475669,0.002196847,0.002259701,0.00264473,0.003522025,0.003578055,0.003362619,0.002888651,0.003322822,0.003023442,0.003094467,0.003403005
1609,0.00260948,0.003290279,0.002525472,0.003977883,0.003937442,0.00375405,0.004121272,0.004896191,0.003758464,0.004712719,0.003797311,0.0037962,0.003127045,0.002408837,0.002487343,0.003057809,0.003013499,0.003438338
1610,0.004573522,0.004958223,0.004128783,0.003246962,0.002765967,0.003195471,0.002810615,0.005228965,0.00270168,0.004471719,0.004703494,0.003903527,0.00468865,0.005285536,0.004522818,0.004607399,0.003467143,0.003682431
1611,0.001889744,0.002464622,0.002171837,0.003917054,0.004100597,0.003032917,0.003244715,0.002844408,0.00280092,0.002637038,0.00472086,0.003741821,0.00511571,0.004453554,0.004484208,0.003799563,0.002756182,0.002991508
1612,0.002496964,0.004059027,0.00208253,0.00235743,0.001617285,0.00204338,0.001917492,0.002502766,0.003709878,0.002535353,0.003342427,0.0052063,0.005187934,0.005021797,0.003349746,0.003565226,0.003098876,0.005652553
1613,0.005204513,0.005139611,0.00432281,0.004134644,0.004510983,0.004614433,0.004901799,0.00493614,0.004534087,0.004711215,0.004383897,0.005593875,0.003413904,0.004543348,0.003497151,0.00317646,0.002933369,0.003398955
1614,0.003236708,0.003073647,0.002867992,0.00261484,0.002510186,0.002538308,0.002097714,0.001857546,0.003159522,0.002067238,0.001897211,0.002101936,0.003852298,0.002069081,0.002055655,0.001993674,0.001927101,0.001839528
1615,0.00175,0.001821899,0.001892304,0.001521395,0.001334908,0.001262124,0.001288327,0.001385612,0.001249002,0.00133583,0.001751763,0.001621256,0.001678426,0.001949411,0.001733155,0.003130245,0.001968676,0.001423323
1616,0.001456573,0.001470765,0.003200523,0.001262037,0.001280744,0.001253591,0.001241007,0.002733813,0.001351075,0.002284158,0.001486811,0.00245175,0.001602657,0.002769903,0.00434155,0.005735545,0.004272342,0.004982612
