idx,TLS13_AES_128_GCM_SHA256,TLS13_AES_256_GCM_SHA384,TLS13_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256
31,0.001124631,0.001174378,0.001328493,0.001148265,0.001179826,0.001280388
32,0.001211157,0.001217571,0.001286312,0.00135198,0.003077131,0.00281983
33,0.001133156,0.00114091,0.001139438,0.001334508,0.00277033,0.001265335
34,0.001109385,0.001142985,0.001091997,0.001243834,0.002849786,0.001117446
35,0.001102214,0.002851005,0.001149729,0.001259349,0.00265846,0.00113265
36,0.001099722,0.001136165,0.00140404,0.00111932,0.001213766,0.001291348
37,0.001147613,0.001169055,0.001320413,0.001279711,0.002650487,0.001249066
38,0.001163245,0.00126778,0.001160772,0.001155566,0.001213742,0.001156128
39,0.001203975,0.001146967,0.001122303,0.00120681,0.001278847,0.001152899
40,0.001135981,0.001158117,0.001140842,0.001141584,0.001149869,0.001101449
41,0.0011487,0.001166116,0.001140841,0.001159221,0.001146745,0.001126742
42,0.001086427,0.001155238,0.001123814,0.00115953,0.001151708,0.00113424
43,0.001124882,0.001154198,0.001118764,0.001147775,0.001169133,0.001151259
44,0.001133807,0.001235976,0.001110622,0.003275491,0.002993752,0.003094671
45,0.003429364,0.003312953,0.003208789,0.004385973,0.004203114,0.002762203
46,0.004473959,0.004249686,0.003888254,0.002807356,0.004387505,0.002617285
47,0.004115983,0.00447503,0.004093649,0.003428216,0.001861107,0.0031191
48,0.001479548,0.002011762,0.001736397,0.002301268,0.003274623,0.003591529
49,0.002549704,0.002533686,0.002890565,0.002335034,0.003880874,0.00235483
50,0.002411512,0.00287272,0.004257983,0.00279246,0.002462019,0.002498464
51,0.002177992,0.004228022,0.002330984,0.002033505,0.001679737,0.001693498
52,0.001195894,0.001186764,0.001092623,0.002928542,0.001298715,0.001200869
53,0.001107595,0.001131348,0.001098666,0.001110368,0.001211188,0.0011514
54,0.001151886,0.001263178,0.001127183,0.001126164,0.001296216,0.003086029
55,0.001278438,0.001215332,0.001097124,0.00127073,0.001142401,0.00120976
56,0.001207082,0.003092543,0.001191375,0.002721903,0.001570535,0.00132498
57,0.00126076,0.001167539,0.001104375,0.001152148,0.003515576,0.001465048
58,0.002967928,0.001719341,0.001418778,0.003158982,0.001738641,0.002372327
59,0.00172399,0.002285709,0.001874851,0.001920318,0.001909186,0.001994081
60,0.001640679,0.002221335,0.002154269,0.002366152,0.002569463,0.002297046
61,0.002198077,0.00239969,0.001916473,0.002446244,0.002452488,0.002375065
62,0.003263641,0.003364511,0.001853015,0.002224223,0.002267101,0.003463221
63,0.003274958,0.003054741,0.001179789,0.001688385,0.001722557,0.001730807
64,0.001594138,0.00201502,0.001734609,0.002021242,0.002162751,0.002273162
65,0.00211085,0.002415149,0.001998816,0.002536249,0.002363841,0.001980935
66,0.001702162,0.0018736,0.001472908,0.001635797,0.00201279,0.001685515
67,0.001755779,0.002004212,0.001596097,0.002007925,0.001995484,0.002205269
68,0.002041246,0.002608113,0.001503479,0.003270882,0.002434213,0.002285715
69,0.003466088,0.003535167,0.00217863,0.00247924,0.002515946,0.002683331
70,0.002019857,0.00237929,0.002042697,0.002357409,0.002506248,0.002324828
71,0.00215304,0.002400216,0.001903802,0.00235132,0.002593205,0.001813703
72,0.002013225,0.002468496,0.00214471,0.00228535,0.002450369,0.003416593
73,0.00198866,0.002150786,0.002000028,0.003608581,0.002261919,0.00331357
74,0.001914826,0.002082398,0.003219413,0.003339769,0.001500059,0.001994961
75,0.001766394,0.003533955,0.003367831,0.0035686,0.002674714,0.00243295
76,0.003395092,0.003381726,0.00216403,0.002263535,0.003623742,0.003485289
77,0.002161289,0.002375943,0.002030858,0.002374055,0.002443882,0.002229802
78,0.00194692,0.003308062,0.003207198,0.002045558,0.003258792,0.002232418
79,0.001734938,0.003706112,0.003272481,0.003530491,0.003432201,0.003456579
80,0.002366821,0.00158292,0.001769344,0.001844605,0.002075373,0.002113947
81,0.001946208,0.002139445,0.003306964,0.002797995,0.003338435,0.00341715
82,0.003369743,0.00330115,0.002123672,0.002289634,0.002192351,0.002167583
83,0.002177113,0.001971272,0.001706463,0.001523183,0.001402873,0.00114388
84,0.001170508,0.001285445,0.001148715,0.001304313,0.001358474,0.001231872
85,0.001254941,0.00122049,0.001119445,0.001223055,0.001186894,0.001132594
86,0.001128412,0.00125296,0.00120169,0.001149898,0.001419247,0.001288449
87,0.001231804,0.001314506,0.002969872,0.001593338,0.001783018,0.001747334
88,0.001376956,0.0017382,0.001493395,0.001542459,0.001279126,0.001171897
89,0.002698339,0.003001655,0.001444219,0.002441825,0.001566443,0.001358413
90,0.001133684,0.001172953,0.001086409,0.001168498,0.001157747,0.001127452
91,0.001616924,0.001201596,0.001118356,0.001221649,0.001150288,0.001178404
92,0.001162775,0.001154898,0.001124016,0.001116976,0.001159944,0.001837592
93,0.001109144,0.001131637,0.001084854,0.001111082,0.001148362,0.001171547
94,0.001100643,0.001212498,0.001109183,0.002087544,0.001918584,0.00115196
95,0.001174095,0.001150035,0.001200528,0.001143813,0.001200695,0.001110501
96,0.001180309,0.001205834,0.001128761,0.001553134,0.001410878,0.001116265
97,0.00110579,0.001154919,0.001100193,0.001268926,0.001290853,0.001187664
98,0.001161936,0.001179452,0.001192228,0.001163296,0.001151744,0.001230269
99,0.001122131,0.001192941,0.001104844,0.001115654,0.00112428,0.001112371
100,0.001094175,0.001125494,0.001128529,0.001283896,0.001201763,0.001303519
101,0.001140473,0.001200573,0.001095683,0.001163014,0.00114485,0.001136334
102,0.001127206,0.00114393,0.001086319,0.001125662,0.001357524,0.001236839
103,0.002072088,0.001204563,0.001130081,0.001378949,0.001174384,0.001173246
104,0.001181244,0.001154578,0.001110131,0.001731328,0.002965632,0.002785652
105,0.002838096,0.001552281,0.003928214,0.002428939,0.004046411,0.002770166
106,0.002712672,0.002936241,0.002403569,0.002650079,0.002896269,0.00264324
107,0.002176772,0.003020354,0.002547335,0.002728294,0.003353977,0.002867638
108,0.002278024,0.002487541,0.001926473,0.002020072,0.001999211,0.001760164
109,0.001437506,0.001886944,0.001461694,0.001663207,0.001741978,0.001685552
110,0.001414621,0.001662214,0.001556514,0.001516036,0.001985971,0.001463092
111,0.001472723,0.001787624,0.001389602,0.001722973,0.001706184,0.001163957
112,0.001115824,0.001145464,0.001092824,0.001227269,0.001124814,0.001114289
113,0.001101669,0.001228836,0.001097877,0.001146968,0.00121735,0.001559471
114,0.003107773,0.00326329,0.001153669,0.001416416,0.002915405,0.002850617
115,0.001364964,0.001617567,0.002088785,0.001327374,0.001200741,0.001283616
116,0.001210056,0.001154321,0.001090632,0.001109649,0.001157488,0.001194803
117,0.00116266,0.001141599,0.003155703,0.001399556,0.002911771,0.001258962
118,0.001112966,0.001138761,0.002874309,0.001402779,0.002823857,0.001221808
119,0.001109249,0.002885241,0.002655321,0.002629056,0.001340818,0.002847327
120,0.001204848,0.00125419,0.001178744,0.001279999,0.001370051,0.001212571
121,0.001214288,0.001163426,0.001149945,0.001430279,0.001225459,0.001243759
122,0.001100441,0.001153667,0.001108996,0.001109826,0.001153353,0.001169334
123,0.001149406,0.001155667,0.001108922,0.001142633,0.001186424,0.001230136
124,0.001176976,0.00121453,0.001110753,0.001150699,0.001155915,0.001273533
125,0.001117648,0.001236548,0.001125891,0.001165284,0.001155034,0.001223004
126,0.001140049,0.001182903,0.001174195,0.001187513,0.0011508,0.001140421
127,0.001104991,0.001397019,0.001196622,0.001135763,0.00113588,0.001110438
128,0.001097772,0.001133375,0.001109955,0.001180273,0.001204276,0.001171167
129,0.001126496,0.001171353,0.001117526,0.001227165,0.001172752,0.001131142
130,0.001129181,0.001236429,0.001073686,0.001287156,0.001811611,0.0016579
131,0.001502996,0.001783684,0.001470694,0.001582083,0.001634431,0.001653267
132,0.001317794,0.001665794,0.001454808,0.001519986,0.00172305,0.001502373
133,0.001448419,0.001584809,0.001478476,0.001557288,0.001640409,0.001508702
134,0.001399395,0.001691952,0.001342928,0.001613684,0.001722466,0.001342481
135,0.001206759,0.001142482,0.001092441,0.001273796,0.001380776,0.002866071
136,0.002726114,0.001295685,0.001161316,0.001358391,0.001310461,0.001122473
137,0.001104864,0.00120133,0.001300844,0.001806971,0.001492714,0.001324957
138,0.001491826,0.00143854,0.001189754,0.001315987,0.00113907,0.001108235
139,0.001300235,0.001276352,0.001377475,0.001370012,0.001192317,0.001155366
140,0.001133095,0.001250981,0.00111784,0.001481021,0.001164562,0.001122567
141,0.001110219,0.001130093,0.00133094,0.001455677,0.001302896,0.001167532
142,0.001148686,0.001145178,0.001168601,0.001257946,0.001165605,0.00111499
143,0.001111959,0.001143952,0.0010832,0.001405637,0.001837783,0.001217205
144,0.001175933,0.001537641,0.001174794,0.0011606,0.001193236,0.001103041
145,0.001109862,0.001152801,0.001092295,0.001276105,0.001206831,0.001229136
146,0.001155235,0.001197717,0.001127587,0.001191218,0.001156946,0.001220845
147,0.001091952,0.001136687,0.00108828,0.001215227,0.001121081,0.001126989
148,0.001089972,0.001283519,0.001192257,0.001260643,0.001226903,0.001148452
149,0.001110347,0.001132453,0.001193407,0.001484331,0.001216409,0.001306448
150,0.001141854,0.001134925,0.001205321,0.001509475,0.001220782,0.001163855
151,0.001135756,0.001141743,0.002814928,0.002983159,0.00127217,0.002503693
152,0.001238689,0.001183257,0.001129626,0.00129679,0.001239672,0.001133958
153,0.001224431,0.001233868,0.001114166,0.001266021,0.001226321,0.00109939
154,0.001206002,0.001228062,0.001111815,0.001207954,0.00123566,0.001129226
155,0.001126941,0.001237343,0.001190365,0.001136423,0.001286382,0.001207605
156,0.001131039,0.001575656,0.001258736,0.001370865,0.00151685,0.001352486
157,0.001271774,0.001537358,0.001251346,0.001376873,0.00151824,0.001347917
158,0.001253546,0.001535577,0.001258527,0.001365895,0.001512632,0.001456241
159,0.001259665,0.001537256,0.001305924,0.001358774,0.001257363,0.002696213
160,0.001104598,0.002705669,0.001095232,0.002759245,0.002219072,0.001341683
161,0.001212267,0.001294972,0.00125437,0.001162533,0.001385848,0.0012712
162,0.001134514,0.001214295,0.0013495,0.00120432,0.001152347,0.001135665
163,0.001120555,0.001241916,0.001206984,0.001190243,0.001233232,0.001143489
164,0.001124122,0.001329323,0.001126097,0.003071921,0.001677145,0.001136785
165,0.001215466,0.001254623,0.002777371,0.003026729,0.004178917,0.001896696
166,0.001419849,0.001399049,0.001206857,0.001104948,0.001367462,0.001175266
167,0.002282296,0.001174158,0.001126984,0.001253388,0.001173269,0.001131329
168,0.001113549,0.001254439,0.001125045,0.001104464,0.001622517,0.002942907
169,0.001237014,0.001222001,0.001162361,0.001174981,0.001161891,0.001126952
170,0.001225872,0.001149437,0.00111011,0.001284047,0.001307632,0.00113219
171,0.001201966,0.001234523,0.001122119,0.001109649,0.001216295,0.001130032
172,0.001138686,0.001246387,0.0011982,0.001139072,0.001298825,0.001234104
173,0.001110889,0.001298667,0.001214496,0.001161343,0.001286858,0.001216219
174,0.00114106,0.00124197,0.001281725,0.001138074,0.001114421,0.001101529
175,0.001207695,0.001168299,0.001262693,0.001225481,0.00116222,0.001289652
176,0.001209393,0.001170978,0.001205192,0.001400362,0.003328095,0.001197006
177,0.001227405,0.001247538,0.001120661,0.00118015,0.001262321,0.00113261
178,0.001115939,0.00173289,0.001436207,0.001641323,0.001713777,0.001554212
179,0.001414788,0.001601594,0.001415565,0.001494531,0.001641828,0.001509732
180,0.001298142,0.001689825,0.001260863,0.001435901,0.001633196,0.00142236
181,0.00142138,0.001690328,0.001413366,0.001506083,0.001555728,0.001407526
182,0.00124067,0.001194975,0.001198116,0.001219981,0.001276608,0.001329402
183,0.001134704,0.001157577,0.001209173,0.00121402,0.001153815,0.001228751
184,0.001097487,0.001155553,0.001157325,0.001230975,0.001166924,0.001468484
185,0.001204558,0.0011755,0.001114771,0.001144318,0.001150348,0.001128336
186,0.001076076,0.001269819,0.001093248,0.001579743,0.001622938,0.001457342
187,0.0016175,0.001371222,0.001115133,0.001221098,0.001148182,0.001122222
188,0.001129039,0.001247678,0.001150791,0.002818129,0.001311065,0.002880214
189,0.002913643,0.00170953,0.001736918,0.001641516,0.001727858,0.001722256
190,0.001967585,0.002548781,0.002170408,0.001969852,0.001913978,0.002288876
191,0.002116031,0.001924906,0.001650141,0.001472186,0.001393491,0.001160935
192,0.001229439,0.00125058,0.001117263,0.001190682,0.001246731,0.001134487
193,0.001120197,0.001238773,0.001259004,0.001145883,0.00279814,0.002885723
194,0.001203417,0.002456361,0.001380434,0.001722268,0.001890449,0.001807422
195,0.001881466,0.002473223,0.002376409,0.00241868,0.002267159,0.002055533
196,0.001808796,0.002070584,0.00153984,0.001764116,0.00196592,0.001691054
197,0.001772894,0.00197142,0.001513034,0.002128881,0.002616908,0.002832186
198,0.002661331,0.002750737,0.002244264,0.0026901,0.002590171,0.002093944
199,0.001934206,0.002519757,0.002323476,0.002583229,0.00343195,0.002612332
200,0.004138173,0.002133956,0.003804997,0.002406089,0.003374671,0.004097499
201,0.002115377,0.003744714,0.002352631,0.004441191,0.002013357,0.003784878
202,0.001728886,0.00216522,0.002448781,0.004325428,0.002434513,0.002522125
203,0.002042208,0.002194551,0.002544374,0.002537934,0.002220382,0.001908111
204,0.001465069,0.001281776,0.001513921,0.001322286,0.001165859,0.00124553
205,0.001119115,0.00112371,0.001229903,0.001238722,0.001177015,0.001129031
206,0.001111568,0.001184012,0.001092634,0.001128492,0.001225782,0.00119751
207,0.001132998,0.001169853,0.001089595,0.00112166,0.001155735,0.001106263
208,0.001090856,0.0011325,0.001084539,0.001339407,0.001271866,0.001210733
209,0.002885809,0.001182851,0.002808374,0.001142777,0.002412111,0.002822922
210,0.001327445,0.003099548,0.001351653,0.003108657,0.001288734,0.003076905
211,0.001122856,0.002865557,0.002868758,0.001857266,0.003614542,0.001777158
212,0.001687956,0.002124258,0.003642838,0.0047397,0.004762946,0.003990015
213,0.003767427,0.003685921,0.002290915,0.002898341,0.003145724,0.00231667
214,0.002141666,0.002655112,0.002334277,0.002341656,0.00195362,0.001620453
215,0.001358207,0.003072271,0.001516102,0.001390271,0.001191875,0.001283175
216,0.001106242,0.001129791,0.001091947,0.001238431,0.002624003,0.001351141
217,0.001163032,0.001835249,0.001352934,0.001183639,0.001167002,0.001230954
218,0.001118744,0.001241018,0.001125249,0.00114605,0.001163989,0.00115296
219,0.001105349,0.001260517,0.00113942,0.001162693,0.001126945,0.001153027
220,0.001117353,0.001128419,0.001094035,0.001173426,0.001131158,0.001101137
221,0.001099633,0.001121906,0.001092364,0.001296014,0.001170486,0.001142334
222,0.001124198,0.001167595,0.001087878,0.001116063,0.001136699,0.001102875
223,0.001099212,0.00141245,0.002824027,0.002846682,0.002839796,0.001311847
224,0.001223097,0.002968457,0.001485243,0.003844269,0.003646132,0.002385543
225,0.002232677,0.001913408,0.004008383,0.003941372,0.002993261,0.002674924
226,0.002204104,0.001970569,0.00167132,0.003725719,0.00451618,0.004022549
227,0.00222789,0.002193556,0.003721695,0.00221899,0.004305547,0.001694156
228,0.001697023,0.003857838,0.001775005,0.001595789,0.001821065,0.002147936
229,0.002143206,0.002087111,0.002079501,0.002263254,0.002129449,0.001899547
230,0.001500604,0.001309999,0.001217463,0.001312529,0.001179566,0.001234811
231,0.001233265,0.001185961,0.002184157,0.001334591,0.00206467,0.001212014
232,0.001230243,0.001195395,0.001217742,0.001274815,0.001247443,0.001179088
233,0.001090016,0.001151491,0.001167541,0.001190531,0.001281484,0.001161789
234,0.001125299,0.001144588,0.001141087,0.00113104,0.001243786,0.001585295
235,0.001129149,0.001132563,0.001473308,0.001423325,0.001616557,0.001298196
236,0.001141798,0.001701805,0.001476331,0.001601065,0.001774728,0.001446955
237,0.001483199,0.001842935,0.001377151,0.001496346,0.001598619,0.00180982
238,0.001335095,0.001765929,0.001341067,0.001497659,0.001256646,0.001281603
239,0.001187952,0.001140819,0.001286346,0.001354929,0.001134,0.001169404
240,0.001101687,0.001138665,0.001663577,0.001126557,0.001343611,0.001182467
241,0.001153084,0.001216964,0.001116281,0.001282992,0.001405661,0.001149593
242,0.001119323,0.001151976,0.001083722,0.001303899,0.001263814,0.00116948
243,0.001115807,0.00113402,0.001159518,0.001175451,0.001166322,0.001145703
244,0.001109874,0.001127627,0.001098483,0.001234596,0.00113263,0.00111194
245,0.001087638,0.001123484,0.001157619,0.001350322,0.001201789,0.001202808
246,0.001127642,0.001145152,0.001232732,0.00123647,0.001179806,0.001410048
247,0.003109008,0.001184208,0.002890503,0.001503642,0.003186727,0.003859632
248,0.002317445,0.001933707,0.001607531,0.00177667,0.002042344,0.002208206
249,0.001739909,0.001508257,0.001390062,0.001415144,0.001231995,0.001136461
250,0.001095471,0.001260244,0.001241262,0.001242583,0.001160252,0.001470368
251,0.001245253,0.001173281,0.001216062,0.001213116,0.001148908,0.001289759
252,0.001245188,0.001140131,0.00114898,0.0011415,0.001148384,0.001122884
253,0.001194736,0.001228639,0.001113897,0.001363986,0.001253188,0.001152955
254,0.001220142,0.001252265,0.001125011,0.001277009,0.001254047,0.001143407
255,0.001157635,0.001231191,0.001117198,0.001206275,0.001278974,0.001143482
256,0.001117512,0.001235282,0.001189006,0.001140678,0.001268023,0.001216635
257,0.001128104,0.001231816,0.001193827,0.001118131,0.001443593,0.002728514
258,0.001110408,0.001134686,0.002954989,0.001460551,0.00221874,0.001223748
259,0.001228906,0.002802986,0.001215557,0.002779034,0.00124785,0.001271393
260,0.001209168,0.001147381,0.001142187,0.00122834,0.001151924,0.001309524
261,0.001204599,0.001234363,0.001117445,0.001606806,0.002790828,0.001231915
262,0.00110122,0.001143337,0.001159052,0.001229092,0.001122822,0.001224223
263,0.001089856,0.001121549,0.001232916,0.001220949,0.001167347,0.001167865
264,0.001092657,0.001118957,0.001245132,0.001221324,0.001125369,0.001267104
265,0.002812786,0.002908218,0.001111787,0.003026569,0.001544202,0.002214968
266,0.001916593,0.001997207,0.002022836,0.002056592,0.001684211,0.001461988
267,0.001235433,0.001193734,0.002983884,0.003194329,0.002214227,0.003508939
268,0.002056621,0.001935733,0.003444628,0.00203497,0.001766793,0.001753442
269,0.003257336,0.001661336,0.003447393,0.001686624,0.003212396,0.001144947
270,0.00123814,0.003356179,0.001109044,0.002009696,0.001469633,0.001514618
271,0.001287401,0.001515077,0.001212075,0.001304624,0.001287119,0.001235926
272,0.001199929,0.00115541,0.001153487,0.001258481,0.001167789,0.00118214
273,0.001191153,0.001228406,0.001075332,0.001336414,0.001265874,0.001157752
274,0.001208568,0.001239678,0.001112156,0.001390534,0.00126647,0.001145907
275,0.001471156,0.001765108,0.001412176,0.001729187,0.001806376,0.001600414
276,0.001416776,0.001722678,0.00141079,0.001676734,0.00170511,0.001460507
277,0.001493383,0.001614375,0.00141508,0.001598073,0.001606125,0.00147821
278,0.001314128,0.001640039,0.001347961,0.001507458,0.001714369,0.001400307
279,0.001490934,0.001699472,0.001405044,0.001615305,0.001574431,0.001309037
280,0.001231148,0.001187139,0.001146226,0.001234177,0.001272494,0.001382979
281,0.001228537,0.001209859,0.001300952,0.001313731,0.001161562,0.001453179
282,0.001132034,0.001164164,0.001222162,0.001291111,0.001159311,0.001360526
283,0.001216195,0.001139055,0.001142973,0.001172586,0.001128896,0.00118864
284,0.001381144,0.001152321,0.001087956,0.001158141,0.001169074,0.001095104
285,0.001092838,0.001148725,0.001111138,0.001163539,0.001206054,0.001160144
286,0.001142929,0.001151689,0.00111032,0.001122031,0.001164222,0.001134309
287,0.00110639,0.001118977,0.001101887,0.001128045,0.001144271,0.001133816
288,0.001120372,0.001144649,0.001113222,0.001128322,0.001139333,0.00107953
289,0.001111919,0.001142392,0.001104569,0.001135424,0.001145035,0.001118865
290,0.001119983,0.001107006,0.001070012,0.001083258,0.001113926,0.00108604
291,0.001067671,0.001100807,0.001069819,0.001098172,0.001113736,0.002841657
292,0.001176086,0.002842009,0.002813278,0.001399512,0.002115338,0.001180874
293,0.00111406,0.001137303,0.00119938,0.001137315,0.001122358,0.001110235
294,0.001087335,0.001116688,0.001087387,0.001221674,0.001127001,0.001111041
295,0.001093981,0.001115547,0.001084476,0.001210718,0.001219933,0.001155079
296,0.001119378,0.001271388,0.002957631,0.002980117,0.002885028,0.002146942
297,0.003125876,0.001769741,0.00156219,0.001705143,0.003119876,0.002061879
298,0.00220545,0.00245131,0.00192808,0.00187887,0.002060086,0.002321281
299,0.002081715,0.001942436,0.001528074,0.001542587,0.001558079,0.001303126
300,0.001499606,0.001775551,0.001716125,0.001970089,0.001400332,0.001262559
301,0.001260932,0.001447731,0.001326773,0.001313591,0.001142362,0.001458221
302,0.001105267,0.001152331,0.001111843,0.001502976,0.002204226,0.00127066
303,0.001109809,0.00121835,0.001151622,0.001243413,0.001142432,0.001221126
304,0.001099657,0.001142804,0.001122336,0.001217955,0.00119337,0.001264211
305,0.001121973,0.00113054,0.001108385,0.001232799,0.001202184,0.001226198
306,0.00111002,0.001128044,0.001141029,0.001188395,0.001141631,0.001107161
307,0.001183849,0.001155268,0.001284176,0.001285919,0.00114742,0.001175833
308,0.001134955,0.001305015,0.001319944,0.00122113,0.001202586,0.001243816
309,0.001234419,0.00130234,0.001128302,0.001197914,0.001147535,0.001107364
310,0.001110537,0.00114752,0.001088027,0.001278086,0.001190693,0.001131185
311,0.001127303,0.001153109,0.001284937,0.001171268,0.001261162,0.001348698
312,0.001142874,0.001178199,0.001191037,0.001225308,0.001113652,0.001216631
313,0.001228051,0.001188253,0.00123573,0.001356899,0.001166113,0.001337232
314,0.001219806,0.001160737,0.001232207,0.00133695,0.001157603,0.001301355
315,0.001235411,0.001137349,0.001240305,0.001344807,0.001251389,0.001275008
316,0.001217688,0.001156149,0.00114819,0.00123443,0.00116182,0.001208256
317,0.001204176,0.001243858,0.001169097,0.00175165,0.001302033,0.001298533
318,0.001224415,0.001162434,0.001169107,0.001310861,0.001121191,0.001204151
319,0.001132328,0.001148504,0.001127564,0.001267475,0.001410978,0.001155269
320,0.001186874,0.001168384,0.001371818,0.001274574,0.001159226,0.001198057
321,0.001141768,0.001141607,0.001109634,0.00129055,0.002733759,0.001668527
322,0.001139276,0.001446824,0.001338377,0.001307157,0.001198134,0.001129261
323,0.001103056,0.001214945,0.001227109,0.00115974,0.001209439,0.001176019
324,0.001205853,0.001151795,0.001131861,0.001130878,0.001132213,0.001101452
325,0.001119589,0.001130007,0.001089391,0.001127498,0.001126329,0.00110394
326,0.001146261,0.001141287,0.001209822,0.001154761,0.001239047,0.001121729
327,0.001116022,0.001136297,0.001081162,0.001108214,0.001122516,0.001126025
328,0.001116177,0.001272928,0.001225395,0.001314873,0.001201686,0.00115296
329,0.001111335,0.001286337,0.001253194,0.001251187,0.001160558,0.001138929
330,0.00112153,0.001164527,0.001133663,0.001141614,0.001181037,0.001176434
331,0.001142952,0.001208397,0.001122367,0.001244934,0.003452256,0.001687205
332,0.002502112,0.001306417,0.003376683,0.002263205,0.004517667,0.002443469
333,0.002537435,0.004014232,0.00458033,0.002858052,0.003742291,0.002396603
334,0.002734878,0.0023606,0.002031998,0.002000568,0.001705613,0.001441972
335,0.001334067,0.001132355,0.001258171,0.001216833,0.001172838,0.001161414
336,0.001120545,0.001199356,0.001284482,0.00158963,0.001149431,0.001132326
337,0.001103552,0.00113936,0.001131746,0.001615485,0.002739121,0.001152779
338,0.001131541,0.001164609,0.001097277,0.001174123,0.001128238,0.001117495
339,0.001094508,0.001260403,0.001102535,0.001229158,0.001222265,0.001170287
340,0.001114279,0.001293107,0.001180471,0.001115956,0.001192489,0.001114722
341,0.001116817,0.001132719,0.001255638,0.001231094,0.001410489,0.002441449
342,0.001135794,0.001151748,0.001172231,0.00124931,0.001128368,0.001428439
343,0.001130642,0.001131897,0.001236582,0.001248842,0.00116481,0.001178538
344,0.001190602,0.001142111,0.001235874,0.001249348,0.001131049,0.001164644
345,0.001119864,0.001131918,0.00126526,0.001172728,0.001233794,0.002719253
346,0.001193198,0.002699014,0.001245379,0.001290249,0.001151176,0.001237856
347,0.001102971,0.00113371,0.00120097,0.00116148,0.001132218,0.00115452
348,0.00120583,0.001206516,0.001146013,0.001162859,0.001143943,0.001565228
349,0.001110741,0.001149555,0.001107769,0.001159265,0.001133742,0.001124987
350,0.001108806,0.001240331,0.001147482,0.001182064,0.001149672,0.001148137
351,0.001116452,0.001153704,0.001093009,0.001258976,0.001167667,0.001150813
352,0.00110527,0.001146896,0.001105867,0.001226571,0.001176007,0.001168629
353,0.001119312,0.00120997,0.001096113,0.00116099,0.001133815,0.001132349
354,0.00109377,0.001138981,0.001095795,0.00111078,0.002608072,0.001508649
355,0.003144421,0.001429641,0.001137224,0.00298989,0.00197424,0.001422926
356,0.001263619,0.001505718,0.001490574,0.001698903,0.0015603,0.001323599
357,0.001294004,0.001254091,0.001134419,0.001319199,0.001332584,0.001434135
358,0.002901065,0.001326268,0.002746571,0.002879749,0.001238482,0.001180475
