idx,TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_CHACHA20_POLY1305_SHA256,AES128-SHA256,AES128-GCM-SHA256,AES256-GCM-SHA384,ECDHE-RSA-AES128-SHA256,ECDHE-RSA-AES128-GCM-SHA256,ECDHE-RSA-AES256-GCM-SHA384,ECDHE-RSA-CHACHA20-POLY1305
26,0.00134464,0.00138602,0.00309522,0.00111978,0.00112744,0.0011372,0.00136538,0.00132039,0.00324386,0.00133592
27,0.00189492,0.00140874,0.00137893,0.00113735,0.00112694,0.00116258,0.00131985,0.0013152,0.00131855,0.00130374
28,0.00134758,0.00138639,0.00142716,0.00116361,0.00113303,0.00115132,0.00132934,0.00131723,0.00134824,0.00129871
29,0.00134637,0.0013812,0.00139842,0.0011476,0.00113618,0.00113522,0.00138738,0.00167194,0.00180408,0.00362307
30,0.00311796,0.00175978,0.00161287,0.00120756,0.00121967,0.00163136,0.00448951,0.00409162,0.00442287,0.00402971
31,0.00267192,0.00256246,0.00246279,0.00186719,0.00159387,0.00134821,0.00195797,0.00194892,0.00189498,0.00173594
32,0.00174518,0.0018046,0.00173362,0.00150499,0.00154305,0.0014987,0.00184801,0.00179643,0.00192383,0.00178298
33,0.0017495,0.00178111,0.00168136,0.00118212,0.00117724,0.00118294,0.00182505,0.00198306,0.00197013,0.0020519
34,0.00305247,0.00150344,0.00332775,0.00276594,0.00299646,0.0036631,0.00357287,0.00319148,0.00234791,0.00281134
35,0.00325509,0.00297125,0.00528197,0.00379804,0.00290978,0.00318663,0.00660854,0.00352554,0.00340928,0.00497986
36,0.00348845,0.00321949,0.00302204,0.00276435,0.0027524,0.00272229,0.00292971,0.00294337,0.00325227,0.00381456
37,0.00293276,0.00280449,0.00250105,0.00163025,0.0013491,0.00115574,0.00137221,0.00131733,0.00134018,0.00130255
38,0.00136442,0.00141371,0.001481,0.00138373,0.00120169,0.00174792,0.0020554,0.00155855,0.00133106,0.00339938
39,0.00161279,0.00159281,0.00185035,0.00166442,0.00151531,0.00187912,0.00238327,0.00205957,0.00214866,0.00213568
40,0.0021454,0.00205706,0.00174724,0.00119611,0.00136313,0.00167968,0.00173896,0.00177292,0.00176015,0.00183609
41,0.00204224,0.00241093,0.00213414,0.00157434,0.00344941,0.00228462,0.00446762,0.00490186,0.00408736,0.00256287
42,0.00319258,0.00332995,0.00314483,0.00246285,0.00477877,0.00371602,0.00497418,0.00656862,0.00376186,0.00362575
43,0.00385879,0.00350191,0.0030909,0.00219331,0.00168127,0.00136617,0.00170647,0.00134832,0.00133765,0.00136241
44,0.00152319,0.0023095,0.00391972,0.00349282,0.00516477,0.00403061,0.00428524,0.00342708,0.00395506,0.00336334
45,0.00323797,0.0035475,0.00259311,0.00260505,0.00168338,0.0018298,0.00201568,0.00207035,0.00215688,0.00209404
46,0.00173653,0.00180742,0.00170404,0.00257147,0.00116836,0.00150826,0.00155622,0.00149848,0.00214846,0.00198712
47,0.00400207,0.00501332,0.00395215,0.0038851,0.00460343,0.00416302,0.00275666,0.00198743,0.00156533,0.00139055
48,0.00374235,0.00326569,0.00218033,0.00152747,0.00157634,0.00192095,0.00198753,0.00215461,0.00364439,0.00207573
49,0.00211655,0.00184707,0.001793,0.00122068,0.00128399,0.00172832,0.0021506,0.00248424,0.00270746,0.00268351
50,0.00320365,0.00257456,0.00289625,0.00197806,0.00177441,0.0016325,0.00229869,0.00192586,0.00336491,0.00212432
51,0.00516878,0.00356058,0.00495358,0.00435676,0.00448594,0.00334681,0.00282115,0.00271892,0.00250621,0.00241318
52,0.00274065,0.00363562,0.00368596,0.00259041,0.00243593,0.00279382,0.00315965,0.00318846,0.00342277,0.00324086
53,0.00598738,0.0042531,0.00383656,0.00857116,0.00490579,0.00465665,0.00426845,0.00368847,0.00331901,0.00313783
54,0.00312998,0.00297781,0.00711136,0.00395121,0.00318377,0.00285548,0.00303735,0.00348135,0.00327779,0.00324998
55,0.00314745,0.00314006,0.0029191,0.00248467,0.00237092,0.00391746,0.00273616,0.00509013,0.00627764,0.00300842
56,0.00578776,0.00293224,0.00454434,0.00381877,0.00292095,0.00239802,0.0019122,0.0017636,0.00211664,0.00289458
57,0.00273795,0.00262268,0.00264985,0.00210462,0.00177049,0.00191158,0.00190117,0.00174939,0.00153065,0.00154964
58,0.00141704,0.00191565,0.0020579,0.00124049,0.00153532,0.00160107,0.00172628,0.00184121,0.00196665,0.00169804
59,0.00174125,0.00185648,0.00169641,0.00161593,0.0014611,0.0016728,0.00180962,0.00169728,0.00137398,0.00161961
60,0.00173882,0.00154776,0.0015512,0.00132547,0.00132394,0.00128394,0.0016115,0.00136182,0.00165562,0.00145958
61,0.00149495,0.00194452,0.0014405,0.00123087,0.00156524,0.00156529,0.00173689,0.001596,0.00138966,0.00178289
62,0.00142776,0.00151825,0.00152966,0.00119978,0.00132983,0.00120255,0.00152021,0.00135357,0.00139524,0.00147841
63,0.00150074,0.00162926,0.00142318,0.00126307,0.00130265,0.00119419,0.00155448,0.00136006,0.00158645,0.00136209
64,0.00141841,0.00159572,0.00140773,0.00126298,0.00124049,0.00113645,0.00182923,0.00179134,0.001807,0.00151404
65,0.00149021,0.00164329,0.00164709,0.00251616,0.00303948,0.00300275,0.00239233,0.00413077,0.0037107,0.0034297
66,0.00451876,0.00420619,0.00401696,0.00172075,0.00165499,0.00353014,0.00183015,0.00248359,0.00260912,0.00404555
67,0.00366642,0.00387383,0.003773,0.00251294,0.00238456,0.0023068,0.00323211,0.00357805,0.00414035,0.00376952
68,0.0029759,0.0028802,0.00274465,0.00250451,0.00249236,0.00270655,0.00313242,0.00463195,0.00509246,0.00298401
69,0.00510817,0.0022396,0.00510893,0.00164993,0.00234072,0.00472427,0.00243907,0.00429986,0.00248958,0.00466215
70,0.00185682,0.00245717,0.00306758,0.00383834,0.0038787,0.00205809,0.00269438,0.00255008,0.00201198,0.0017208
71,0.00145518,0.00147373,0.00140401,0.00113237,0.00133268,0.00114285,0.00134158,0.00130598,0.00133023,0.00154622
72,0.00146205,0.00148926,0.00139964,0.00115241,0.00114613,0.00114356,0.0013273,0.00132538,0.00133169,0.00132827
73,0.00141764,0.00146723,0.00149407,0.00113692,0.00113346,0.00116104,0.00132841,0.00139852,0.00163045,0.00295833
74,0.00317845,0.00305534,0.0029729,0.00132127,0.00114551,0.00113573,0.00133536,0.00130469,0.00153204,0.00207918
75,0.00186147,0.00209167,0.00208489,0.00165564,0.00186831,0.00233137,0.0050036,0.00373687,0.00348823,0.00492255
76,0.00312969,0.00313791,0.00292629,0.00468636,0.00312204,0.00309218,0.00427997,0.00227463,0.00181831,0.001663
77,0.00147783,0.00148912,0.00140385,0.0011394,0.00112179,0.0028556,0.00151212,0.00138629,0.00138694,0.0013345
78,0.00135641,0.00140619,0.00141359,0.00114964,0.00121154,0.0011987,0.0014269,0.00137587,0.00137851,0.00135858
79,0.00134488,0.0014061,0.00137565,0.00112477,0.00114806,0.00114576,0.00132643,0.00138778,0.00151597,0.00181627
80,0.00164867,0.00149999,0.00151918,0.00129486,0.0012396,0.0013187,0.00181666,0.00216001,0.00147474,0.00133826
81,0.00134761,0.00140957,0.00134352,0.00108935,0.00117303,0.00155146,0.00224412,0.00223157,0.00408911,0.00286841
82,0.00296702,0.00313998,0.00287376,0.00245037,0.00241518,0.0023626,0.00270589,0.00266297,0.00267956,0.00268455
83,0.00255413,0.00204382,0.0019585,0.00186034,0.00211488,0.00187789,0.002242,0.00205875,0.00189837,0.00143485
84,0.00139035,0.00343296,0.00146481,0.00116931,0.00234265,0.00117898,0.00142784,0.00178281,0.00151916,0.00136057
85,0.00135608,0.00144104,0.0013998,0.00101503,0.0011424,0.0011381,0.00133706,0.00177117,0.0014028,0.00139865
86,0.00136495,0.00360135,0.00142711,0.00116527,0.00112831,0.00291911,0.00143643,0.00139335,0.00153083,0.00145212
87,0.00138796,0.00138474,0.00143436,0.00113188,0.00115383,0.00292466,0.00153677,0.00190281,0.00185318,0.00175902
88,0.00174835,0.00179483,0.00194182,0.00150985,0.00167917,0.00142718,0.00157778,0.00146887,0.0015738,0.00144389
89,0.00139068,0.00338367,0.0018573,0.00120428,0.00120385,0.00126698,0.00139244,0.00141983,0.00143975,0.00165645
90,0.00353381,0.00346353,0.004438,0.0034865,0.00414954,0.00376657,0.00413572,0.0031967,0.0035991,0.00730758
91,0.00535291,0.00592375,0.0046922,0.00318119,0.00406691,0.00404659,0.00573699,0.00610967,0.00455898,0.00420271
92,0.0040944,0.0058266,0.00490421,0.00285684,0.00253182,0.00328006,0.00508394,0.00617233,0.00539449,0.00310464
93,0.00460688,0.00468234,0.00449794,0.00422996,0.00421417,0.00306805,0.00320712,0.00331298,0.00417416,0.00323603
94,0.00438125,0.00353388,0.00320463,0.00282054,0.00268959,0.002705,0.00315911,0.00321191,0.00303615,0.00248806
95,0.00252308,0.00202665,0.00183383,0.00143434,0.00135491,0.001196,0.00152531,0.00132461,0.00149596,0.00136229
96,0.00130303,0.00155589,0.00141961,0.00131155,0.00118138,0.00115426,0.00170938,0.00136259,0.0016175,0.00136615
97,0.00142136,0.00154903,0.00137536,0.00132177,0.00130415,0.00172608,0.00200585,0.0019887,0.00196195,0.00193345
98,0.00196309,0.00212174,0.00205987,0.00198646,0.00277571,0.0026202,0.00336863,0.0033485,0.00319723,0.00284964
99,0.00276985,0.00298112,0.00268747,0.00261652,0.00221238,0.00213174,0.00194348,0.00148064,0.00175806,0.00220647
100,0.00268793,0.00246804,0.00199265,0.00151489,0.00131048,0.00118919,0.00132921,0.00132989,0.00134653,0.00130076
101,0.00132827,0.00137646,0.00137158,0.00112479,0.00112926,0.00115478,0.00134911,0.00131283,0.00134174,0.00133251
102,0.00136781,0.00140262,0.00138704,0.00114528,0.00111841,0.00116099,0.00165159,0.0017138,0.00170381,0.00168777
103,0.00148586,0.00142339,0.00136056,0.00116209,0.00113672,0.00115452,0.00132697,0.00130253,0.00174443,0.00133599
104,0.00146611,0.00139689,0.00136664,0.00113473,0.00113911,0.0011439,0.00133235,0.00131701,0.00133041,0.00131257
105,0.00132853,0.00137705,0.00138612,0.00114182,0.00112669,0.00114117,0.00132091,0.00131269,0.00132041,0.00130845
106,0.0013441,0.0013918,0.00139566,0.00112999,0.00113352,0.00114588,0.00131181,0.00132654,0.00132542,0.0013213
107,0.00132578,0.00138546,0.00136205,0.00112529,0.00111543,0.00115103,0.00132595,0.00129547,0.00133198,0.00130199
108,0.00135054,0.00137817,0.003481,0.00117774,0.00115781,0.0011439,0.00133167,0.00134565,0.00134557,0.00132677
109,0.00149728,0.00145112,0.00145557,0.00117895,0.00113071,0.00114799,0.00131438,0.00135298,0.00133743,0.0013203
110,0.00138774,0.00148134,0.00262818,0.00165818,0.00159228,0.00119087,0.00167788,0.00146677,0.00146731,0.00159412
111,0.00150297,0.00164477,0.00143736,0.00126552,0.00133555,0.00114415,0.00151747,0.00134061,0.00334496,0.00168277
112,0.00146065,0.00141606,0.00153057,0.00116742,0.00123429,0.00128215,0.00140903,0.00167171,0.00141948,0.00163914
113,0.00143498,0.00136306,0.00147274,0.00114371,0.00119482,0.00129902,0.0012849,0.00154203,0.0013698,0.00165352
114,0.00146436,0.00144852,0.00168622,0.00118485,0.00120906,0.00134537,0.00141729,0.00159877,0.00141705,0.00163678
115,0.00140829,0.00151481,0.00156592,0.00114022,0.00111082,0.00111875,0.00136922,0.00153105,0.00139843,0.00144188
116,0.00148382,0.0014516,0.00144322,0.00114635,0.0011647,0.00115675,0.00135367,0.001356,0.00134318,0.00154582
117,0.00147426,0.00148894,0.00150976,0.00116404,0.00113965,0.00115135,0.00131486,0.00131125,0.00133253,0.00131945
118,0.00136513,0.00138482,0.00150995,0.00113921,0.00117668,0.00121484,0.00134509,0.0013501,0.00133234,0.00130494
119,0.00135797,0.00140676,0.00147102,0.00122605,0.00113474,0.00116468,0.00132442,0.00131764,0.001327,0.00132313
120,0.00135351,0.00143565,0.0013974,0.00123013,0.00121864,0.00121982,0.00134794,0.00134095,0.00140659,0.0013212
121,0.00139343,0.00142929,0.00138937,0.00114752,0.00120592,0.00118303,0.00144886,0.00133727,0.00136104,0.00131878
122,0.0013544,0.00141077,0.00141433,0.00283602,0.00126454,0.00120901,0.0014201,0.00136773,0.00133855,0.00130563
123,0.00137364,0.00142763,0.00140205,0.00115594,0.00115887,0.00120726,0.00139558,0.00135906,0.00135738,0.00131007
124,0.00138612,0.0013965,0.00142387,0.00114925,0.0029104,0.00123329,0.00141658,0.00133757,0.00133296,0.00130038
125,0.00136264,0.00137534,0.00137333,0.00152228,0.00131274,0.00277372,0.00306596,0.00299862,0.00284519,0.00308206
126,0.00345719,0.00352127,0.00302077,0.00248043,0.00240626,0.00147591,0.00148051,0.00180317,0.00142044,0.00151566
127,0.00194379,0.00238412,0.00275631,0.00394958,0.00253325,0.0022887,0.00238466,0.00193937,0.00210278,0.00191478
128,0.00178406,0.00143987,0.00162918,0.00117075,0.00121429,0.00119739,0.0013362,0.00175245,0.00139092,0.00159305
129,0.00145372,0.00142316,0.00154633,0.00116685,0.00120249,0.00137362,0.00154759,0.00158609,0.00146729,0.00364713
130,0.00158998,0.00153627,0.00147134,0.00133542,0.00114093,0.00126246,0.00148607,0.00195291,0.0019678,0.00198878
131,0.00178235,0.00194328,0.0017288,0.00159806,0.00136192,0.00182023,0.00184757,0.00175188,0.00161413,0.00135121
132,0.00136022,0.00138317,0.00142449,0.00259317,0.0013187,0.00258602,0.0014147,0.00306156,0.00136874,0.00135989
133,0.00134434,0.0014119,0.00140891,0.00285959,0.00118811,0.00147636,0.00153381,0.0018294,0.00188643,0.00169083
134,0.00149694,0.00359959,0.00245368,0.00323156,0.00227186,0.00415483,0.00668694,0.00480498,0.00355562,0.00563857
135,0.00338657,0.00467254,0.00384863,0.00313559,0.00260542,0.00253296,0.00478039,0.00361641,0.00398201,0.00264199
136,0.00298822,0.00342102,0.00323763,0.00287078,0.00257581,0.00270781,0.00292031,0.00249654,0.00246557,0.00235082
137,0.00203137,0.00209851,0.00185919,0.00191274,0.00137669,0.0015444,0.00151479,0.00166675,0.0015822,0.00180185
138,0.00149132,0.00143915,0.00155458,0.00116691,0.00138361,0.0013067,0.00157693,0.00167497,0.00164793,0.00161163
139,0.00143588,0.00158073,0.00146874,0.00125896,0.00132444,0.00119934,0.00172602,0.00130127,0.00178262,0.00139468
140,0.0013935,0.00141058,0.00143945,0.00151082,0.00118151,0.00117087,0.00148656,0.00134954,0.00156895,0.00132572
141,0.00142879,0.00142414,0.00138746,0.00132175,0.00119579,0.00119268,0.00149574,0.00134013,0.00151268,0.00143121
142,0.00176363,0.00140777,0.00140813,0.00116921,0.00117353,0.00117151,0.00143801,0.00131964,0.00139789,0.00184323
143,0.00197257,0.00182244,0.00182387,0.00146879,0.00162004,0.00145475,0.00196158,0.00157206,0.0032531,0.00173039
144,0.00162325,0.00152917,0.00156829,0.00132835,0.00121675,0.00131523,0.00141353,0.00152162,0.00141952,0.00321274
145,0.0015571,0.00154911,0.00143998,0.00132696,0.00114559,0.00121342,0.00136261,0.00128811,0.0015339,0.00134478
146,0.0014563,0.00138109,0.00135921,0.00131406,0.00113845,0.00116402,0.00146029,0.00132504,0.00153806,0.00187074
147,0.00389677,0.00159535,0.00144795,0.00121234,0.00114896,0.00113677,0.00148601,0.00131859,0.00129789,0.0012605
148,0.00133469,0.00138422,0.00131458,0.00109945,0.00284258,0.00112318,0.00129066,0.00130722,0.00135638,0.00127806
149,0.00132153,0.00138062,0.00135932,0.00118098,0.00116113,0.00115501,0.0013484,0.00131956,0.00132593,0.00134317
150,0.00359124,0.00315663,0.00311529,0.00121271,0.0011494,0.00283251,0.00140547,0.00291926,0.0031807,0.00170861
151,0.00358719,0.00333147,0.0029269,0.00244595,0.00126006,0.00253014,0.00290013,0.00278952,0.00193034,0.00134792
152,0.00143114,0.00141246,0.00139899,0.0012856,0.001582,0.00184646,0.00202493,0.00183593,0.0016079,0.0015239
153,0.00136914,0.00147515,0.00145832,0.0012083,0.00115106,0.00115687,0.00132983,0.00148378,0.00136016,0.0013463
154,0.00143672,0.00142334,0.00150506,0.00113362,0.00270337,0.00119997,0.00156623,0.0014014,0.00150559,0.00139841
155,0.00145327,0.00160485,0.00143838,0.00124362,0.00130337,0.001119,0.00149743,0.00133792,0.00145785,0.00142787
156,0.00132816,0.0014744,0.00138712,0.00122283,0.00135088,0.00115744,0.00153151,0.00133561,0.00146551,0.00134187
157,0.00129628,0.00150234,0.00141159,0.00127932,0.0012673,0.00113904,0.00149284,0.00188442,0.00163449,0.00136921
158,0.00133526,0.00146857,0.00138208,0.00119466,0.00140186,0.0011302,0.00173469,0.00135504,0.00146777,0.00139837
159,0.00139801,0.00153722,0.00140821,0.00126432,0.00128306,0.0012261,0.00346575,0.00143509,0.0015547,0.00158597
160,0.00140398,0.00139044,0.00153451,0.00114402,0.00128412,0.00136443,0.00141599,0.00189793,0.00137646,0.00150954
161,0.00140234,0.0014421,0.00151392,0.00272894,0.00143255,0.00274422,0.00148897,0.00158091,0.00333343,0.00169884
162,0.00178374,0.00219949,0.00318353,0.00118869,0.00252234,0.00117695,0.00341907,0.00183487,0.00346893,0.00329573
163,0.00339821,0.0029541,0.00294318,0.00128698,0.00121313,0.00130584,0.00161238,0.00162044,0.00151766,0.00373517
164,0.00222533,0.00207297,0.00362373,0.00355187,0.00384116,0.00469741,0.00328377,0.00284394,0.00495851,0.00526714
165,0.0045891,0.00308131,0.00508022,0.00339285,0.00251309,0.00271336,0.00561069,0.00402961,0.00317088,0.00301999
166,0.00530561,0.00516503,0.00476023,0.00363643,0.00300796,0.00275409,0.00324406,0.00311072,0.00332721,0.0029419
167,0.00199541,0.00202631,0.00218504,0.00249427,0.00288369,0.00335699,0.00329808,0.00276584,0.005608,0.00389834
168,0.00270166,0.00211775,0.00174485,0.00122975,0.00119952,0.00121854,0.00135196,0.00133283,0.00134945,0.00132016
169,0.0013964,0.00142174,0.00156514,0.0011698,0.00117148,0.00140804,0.00343531,0.003334,0.00340357,0.00166575
170,0.00153973,0.00166467,0.00157161,0.0017812,0.00145859,0.00184604,0.00213672,0.00199186,0.00192622,0.00170614
171,0.00157324,0.00158357,0.00145429,0.00132837,0.00113561,0.00123972,0.00152285,0.00151558,0.00165205,0.00144203
172,0.00151556,0.00153578,0.00143131,0.00136016,0.00113526,0.00119868,0.00159732,0.00201009,0.00316049,0.00303888
173,0.00410394,0.00404577,0.0038906,0.00138552,0.00353765,0.00271901,0.00459085,0.00338123,0.00383329,0.00278228
174,0.00277693,0.00310402,0.00522531,0.00397471,0.00376444,0.00502979,0.00408348,0.00320584,0.00532129,0.00376634
175,0.00336273,0.00364759,0.00527785,0.00448922,0.00410584,0.00399796,0.00541704,0.00456928,0.00482303,0.00623467
176,0.00535567,0.00565616,0.00590714,0.00409096,0.00410583,0.00340863,0.00294372,0.00266403,0.00297372,0.00585258
177,0.00369221,0.00289064,0.00303732,0.00286897,0.00331936,0.00411787,0.00500568,0.00613856,0.00384517,0.00259084
178,0.00484566,0.00309498,0.00231638,0.00152736,0.00124807,0.00117296,0.00162142,0.00141179,0.00138647,0.00131924
179,0.00154293,0.00138697,0.00155728,0.00273961,0.00116964,0.00133654,0.0014386,0.00134298,0.00137908,0.00184917
180,0.00144858,0.00159201,0.00139241,0.00114624,0.00136002,0.00121361,0.00353747,0.00163593,0.00169383,0.00348413
181,0.00238604,0.00166049,0.00286896,0.00270982,0.00306212,0.00332361,0.00371907,0.00345373,0.00286152,0.00275216
182,0.00280958,0.0029163,0.002914,0.00240976,0.00247963,0.0024375,0.00289013,0.00302546,0.00299539,0.00286745
183,0.00289662,0.00331313,0.00308738,0.00269744,0.00156004,0.00149677,0.00206204,0.00266841,0.00325942,0.00231317
184,0.0039925,0.00392256,0.00378672,0.00314362,0.00311223,0.00279019,0.0028646,0.00282655,0.00292621,0.00142098
185,0.001373,0.00144338,0.0017128,0.00138964,0.00119734,0.00114963,0.00133785,0.00132653,0.00135489,0.00148429
186,0.00142525,0.00151579,0.00137556,0.00115172,0.00113186,0.00113681,0.00134661,0.00130205,0.00133927,0.00131269
187,0.00134591,0.00139248,0.00138846,0.00111506,0.00114284,0.0011395,0.00131655,0.00132095,0.00133999,0.0013132
188,0.00136325,0.00164383,0.00144666,0.00118879,0.00112643,0.00115886,0.00157628,0.00134884,0.00139326,0.00133491
189,0.00138274,0.00175061,0.00155783,0.00128046,0.00121909,0.00127851,0.00136819,0.00155331,0.00138692,0.00130398
190,0.00146382,0.00141346,0.00140335,0.00113318,0.0011246,0.00120011,0.00134267,0.00133575,0.00147394,0.00129465
191,0.00145865,0.00153324,0.00141256,0.00148557,0.00115599,0.00125077,0.00143699,0.0015682,0.00133556,0.00131576
192,0.00135761,0.0013884,0.00143365,0.00140799,0.00122546,0.00116141,0.00336698,0.00317676,0.00304322,0.00332545
193,0.00214756,0.00395734,0.00232958,0.00244233,0.0019461,0.00198758,0.00202125,0.00162754,0.0014016,0.00131106
194,0.00136893,0.00139558,0.00139434,0.00113175,0.00111837,0.00114554,0.00132863,0.00132943,0.00132164,0.00132064
195,0.00135128,0.00139233,0.0013946,0.00111734,0.00114625,0.00114661,0.00131223,0.00133572,0.0013233,0.00133309
196,0.00133965,0.00139711,0.00141129,0.00112062,0.00113415,0.00115671,0.00131477,0.00132003,0.00132106,0.00131316
197,0.00135673,0.00139065,0.00137777,0.00113733,0.00111438,0.00115386,0.00132159,0.00130415,0.00134594,0.00130333
198,0.00134512,0.00141505,0.00135402,0.00113707,0.0011327,0.00113587,0.00134202,0.00131148,0.00132236,0.00130782
199,0.00135172,0.00140334,0.00139683,0.00112787,0.00114835,0.00113758,0.00130623,0.00132086,0.00133991,0.00132844
200,0.00322347,0.00316681,0.0036339,0.00125929,0.00115003,0.00115006,0.00136507,0.00176713,0.00163534,0.00139473
201,0.00138185,0.00155755,0.00142961,0.00121814,0.00123851,0.00114747,0.0015548,0.001747,0.00244369,0.00200013
202,0.00158427,0.00142439,0.0015003,0.00114284,0.00114519,0.00161507,0.00166564,0.00168059,0.00144707,0.00325958
203,0.00158461,0.00337445,0.00213709,0.00381031,0.00252247,0.00456842,0.00332842,0.00330562,0.00556428,0.00471553
204,0.00458012,0.00509317,0.00352735,0.00273543,0.00373763,0.00477843,0.00324407,0.00372718,0.00311201,0.00566378
205,0.00323815,0.00276594,0.00245634,0.00149924,0.00187419,0.00156598,0.00183974,0.00179067,0.00177813,0.00182251
206,0.00160063,0.00250277,0.00354202,0.00259119,0.00392264,0.00303076,0.00372952,0.00299517,0.00304524,0.00319752
207,0.00326218,0.0047291,0.00464363,0.00407106,0.0053936,0.00497134,0.0040333,0.00403749,0.00312355,0.00284945
208,0.00304376,0.00364277,0.00319784,0.00239878,0.00243008,0.00217224,0.00227275,0.00206055,0.00216551,0.00470398
209,0.00506593,0.00584818,0.00299959,0.00243664,0.00251786,0.00309906,0.00310274,0.00284773,0.00294817,0.00478703
210,0.00481493,0.00461744,0.00477996,0.0042439,0.00278194,0.00237166,0.00397879,0.00398359,0.00457301,0.00270607
211,0.00457323,0.00504528,0.00450738,0.00398304,0.00304119,0.00414916,0.00448424,0.00405668,0.00190933,0.00206007
212,0.00277836,0.00307072,0.00448423,0.00224725,0.00244137,0.00274616,0.00235897,0.00185424,0.0014865,0.00169351
213,0.00138492,0.00158334,0.00142582,0.00114128,0.00113172,0.001149,0.00134074,0.00133364,0.00143234,0.00165141
214,0.00138294,0.00145593,0.00143627,0.00113529,0.00112678,0.0011354,0.00133631,0.00130946,0.00133464,0.00136215
215,0.00146741,0.001559,0.00143755,0.0011494,0.00121681,0.00115944,0.00133241,0.00132375,0.00137194,0.00148101
216,0.00142913,0.00141325,0.0014346,0.00113095,0.00114057,0.00114473,0.00131861,0.00131833,0.00134674,0.00131582
217,0.00135625,0.00147582,0.00150031,0.00142296,0.00131906,0.00157259,0.00146962,0.00150857,0.00149644,0.00166725
218,0.00324874,0.00360167,0.00409887,0.00402936,0.00487499,0.00409587,0.00411034,0.00421815,0.00241551,0.00275175
219,0.00228744,0.001874,0.00151262,0.00113365,0.00208613,0.00125788,0.00138055,0.001326,0.00134621,0.00134082
