idx,TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_CHACHA20_POLY1305_SHA256,AES128-SHA256,AES128-GCM-SHA256,AES256-GCM-SHA384,ECDHE-RSA-AES128-SHA256,ECDHE-RSA-AES128-GCM-SHA256,ECDHE-RSA-AES256-GCM-SHA384,ECDHE-RSA-CHACHA20-POLY1305
52,0.00127352,0.00131676,0.00132664,0.00103448,0.00101988,0.00251737,0.00268612,0.00131535,0.00125451,0.00125531
53,0.00130061,0.00136338,0.00135904,0.00104527,0.0010288,0.00104615,0.0014173,0.00123953,0.00134039,0.00127276
54,0.00130583,0.00139429,0.00133405,0.00102602,0.00102842,0.00105018,0.00121856,0.00139761,0.00124302,0.0013287
55,0.00131113,0.00138113,0.00133882,0.00108831,0.00103273,0.00259346,0.00271673,0.00304601,0.00127611,0.00122912
56,0.00126982,0.00133924,0.00129172,0.00107495,0.0010526,0.0010574,0.00133578,0.00130222,0.00131304,0.00122825
57,0.00129804,0.0013195,0.00133093,0.00133115,0.00106458,0.00279921,0.00127519,0.00130691,0.00313353,0.00127459
58,0.00308817,0.00340782,0.00201779,0.00127709,0.00110417,0.00247186,0.00134234,0.00364007,0.00238551,0.00257827
59,0.00295237,0.00439033,0.00294691,0.00377185,0.00227932,0.00207243,0.00251635,0.00234425,0.00200868,0.00173365
60,0.00158982,0.00148806,0.00134354,0.00106887,0.00107859,0.00125551,0.00125949,0.00149296,0.00144864,0.00142111
61,0.00140189,0.00133757,0.00144098,0.00119352,0.00107032,0.00114824,0.00137601,0.00123326,0.00143639,0.0012493
62,0.00139233,0.00155596,0.00141495,0.00112011,0.00123756,0.00110208,0.00139808,0.00137444,0.00124807,0.00137743
63,0.00130727,0.00133908,0.0030535,0.0025369,0.00241023,0.00139359,0.00134613,0.00143175,0.00141831,0.00124229
64,0.00138766,0.0014187,0.00143804,0.00289426,0.0012236,0.00127979,0.00127918,0.00169673,0.00128278,0.00123861
65,0.00139658,0.00131892,0.00132495,0.00147223,0.00211878,0.00115233,0.00140858,0.00179998,0.00160478,0.0013297
66,0.00292942,0.00296613,0.00263933,0.00153185,0.00135664,0.00143644,0.00132715,0.00151386,0.00142724,0.00124747
67,0.00137193,0.0032163,0.00143267,0.0015133,0.00260945,0.00259973,0.00349044,0.00369175,0.00350888,0.00324571
68,0.00288672,0.00299398,0.00265293,0.00125651,0.00110731,0.00167654,0.00158154,0.00173439,0.00214418,0.00236896
69,0.00211451,0.00207753,0.00178382,0.00159123,0.00137896,0.0012834,0.00144183,0.00122677,0.00174721,0.00123963
70,0.00127263,0.00139522,0.00142727,0.00118601,0.00124983,0.00110874,0.0015354,0.00136803,0.00125103,0.00141538
71,0.00136944,0.00131358,0.00141831,0.00119242,0.00106703,0.00115187,0.00139095,0.00123787,0.00176666,0.00124755
72,0.00124455,0.00134077,0.00133232,0.00117189,0.0011583,0.00242193,0.00156704,0.0013995,0.00149773,0.00157865
73,0.00176519,0.00144483,0.00132591,0.00251561,0.00109977,0.00253857,0.00292165,0.00146448,0.00138759,0.00193049
74,0.00187647,0.00134653,0.0012939,0.00124724,0.0011507,0.00110204,0.0012297,0.00184447,0.00125178,0.00150743
75,0.00139388,0.00153515,0.00215798,0.00154798,0.00149996,0.00140577,0.00129353,0.00123027,0.00125101,0.00122413
76,0.00127848,0.00132464,0.0013215,0.00103276,0.00106204,0.00111123,0.00122675,0.00148913,0.00125137,0.00138226
77,0.00130889,0.00131005,0.00129486,0.00166595,0.00151231,0.00136418,0.00181457,0.00214318,0.00196124,0.00204457
78,0.00236349,0.00192536,0.00163819,0.00137702,0.001411,0.00130875,0.00161039,0.00127366,0.00185765,0.00173422
79,0.0017693,0.00162783,0.00167509,0.00138496,0.00129454,0.00138059,0.00166261,0.00168016,0.00153963,0.00158056
80,0.00180093,0.00163264,0.00163682,0.00136182,0.00141556,0.00144532,0.00138863,0.00127488,0.00125902,0.00120516
81,0.00123247,0.001289,0.00125692,0.00259882,0.00102438,0.00105789,0.00137012,0.00121249,0.00124138,0.00152177
82,0.00124694,0.00141295,0.00131392,0.00118146,0.00125775,0.00110693,0.0013427,0.00124766,0.00140942,0.00146704
83,0.00125616,0.00129909,0.00139079,0.00108256,0.00105117,0.00114384,0.00137433,0.00123015,0.00142521,0.00154868
84,0.00218366,0.00143189,0.00132337,0.00124014,0.00120127,0.00112559,0.00151634,0.0012627,0.00127876,0.00122942
85,0.00302413,0.00192281,0.00213504,0.00185023,0.00161992,0.00159655,0.00179945,0.00167189,0.00163561,0.00160275
86,0.00150243,0.00160504,0.00154093,0.00131265,0.00138009,0.0015283,0.00161819,0.0015142,0.00162802,0.00151491
87,0.00150017,0.00161823,0.00147999,0.00115625,0.00106112,0.0010696,0.00124629,0.00121707,0.00123532,0.00121457
88,0.0012661,0.00131521,0.00139735,0.0010644,0.00105413,0.00108773,0.00123567,0.00121374,0.00124511,0.00120659
89,0.00127078,0.00131977,0.00130383,0.00104676,0.00106761,0.00106812,0.00126126,0.00125888,0.00139908,0.00119091
90,0.00112595,0.00106952,0.0011084,0.00105287,0.00245386,0.00109873,0.00126298,0.00124085,0.00124424,0.00126344
91,0.00130874,0.001384,0.0031917,0.00271354,0.00255764,0.00251072,0.00317053,0.00320309,0.00317063,0.0022999
92,0.00189939,0.00171445,0.00135442,0.00106387,0.00107664,0.00187447,0.00210906,0.00151479,0.00133267,0.00159295
93,0.0013298,0.00134889,0.00134808,0.00120319,0.00107652,0.00328969,0.00343791,0.00382807,0.00439126,0.0031838
94,0.00464771,0.00380423,0.00472962,0.00392979,0.00251071,0.0026303,0.00320699,0.00293383,0.00276937,0.00233541
95,0.00224951,0.00220745,0.00201268,0.00138819,0.00145966,0.00132976,0.00145165,0.0014858,0.00130698,0.00135127
96,0.00132372,0.0014013,0.00149056,0.0012462,0.00111824,0.00131482,0.00123203,0.00122581,0.0015388,0.00131545
97,0.00136245,0.0014779,0.0014572,0.00114271,0.0011128,0.00114364,0.00136733,0.0013752,0.0014854,0.00139376
98,0.0013852,0.00144522,0.00146933,0.00112825,0.00124163,0.0013334,0.00149259,0.00151901,0.00154074,0.00161294
99,0.00153611,0.00156252,0.00153047,0.00125331,0.0012541,0.00127185,0.00149698,0.00160858,0.00162987,0.00174628
100,0.00158975,0.00181072,0.00158186,0.00139392,0.00297158,0.0015601,0.00168034,0.00179764,0.00159752,0.00183606
101,0.00167319,0.0018249,0.00158775,0.00140337,0.00136236,0.00133879,0.00184983,0.00163273,0.00186021,0.00159513
102,0.00165946,0.0031386,0.00301955,0.00289402,0.00332605,0.00254592,0.00461985,0.0032496,0.00247123,0.00425307
103,0.00374921,0.00481598,0.00267535,0.00196235,0.0015907,0.00137414,0.00146906,0.00181484,0.00124758,0.00152231
104,0.00131015,0.00141563,0.00134451,0.00104304,0.00111115,0.00109403,0.00124108,0.00126409,0.00133486,0.00133328
105,0.00131071,0.00134888,0.00128739,0.00109912,0.00105698,0.00109414,0.00198189,0.00156736,0.001504,0.00148309
106,0.00166471,0.00166636,0.00156358,0.00122394,0.00122617,0.0012979,0.00152291,0.00151239,0.00149292,0.0016155
107,0.00199276,0.00238013,0.00221919,0.00203632,0.00169846,0.00170535,0.00185026,0.00187724,0.00184185,0.0018168
108,0.00172428,0.00185194,0.00165047,0.00281236,0.00303136,0.00235029,0.00219325,0.00213859,0.00412771,0.00394073
109,0.00317852,0.00241347,0.00235157,0.00380267,0.00502183,0.00400282,0.00402274,0.00467333,0.00436692,0.00340114
110,0.00286179,0.00290028,0.00314289,0.00303645,0.00228026,0.00209771,0.00255923,0.00217555,0.00189686,0.00165097
111,0.00145852,0.00138073,0.00130174,0.0010588,0.00107975,0.00107339,0.00159241,0.00228855,0.0012867,0.00133188
112,0.00139194,0.00138737,0.00130487,0.00103712,0.00108053,0.00108201,0.00146169,0.0012592,0.00140131,0.00126818
113,0.00131141,0.00146653,0.00143468,0.0011361,0.00306849,0.00112562,0.00150946,0.00143505,0.00156135,0.00160932
114,0.00156804,0.00158788,0.00162384,0.00122993,0.00133786,0.00117459,0.00147861,0.00126476,0.00126516,0.0012357
115,0.0012853,0.00133406,0.0012978,0.0010186,0.00118998,0.00115528,0.00124786,0.00144703,0.00130481,0.00127553
116,0.00129043,0.00143933,0.0013594,0.00120114,0.00110019,0.00109673,0.00123849,0.0013305,0.00134834,0.00133172
117,0.00144942,0.00354133,0.00333773,0.00294892,0.0029541,0.00416347,0.00451868,0.00251895,0.00161062,0.00137882
118,0.00122785,0.00136918,0.0039992,0.00104573,0.00107334,0.001008,0.00143881,0.00102519,0.00101103,0.00111139
119,0.00103472,0.00150167,0.00108609,0.000838778,0.000885612,0.0011669,0.0010131,0.0010685,0.00377401,0.00164266
120,0.00132694,0.00137887,0.00133896,0.00107686,0.00111695,0.00127105,0.00127796,0.00124601,0.00124025,0.00156299
121,0.00128528,0.00129189,0.00323286,0.00111597,0.00105597,0.00115034,0.0013852,0.00121741,0.00143353,0.00139587
122,0.00132551,0.00142289,0.00140558,0.00109995,0.00125058,0.00110509,0.00140627,0.00137,0.00125874,0.00142995
123,0.00129498,0.00130656,0.00141778,0.00119111,0.00109923,0.00125422,0.00122227,0.00122122,0.00145854,0.00125732
124,0.0012842,0.00141809,0.00129031,0.0011225,0.0012509,0.00110441,0.00126656,0.00125325,0.00130467,0.00135553
125,0.00128894,0.00131022,0.0014187,0.00118204,0.00107284,0.00116484,0.0014464,0.00134619,0.00301445,0.00131646
126,0.00140036,0.00141503,0.00187366,0.00123118,0.0010952,0.00115294,0.00138314,0.00123169,0.001433,0.00137595
127,0.00128763,0.00141669,0.00129977,0.00109505,0.00124407,0.00110477,0.00129594,0.0013689,0.00140909,0.00146956
128,0.00129172,0.00130574,0.00139759,0.0011754,0.001033,0.00123437,0.0013999,0.0012132,0.0014353,0.00125022
129,0.00128929,0.00140769,0.00142795,0.00110149,0.00125092,0.00110211,0.00128441,0.00137365,0.00139364,0.00143203
130,0.00140552,0.0013208,0.00141491,0.00118559,0.00106782,0.00114954,0.00137485,0.00120344,0.00143298,0.00136862
131,0.0013009,0.00140681,0.0014152,0.00123697,0.00123116,0.00110179,0.00134623,0.00137402,0.00124641,0.0014372
132,0.00129195,0.00130162,0.00140613,0.00117717,0.00107709,0.00118374,0.0014736,0.00122491,0.0014278,0.00136586
133,0.00128951,0.00140629,0.0013032,0.00108138,0.0012405,0.00110225,0.00128489,0.00143818,0.00126525,0.00131413
134,0.00137792,0.00156159,0.00146642,0.00110543,0.00107885,0.00108513,0.00136823,0.00122499,0.00146084,0.00126252
135,0.00129837,0.00131429,0.00131941,0.00103092,0.00106678,0.00108606,0.00121758,0.00141445,0.00128894,0.00125055
136,0.00127639,0.00132637,0.00131652,0.00124076,0.00109569,0.0010849,0.00123299,0.00121061,0.00124046,0.00124062
137,0.00127439,0.0013135,0.00132388,0.00102526,0.00105015,0.00106999,0.00123143,0.00120849,0.00124004,0.00120571
138,0.00126004,0.00132077,0.00131024,0.00104242,0.00105287,0.00107903,0.00122378,0.00121861,0.00124005,0.00121032
139,0.0012731,0.00130872,0.00131087,0.00101861,0.00105111,0.00107555,0.00123629,0.00121281,0.00123169,0.00122345
140,0.00126222,0.00131315,0.00129264,0.00101494,0.00254586,0.00107143,0.0014992,0.00123387,0.00123745,0.00148674
141,0.00128189,0.00130536,0.00259281,0.00129578,0.00105894,0.00109924,0.00122843,0.00122188,0.00126566,0.00121673
142,0.00127469,0.00132402,0.00128513,0.00109656,0.00115184,0.00118131,0.00122669,0.00136168,0.00128416,0.00123873
143,0.0012663,0.0013285,0.00128804,0.00102093,0.00105189,0.001073,0.00122747,0.00121188,0.0012279,0.00122202
144,0.00137646,0.0013092,0.00132631,0.00102971,0.00105232,0.00106524,0.00126206,0.00124459,0.00123831,0.00127434
145,0.00128497,0.001336,0.00139435,0.00108972,0.0011175,0.00108512,0.00128143,0.00123111,0.00169037,0.00126813
146,0.00128914,0.00132685,0.00131593,0.00104969,0.00108,0.00106652,0.00124983,0.00122515,0.00136593,0.00122408
147,0.00127536,0.0013226,0.00132303,0.00101184,0.00105409,0.00108375,0.00122539,0.00121758,0.00123152,0.00121188
148,0.00126462,0.00131837,0.00131409,0.00102971,0.00106439,0.00107567,0.00122674,0.0017154,0.00354108,0.0021169
149,0.00129613,0.00133085,0.00132234,0.00284814,0.00117407,0.00126533,0.00158723,0.00160208,0.00149407,0.00128175
150,0.00130206,0.00132152,0.00131552,0.00259215,0.00106182,0.00263962,0.00142427,0.0036576,0.00333432,0.00287981
151,0.00191826,0.00175223,0.00152887,0.00262977,0.00333839,0.00338682,0.00217,0.00246887,0.00231793,0.0023074
152,0.00231956,0.00188666,0.00156272,0.00106173,0.00105657,0.00110178,0.00123902,0.00153675,0.00124649,0.00137758
153,0.0012663,0.00323592,0.00142234,0.00107299,0.0026364,0.00111693,0.00123682,0.00122882,0.00156011,0.00122673
154,0.00304455,0.00139723,0.00131035,0.00107354,0.00108521,0.00108215,0.00153801,0.00123234,0.00124532,0.00121304
155,0.00184428,0.00135095,0.0013633,0.00107883,0.00106606,0.00108113,0.0012941,0.00152946,0.00125214,0.00126008
156,0.00128037,0.00133847,0.00336234,0.00277542,0.00287345,0.00299745,0.00375215,0.00387085,0.003382,0.00317456
157,0.00309818,0.00314706,0.00256103,0.00303843,0.00183503,0.00225342,0.00244403,0.00286721,0.00313055,0.00304237
158,0.00291757,0.00346742,0.00335009,0.00286371,0.00250541,0.00247573,0.00318953,0.00283841,0.0023759,0.00213688
159,0.00183285,0.00187753,0.00362368,0.00195173,0.00159059,0.00161287,0.0014407,0.00159661,0.00125517,0.00125184
160,0.00127597,0.00128865,0.00169118,0.00179133,0.00154562,0.00313843,0.00335284,0.00250892,0.00282608,0.00266787
161,0.00300725,0.00298384,0.00269191,0.00247609,0.00235089,0.00263431,0.00347762,0.00284923,0.00242665,0.00245185
162,0.00229929,0.00193871,0.00193964,0.00136609,0.00124368,0.00128151,0.00132912,0.00124629,0.00125573,0.00122972
163,0.00128452,0.00162527,0.00176401,0.00153881,0.00147885,0.00153082,0.00211313,0.00239006,0.00239687,0.00223334
164,0.00184084,0.00217729,0.00217092,0.00147738,0.00125589,0.00111576,0.00122976,0.00122088,0.00124836,0.00122696
165,0.00128653,0.00312665,0.00139226,0.00107789,0.00105616,0.00109678,0.00123493,0.00121479,0.00124756,0.00125146
166,0.00126993,0.00131935,0.00134751,0.00105646,0.00112448,0.00113497,0.00138148,0.00128089,0.00124505,0.00122595
167,0.00128152,0.00131581,0.00130904,0.001055,0.00117177,0.0010614,0.00126788,0.0012418,0.0014014,0.00125998
168,0.00173442,0.00163077,0.0015129,0.00125922,0.00136698,0.00127532,0.00147767,0.00125305,0.00126041,0.00130211
169,0.00135798,0.00132876,0.00136634,0.00105667,0.0010753,0.0010987,0.00124799,0.00123796,0.00133958,0.00122828
170,0.00126371,0.00136051,0.00310763,0.00110046,0.00111838,0.00107923,0.00304685,0.00122438,0.00124082,0.00121968
171,0.0020227,0.00134755,0.00133187,0.00268987,0.00115442,0.00271256,0.00133526,0.0012394,0.00123789,0.00123245
172,0.00127576,0.00130554,0.00160035,0.00158298,0.00146829,0.001454,0.00152929,0.00161537,0.00152257,0.0015887
173,0.00150415,0.00155894,0.0016915,0.00135669,0.0012374,0.00112324,0.00125717,0.00126269,0.00123915,0.00121299
174,0.00129948,0.00131163,0.00131535,0.0010513,0.00105796,0.00122983,0.00178586,0.00209862,0.00185676,0.00165536
175,0.00173949,0.00174382,0.00304728,0.00108849,0.00124318,0.00275524,0.0017691,0.00167396,0.00199289,0.00234513
176,0.00232496,0.00449902,0.00255369,0.00176613,0.00142718,0.00129717,0.00134976,0.00328465,0.00347775,0.00411194
177,0.00406922,0.00248599,0.00258726,0.00190484,0.00212542,0.00173757,0.00187193,0.00177903,0.00164119,0.00161758
178,0.00141076,0.00132729,0.00139501,0.00116457,0.0011033,0.00122239,0.00143712,0.00131069,0.00143342,0.00125947
179,0.00133823,0.00140615,0.00334246,0.00121598,0.0010836,0.00136658,0.00122629,0.00137754,0.00144903,0.00124495
180,0.00141352,0.00142595,0.00132625,0.00130187,0.00117889,0.0010908,0.00181169,0.00124919,0.00148514,0.00137571
181,0.00127912,0.00143505,0.00132433,0.00106742,0.00112715,0.00119639,0.0012367,0.00175611,0.00132476,0.00132336
182,0.00135826,0.00131715,0.00320899,0.00107957,0.00114973,0.00120321,0.00156603,0.00140769,0.00126301,0.00138209
183,0.0013632,0.0014221,0.00293401,0.00128908,0.00137786,0.001501,0.00152669,0.00171794,0.00156916,0.0021399
184,0.00164569,0.00181942,0.00163049,0.00142681,0.00131695,0.00136759,0.00165169,0.00156935,0.00187945,0.00156966
185,0.00159615,0.00157498,0.00176977,0.00152397,0.00158148,0.00203211,0.00203704,0.00196712,0.00307899,0.00238633
186,0.00164105,0.00177881,0.00170445,0.00143351,0.00152286,0.00147945,0.00173753,0.0015822,0.00174913,0.00153392
187,0.00175375,0.00162913,0.0017705,0.00477379,0.00378432,0.00211109,0.00275337,0.00481264,0.00449083,0.00389479
188,0.00361563,0.00303885,0.00274258,0.00139481,0.0012943,0.00129307,0.00167301,0.0015349,0.00168578,0.0015411
189,0.00163237,0.0016016,0.00156329,0.00289907,0.00245321,0.0025067,0.00297638,0.00293216,0.0029871,0.0028305
190,0.00286986,0.00292847,0.00320498,0.00252214,0.00271455,0.00139828,0.0014637,0.00127621,0.0014923,0.00158281
191,0.001831,0.00225076,0.00232382,0.00162926,0.00177477,0.0015551,0.00169254,0.00147766,0.00134144,0.0014057
192,0.00130249,0.00141983,0.00145682,0.002859,0.00278809,0.00324949,0.00363154,0.00260266,0.00242123,0.00222906
193,0.00211422,0.00195655,0.00180565,0.00151347,0.00130441,0.00130933,0.00128327,0.00172171,0.00130533,0.00155669
194,0.00147068,0.00341032,0.00147905,0.00117043,0.00128345,0.00113854,0.0017177,0.00139912,0.00127727,0.0016387
195,0.00134503,0.00138195,0.00142968,0.00110733,0.00115286,0.00120538,0.00130902,0.00170015,0.00139225,0.0014785
196,0.00144608,0.00138215,0.00145026,0.00119226,0.00108623,0.0011817,0.00140764,0.00153506,0.00145435,0.00128098
197,0.00129923,0.00142413,0.00143249,0.00269055,0.00110473,0.00111111,0.00141288,0.00123646,0.00136644,0.00127782
198,0.00130343,0.00145346,0.0013479,0.00256115,0.00125915,0.00112428,0.00144032,0.00139239,0.0013569,0.00147877
199,0.00131496,0.00144778,0.0014584,0.0011011,0.00114813,0.00128044,0.00128842,0.00173961,0.00128838,0.001459
200,0.00141104,0.00135068,0.00335657,0.00128512,0.00161485,0.00153232,0.00136142,0.00123737,0.00124766,0.00121221
201,0.00127566,0.0013193,0.00131184,0.00105327,0.00110834,0.00132767,0.00144607,0.00138173,0.00141737,0.00313566
202,0.00320082,0.00309839,0.00323317,0.00261281,0.00145927,0.00328917,0.00367887,0.00303074,0.00352075,0.00373481
203,0.00428443,0.00351737,0.00270343,0.00389878,0.00439216,0.00336952,0.00430704,0.00501479,0.00361179,0.00441671
204,0.00432318,0.00487519,0.00492684,0.00284274,0.00376336,0.00424455,0.00423432,0.0043105,0.00413749,0.00465431
205,0.00407526,0.00418701,0.00415858,0.00293756,0.00211234,0.00403688,0.00416158,0.00352431,0.00311348,0.0030048
206,0.00293327,0.00313913,0.00306474,0.00254107,0.0025674,0.00256048,0.00189372,0.00161522,0.00312451,0.00303844
207,0.00280974,0.0016569,0.00135141,0.00119556,0.00106021,0.00107877,0.00180598,0.00155605,0.00191121,0.00369127
208,0.00191152,0.00212631,0.0018814,0.00144522,0.00135537,0.00130514,0.00150213,0.00135586,0.00149829,0.00141367
209,0.00128564,0.00145385,0.00142779,0.00120186,0.00123758,0.00111047,0.00147984,0.0013994,0.00126324,0.00168708
210,0.00134617,0.00130561,0.00320536,0.00123251,0.00129466,0.00306736,0.00140421,0.00122795,0.00176094,0.00143751
211,0.00147176,0.00146698,0.00131842,0.00118064,0.00120467,0.0010954,0.00177885,0.00125187,0.00187742,0.00125557
212,0.00125927,0.00322494,0.00142323,0.00120984,0.00109129,0.00128326,0.00128391,0.00163612,0.00142271,0.00120514
213,0.00128346,0.00140972,0.00160379,0.00134494,0.00156792,0.00143655,0.00152137,0.00130058,0.00140047,0.00138348
214,0.00129192,0.00141104,0.00353756,0.0016439,0.00143494,0.00152513,0.00166782,0.00134507,0.00126779,0.00124237
215,0.00129805,0.00131201,0.00133932,0.00109302,0.00132637,0.00126529,0.00167857,0.00124051,0.00163467,0.00128124
216,0.00129299,0.00140211,0.00142842,0.00126332,0.0012498,0.00112806,0.00146326,0.00133976,0.00130259,0.00142691
217,0.00130895,0.00130722,0.00144001,0.00124895,0.00283208,0.00122767,0.00180839,0.00166759,0.00142884,0.00143783
218,0.00131052,0.00146773,0.00142867,0.0011807,0.00264892,0.0011127,0.00156168,0.00143873,0.00138974,0.00139964
219,0.00129048,0.00147786,0.00144894,0.00111264,0.0011644,0.00124002,0.00124573,0.00145399,0.00126881,0.001513
